external_id,front_text,back_text
es_basic_0166_siostra,sister,hermana
es_basic_0167_przyjaciel,friend,amigo
es_basic_0168_kolega,classmate,compañero de clase
es_basic_0169_dziewczyna,girlfriend,novia
es_basic_0170_chopak,boyfriend,novio
es_basic_0171_maz,husband,marido
es_basic_0172_zona,wife,esposa
es_basic_0173_woda,water,agua
es_basic_0174_kawa,coffee,café
es_basic_0175_herbata,tea,té
es_basic_0176_mleko,milk,leche
es_basic_0177_chleb,bread,pan
es_basic_0178_ser,cheese,queso
es_basic_0179_mieso,meat,carne
es_basic_0180_ryba,fish,pez
es_basic_0181_jajko,egg,huevo
es_basic_0182_ryz,rice,arroz
es_basic_0183_makaron,pasta,pasta
es_basic_0184_zupa,soup,sopa
es_basic_0185_owoc,fruit,fruta
es_basic_0186_warzywo,vegetable,verdura
es_basic_0187_jabko,apple,manzana
es_basic_0188_banan,banana,plátano
es_basic_0189_sol,salt,sal
es_basic_0190_cukier,sugar,azúcar
es_basic_0191_sniadanie,breakfast,desayuno
es_basic_0192_obiad,lunch,almuerzo
es_basic_0193_kolacja,dinner,cena
es_basic_0194_telefon,phone,teléfono
es_basic_0195_komputer,computer,ordenador
es_basic_0196_ksiazka,book,libro
es_basic_0197_klucz,key,llave
es_basic_0198_drzwi,door,puerta
es_basic_0199_okno,window,ventana
es_basic_0200_sto,table,mesa
es_basic_0201_krzeso,chair,silla
es_basic_0202_ozko,bed,cama
es_basic_0203_torba,bag,bolsa
es_basic_0204_ubranie,clothing,ropa
es_basic_0205_buty,shoes,zapatos
es_basic_0206_pieniadze,money,dinero
es_basic_0207_karta,card,tarjeta
es_basic_0208_bilet,ticket,billete
es_basic_0209_samochod,car,coche
es_basic_0210_rower,bicycle,bicicleta
es_basic_0211_gowa,head,cabeza
es_basic_0212_twarz,face,cara
es_basic_0213_oko,eye,ojo
es_basic_0214_ucho,ear,oreja
es_basic_0215_nos,nose,nariz
es_basic_0216_usta,mouth,boca
es_basic_0217_reka,hand,mano
es_basic_0218_noga,leg,pierna
es_basic_0219_stopa,foot,pie
es_basic_0220_brzuch,belly,barriga
es_basic_0221_plecy,back,espalda
es_basic_0222_serce,heart,corazón
es_basic_0223_zab,tooth,diente
es_basic_0224_wosy,hair,pelo
es_basic_0225_dobry,good,bueno
es_basic_0226_zy,bad,malo
es_basic_0227_duzy,big,grande
es_basic_0228_may,small,pequeño
es_basic_0229_nowy,new,nuevo
es_basic_0230_stary,old,viejo
es_basic_0231_mody,young,joven
es_basic_0232_adny,pretty,bonito
es_basic_0233_brzydki,ugly,feo
es_basic_0234_atwy,easy,fácil
es_basic_0235_trudny,difficult,difícil
es_basic_0236_szybki,fast,rápido
es_basic_0237_wolny,slow,lento
es_basic_0238_goracy,hot,caliente
es_basic_0239_zimny,cold,frío
es_basic_0240_tani,cheap,barato
es_basic_0241_drogi,expensive,caro
es_basic_0242_wazny,important,importante
es_basic_0243_zmeczony,tired,cansado
es_basic_0244_godny,hungry,hambriento
es_basic_0245_spragniony,thirsty,sediento
es_basic_0246_tutaj,here,aquí
es_basic_0247_tam,there,allí
es_basic_0248_blisko,near,cerca
es_basic_0249_daleko,far,lejos
es_basic_0250_w,in,en
es_basic_0251_na,on,sobre
es_basic_0252_pod,under,debajo de
es_basic_0253_nad,above,encima de
es_basic_0254_obok,next to,al lado de
es_basic_0255_przed,in front of,delante de
es_basic_0256_za,behind,detrás de
es_basic_0257_lewo,left,izquierda
es_basic_0258_prawo,right,derecha
es_basic_0259_prosto,straight ahead,recto
es_basic_0260_do_gory,up,arriba
es_basic_0261_na_do,down,abajo
es_basic_0262_ile_kosztuje,how much does it cost?,¿cuánto cuesta?
es_basic_0263_cena,price,precio
es_basic_0267_zapacic,to pay,pagar
es_basic_0268_gotowka,cash,efectivo
es_basic_0270_rachunek,bill,cuenta
es_basic_0271_paragon,receipt,recibo
es_basic_0273_otwarte,open,abierto
es_basic_0274_zamkniete,closed,cerrado
es_basic_0275_chce_to,I want this,quiero esto
es_basic_0276_poprosze_to,I would like this,quisiera esto
es_basic_0277_autobus,bus,autobús
es_basic_0278_tramwaj,tram,tranvía
es_basic_0279_pociag,train,tren
es_basic_0281_taksowka,taxi,taxi
es_basic_0282_samolot,airplane,avión
es_basic_0284_przystanek,stop,parada
es_basic_0287_gdzie_jest,where is?,¿dónde está?
es_basic_0288_jak_dojsc_do,how do I get to?,¿cómo se llega a?
es_basic_0289_jade_do,I am going to,voy a
es_basic_0290_wysiadam_tutaj,I am getting off here,me bajo aquí
es_basic_0291_pomocy,help,ayuda
es_basic_0292_lekarz,doctor,médico
es_basic_0295_boli_mnie,it hurts,me duele
es_basic_0296_zle_sie_czuje,I feel unwell,me siento mal
es_basic_0297_jestem_chory,I am sick,estoy enfermo
es_basic_0298_wypadek,accident,accidente
es_basic_0299_policja,police,policía
es_basic_0300_ogien,fire,fuego
es_basic_0301_niebezpieczne,dangerous,peligroso
es_basic_0302_potrzebuje_pomocy,I need help,necesito ayuda
es_basic_0303_pogoda,weather,tiempo
es_basic_0304_sonce,sun,sol
es_basic_0305_deszcz,rain,lluvia
es_basic_0306_snieg,snow,nieve
es_basic_0307_wiatr,wind,viento
es_basic_0308_ciepo,heat,calor
es_basic_0309_zimno,it's cold,hace frío
es_basic_0310_goraco,it's hot,hace calor
es_basic_0311_pada,it's raining,llueve
es_basic_0312_jest_pochmurno,it's cloudy,está nublado
es_basic_0313_jest_adna_pogoda,the weather is nice,hace buen tiempo
es_basic_0314_szczesliwy,happy,feliz
es_basic_0315_smutny,sad,triste
es_basic_0317_spokojny,calm,tranquilo
es_basic_0318_zdenerwowany,nervous,nervioso
es_basic_0320_chory,sick,enfermo
es_basic_0323_boje_sie,I'm afraid,tengo miedo
es_basic_0324_lubie,I like,me gusta
es_basic_0325_nie_lubie,I don't like,no me gusta
