external_id,front_text,back_text
5408,reconnaissant,grateful
5409,stock,stock
5411,récompense,reward
5412,confrontation,showdown
5413,masses,masses
5414,horaires,schedule
5416,discret; discrète,discreet
5418,chercha,sought
5419,innocence,innocence
5420,vents,winds
5421,idiot; idiote,idiot
5423,habitation,dwelling
5424,intelligent,clever
5425,fonder,found
5426,souffla,blew
5427,procédés,processes
5428,gâteau,cake
5429,veines,veins
5430,forcer,force
5431,entrées,entries
5432,alentours,surroundings
5433,musiciens,musicians
5435,signifiait,meant
5436,match,match
5438,cordes,strings
5439,Syrie,Syria
5440,savants,scholars
5442,réunir,reunite
5444,restaurer,restore
5445,empreinte,footprint
5446,pôle,pole
5449,graines,seeds
5450,transmis,transmitted
5451,leader,leader
5453,entrent,enter
5454,provoqué,provoked
5455,remplit,fill
5457,trentaine,thirties
5459,innocent; innocente; innocents,innocent
5460,transparence,transparency
5461,enquit,inquired
5462,ascension,ascent
5463,départements,departments
5464,lits,beds
5466,informe; informé,informed
5467,volontairement,voluntarily
5468,agences,agencies
5469,tissus,fabrics
5470,essentiels,essentials
5471,American,American
5472,magazine,magazine
5473,colloque,symposium
5474,bouge,move
5475,facultés,faculties
5476,retient,holds back
5477,présidence,presidency
5478,malheureuse,unhappy
5479,marquer,to mark
5480,énoncé,states
5482,effacer,wipe off
5483,plate,flat
5484,intervint,intervened
5485,annuel; annuelle,annual
5488,soumission,submission
5489,commandes,orders
5490,utilisent; utilisez,use
5491,retire; retiré,took of
5492,provenance,origin
5493,indigènes,native
5494,flanc,flank
5496,entrant,incoming
5497,compléter,complete
5499,automatique,automatique
5501,propagande,propaganda
5502,boîtes,boxes
5503,bulletin,newsletter
5504,cite,cited
5505,cuivre,copper
5506,serviette,towel
5510,qualification,qualification
5511,organique,organic
5513,camion,truck
5514,procède,process
5516,rhétorique,rhetoric
5517,régiment,regiment
5518,préférable,preferable
5519,moine,monk
5520,emporta; emporté,carried away
5521,déteste; détestait,hated
5522,soutient,supports
5523,peint,painted
5524,déesse,goddess
5525,complice,partner in crime
5526,orientale,eastern
5527,répondis,responded
5528,cadeaux,gifts
5529,croissante,growing
5530,habituel; habituelle,usual
5531,entendant,hearing
5533,monseigneur,my lord
5534,pressé,press
5535,employer,to employ
5537,accomplissement,accomplishment
5538,poivre,pepper
5539,chante,sung
5540,créativité,creativity
5541,civils,civilians
5542,déception,disappointment
5544,œuf,egg
5545,accusation,charge
5547,vendeur,seller
5548,monastère,monastery
5549,productions,productions
5551,tonnes,tons
5552,sports,sports
5553,caméra,camera
5554,offres,offers
5555,abondance,plenty
5556,paradoxe,paradox
5557,promets; promet,promise
5558,donnera,will give
5559,anthropologie,anthropology
5560,étroitement,closely
5561,magnifiques,beautiful
5562,apprécie,appreciate
5563,réveille; réveillé,wake up
5565,rapprochement,reconciliation
5566,misérable,wretched
5567,tronc,trunk
5568,parallèlement,in parallel
5570,guides,guides
5571,témoignent,testify
5572,inventaire,inventory
5573,brouillard,fog
5574,grimace,grimace
5575,mutation,mutation
5576,paysan,peasant
5577,plancher,floor
5578,substances,substances
5579,collectivité,community
5580,repères,landmarks
5581,probabilité,probability
5583,guérir,heal
5584,football,soccer
5585,parisien; parisienne,Parisian
5586,gigantesque,gigantic
5587,touristique,sightseeing
5590,effectif; effective,effective
5591,détourner,divert
5592,cieux,heavens
5594,classification,classification
5595,touchant,touching
5597,spectacles,shows
5598,ménages,households
5599,entraîné,trained
5600,soulève; souleva,raised
5602,implication,involvement
5603,catalogue,catalog
5604,offrant,offering
5605,taxe,tax
5606,articulation,joint
5607,examens,exams
5608,ardeur,ardor
5611,occupent,occupy
5612,surcroît,moreover
5613,louer,to rent out
5614,douloureuse,painful
5616,éclairage,lighting
5617,manquent,missing
5619,déplacements,trips
5620,crédits,credits
5621,codes,codes
5622,album,album
5623,pistolet,gun
5625,euro,euro
5627,maxime,maxim
5628,panier,basket
5629,recula,stepped back
5630,sortent,come out
5633,explicite,explicit
5635,paroi,wall
5637,domine; dominé,dominated
5638,gorgée,sip
5639,plaire,to please
5640,défauts,defaults
5641,fragments,fragments
5642,cadavres,corpses
5644,documentation,documentation
5645,islamique,Islamic
5646,progressive,progressive
5647,essor,boom
5648,prescription,prescription
5649,torture,torture
5650,narrateur,narrator
5651,indication,indication
5652,démons,demons
5653,exploration,exploration
5654,charbon,coal
5655,chasseurs,hunters
5656,fabrique,made
5658,planche,plank
5659,diminuer,lessen
5662,luimême,himself
5663,désagréable,unpleasant
5666,dessein,purpose
5667,appréciait; apprécié,appreciated
5669,opérer,operate
5670,vendu; vendus,sold
5671,chèque,check
5672,ruine,ruin
5673,méchant,nasty
5674,naît,is born
5676,ranger; range,tidy
5677,fillette,little girl
5678,saura,will know
5680,descendant,descending
5684,opère,operates
5685,grain,grain
5686,demeurer; demeurent,remain
5688,grandi,grown up
5689,bat,beats
5690,syndicats,unions
5692,rude,harsh
5693,trembler,to shiver
5694,corse,Corsica
5695,écoutait,was listening
5696,nocturne; nocturnes,nocturnal
5697,précises,precise
5699,cercles,circles
5700,configuration,configuration
5702,commettre,commit
5703,goûts,tastes
5704,injustice,injustice
5705,magistrats,magistrates
5706,guider,guide
5707,parlons,let's talk
5708,effectifs,workforce
5709,rock,rock
5710,attentivement,carefully
5711,sixième,sixth
5712,rassembler,bring together
5713,discrimination,discrimination
5714,détention,detention
5715,renforcement,reinforcement
5716,paume,palm
5719,dort,sleeping
5720,circuits,circuits
5721,densité,density
5722,vole; volé,fly
5724,serveur,waiter
5725,pan,bang
5726,triple,triple
5727,rideaux,drapes
5728,fonctionner,function
5729,tombeau,tomb
5731,favorise,favors
5733,poumons,lungs
5734,volontaires,volunteers
5735,calculer,calculate
5736,reins,kidneys
5737,combattants,fighters
5738,militants,activists
5740,engagée,committed
5741,enseignements,lessons
5742,guerrier,warrior
5743,résolu,resolved
5744,abbaye,abbey
5745,continu,continued
5749,mobilier,furniture
5750,sinistre,sinister
5751,désirait,wanted
5752,hygiène,hygiene
5753,étreinte,embrace
5754,obéir,to obey
5755,métallique; métalliques,metallic
5756,musulman; musulmane,Muslim
5759,communion,communion
5760,régnait,reigned
5761,amuser,amuse
5763,copains,friends
5765,statistique,statistical
5767,rennes,reindeer
5768,solaire,solar
5770,entités,entities
5771,fréquent; fréquente; fréquents; fréquentes,frequent
5772,épaisseur,thickness
5773,entreprendre,undertake
5774,jugements,judgments
5775,bio,organic
5776,apports,contributions
5777,inévitable,inevitable
5778,soucieux,anxious
5780,adresses,addresses
5781,réserver,reserve
5782,métaphore,metaphor
5783,verser,to pay
5784,recourir,resort
5786,sièges,seats
5787,productivité,productivity
5788,tolérance,tolerance
5789,serrant,hugging
5790,consommateur,consumer
5791,audace,audacity
5792,assassinat,assassination
5793,utilisateurs,users
5795,dépose; déposé,deposit
5796,musées,museums
5797,habitant,inhabitant
5798,valise,suitcase
5799,intermédiaires,intermediaries
5800,originalité,originality
5801,complément,complement
5802,velours,velvet
5803,suppression,deletion
5804,verbal; verbale,verbal
5805,choisie,chosen
5806,physiquement,physically
5807,protecteur,protective
5808,bouquet,bunch
5809,partielle,partial
5811,concerts,concerts
5812,instances,instances
5813,musical; musicale,musical
5814,tarif,rate
5815,mâle,male
5816,indispensables,indispensable
5817,portefeuille,wallet
5818,revers,setback
5820,croissant,increasing
5822,attribution,attribution
5824,timide,shy
5825,drapeau,flag
5826,ingrédients,ingredients
5827,existant; existants; existantes,existing
5828,adjoint,deputy
5829,clergé,clergy
5830,risquait,risked
5831,prendra,will take
5832,deviendra,will become
5833,péril,danger
5834,jaloux,jealous
5835,sanctuaire,sanctuary
5837,plonger,dip
5838,stage,traineeship
5839,battait,beat
5840,abrite,shelters
5841,rapporter,report
5842,tranche,slice
5843,enseigner,teach
5844,rites,rites
5845,signaler,report
5846,mourut,died
5847,chaleureux; chaleureuse,warm
5848,impulsion,impulse
5849,achevé; achevée; acheva,completed
5850,flots,waves
5851,sourd; sourde,deaf
5852,composants; composantes,components
5853,fausses,false
5855,varie,varied
5857,douzaine,dozen
5859,autorisé; autorise; autorisés,authorized
5860,bourgeoisie,bourgeoisie
5861,mentionné; mentionne; mentionnés,mentioned
5863,connexion,connection
5864,méfiance,mistrust
5865,spontanément,spontaneously
5866,encourager,encourage
5868,planches,boards
5871,garanties,guarantees
5872,voyager,travel
5874,confondre,to confuse
5876,isolement,isolation
5877,peintures,paintings
5878,voisinage,neighborhood
5879,idéologique; idéologiques,ideological
5880,brûler,burn
5881,trucs,stuff
5884,insuffisance,insufficiency
5885,nomination,nomination
5886,desquels; desquelles,of which
5888,prenaient,were taking
5889,bail,lease
5890,mentir,lie
5891,partagée; partageait,shared
5892,chap,hat
5894,boisson,beverage
5895,lectures,readings
5896,plongé,plunged
5897,accroître,increase
5898,reconstruction,reconstruction
5899,rapproche,close
5900,prestige,prestige
5901,comptabilité,accounting
5902,joint,seal
5903,jupe,skirt
5904,casse; cassé,broken
5905,dégoût,disgust
5906,vaisseaux,vessels
5907,colonisation,colonization
5908,repousser,repel
5909,automobile,automotive
5910,affreux,awful
5911,surprenant; surprenante,surprising
5912,asile,asylum
5913,embarras,embarrassment
5915,porteurs,porters
5916,protéines,proteins
5917,réfléchi,reflexive
5918,craignait,feared
5919,distances,distances
5921,défis,challenges
5922,privilégié; privilégiée; privilégiés,privileged
5923,fautes,faults
5925,exemplaires,copies
5926,canne,cane
5927,discrétion,discretion
5928,similaire; similaires,similar
5929,itinéraire,itinerary
5930,loups,wolves
5931,attraper,to catch
5934,tracé,trace
5935,forteresse,fortress
5936,explicitement,explicitly
5937,mineur,minor
5938,calculs,calculations
5939,bienvenue,welcome
5940,menées,carried out
5941,ramène; ramené,brings back
5942,encre,ink
5943,tribus,tribes
5944,échéant,applicable
5946,infrastructures,infrastructure
5947,job,job
5948,supériorité,superiority
5949,dialectique,dialectic
5950,équation,equation
5951,budgétaire; budgétaires,budgetary
5954,balcon,balcony
5955,pencher; penche,lean
5956,résume,abstract
5957,conceptions,designs
5958,seigneurs,lords
5959,publier; publie,publish
5960,impuissance,incapacity
5962,approbation,approval
5963,revenant,returning
5964,finalité,finality
5965,prestation,benefit
5966,baisser,to lower
5967,remplie,filled
5968,inviter,invite
5969,nœud,node
5970,refaire,remake
5972,hurla,howled
5973,énergies,energies
5974,Australie,Australia
5975,fichiers,files
5976,gants,gloves
5977,éclairer,illuminate
5978,subit,sudden
5979,générosité,generosity
5980,loisir,leisure
5981,provient,comes from
5982,citation,quote
5984,repère,landmark
5985,échecs,chess
5986,appuyé; appuyée,supported
5988,allongé,elongate
5989,complicité,complicity
5990,précipita,rushed
5991,sincèrement,sincerely
5992,ambassade,embassy
5993,intervalle,interval
5994,délicatement,delicately
5995,cendres,ashes
5996,doté,endowed
5997,échanger,swap
5998,vœux,wishes
6000,exécutif,executive
6001,évêques,bishops
6003,excuses,excuses
6005,rapporté,reported
6006,renouvellement,renewal
6007,radical; radicale,radical
6008,encadrement,framing
6009,fi,fi
6010,clément,clement
6011,sérénité,serenity
6012,poils,fur
6013,encadré,framed
6014,spécificité,specificity
6015,revenue,income
6017,successivement,successively
6018,bénéficie,benefits
6019,causer; causé,cause
6020,temporaire,temporary
6021,vaguement,vaguely
6022,portraits,portraits
6024,emploie,job
6026,posent,pose
6027,pureté,purity
6029,avènement,advent
6030,redoutable,formidable
6032,élégance,elegance
6033,libéré; libère; libérée,released
6034,mâchoire,jaw
6036,pertinence,relevance
6037,rencontra; rencontrés; rencontrée,met
6038,ressource,resource
6039,bonhomme,fellow
6040,interprète,interpreter
6042,créancier,creditor
6043,thérapie,therapy
6045,considèrent,consider
6047,dormi,slept
6048,quantités,quantities
6049,justification,justification
6051,virus,virus
6053,plomb,lead
6054,validité,validity
6055,expositions,exhibitions
6056,majeurs,adults
6057,brume,haze
6060,croiser; croise; croisé,cross
6061,dates,dates
6062,hébergement,accommodation
6063,artisans,artisans
6064,épuisé; épuisée,exhausted
6066,demeurait; demeura,remained
6067,résurrection,resurrection
6068,serviteurs,servants
6069,saluer,greet
6071,surprendre,surprise
6073,songer,think
6075,hormis,except
6076,provisions,groceries
6077,communications,communications
6078,indiquant,indicating
6081,ponts,bridges
6083,élevage,breeding
6085,détriment,detriment
6086,incontournable,unavoidable
6088,amende,fine
6089,saisons,seasons
6090,ment,is lying
6091,dépassé,outmoded
6092,reprenant,resuming
6093,pleurs,tears
6095,répertoire,directory
6098,cerf,stag
6099,accroissement,increase
6100,chevaliers,knights
6101,polonais,polish
6102,déclin,decline
6103,design,design
6104,attribuer,attribute
6106,directions,directions
6107,dan,dan
6109,amours,loves
6110,sergent,sergeant
6111,chimiques,chemicals
6112,amiral,admiral
6113,agression,assault
6114,reproduire,reproduce
6117,contenait; contenue,contained
6118,vols,flights
6119,éteint,off
6120,bonnet,cap
6121,précède,precedes
6122,isolé; isolée; isolés,isolated
6123,amertume,bitterness
6124,rappelant,reminding
6125,échantillon,sample
6126,viendrait,would come
6127,titulaire,incumbent
6128,dresser,to draw up
6129,ennuis,trouble
6130,béton,concrete
6132,éprouvé,proven
6133,chêne,oak
6134,signifier,mean
6135,réclame,claims
6136,envahit,invades
6137,marais,swamp
6138,défunt,deceased
6139,souriait,was smiling
6140,consensus,consensus
6142,réunit,brings together
6143,imposition,taxation
6145,insectes,insects
6146,admirable,admirable
6147,étrangement,strangely
6148,affecté; affecte; affectés,affected
6150,parquet,wooden floor
6151,brusque,sudden
6152,âgée,old
6153,solde,balance
6154,lis,lily
6155,appuya,pressed
6156,violation,breach
6157,illusions,illusions
6158,ressemblance,resemblance
6160,poil,hair
6161,amont,upstream
6162,résultant,resulting
6163,allées,aisles
6164,fronça,frowned
6166,bronze,bronze
6167,pardonner,to forgive
6168,installations,facilities
6169,banlieue,suburb
6171,hurler,to yell
6172,navigation,navigation
6173,significatif; significative,significant
6174,roues,wheels
6176,tendent,tend
6177,aboutir,lead
6178,couru; courut,ran
6180,fatiguée,tired
6181,impérial; impériale,imperial
6182,assises,sitting
6183,boissons,drinks
6184,bourg,town
6186,concile,council
6187,typique,typical
6188,débit,debit
6189,épargne,saving
6190,observateur,observer
6192,détourna,diverted
6193,comique,comical
6196,socialistes,socialists
6197,syndicat,union
6198,cachait,was hiding
6199,valable,valid
6200,poursuivi,for follow-up
6201,commerçants,tradespeople
6202,mystères,mysteries
6203,sincérité,sincerity
6204,fournisseurs,suppliers
6205,déposa,deposited
6207,faille,fault
6208,constituant,component
6209,fabriquer,manufacture
6210,calendrier,calendar
6211,investir,invest
6212,fouet,whip
6213,irai,will go
6214,inventé,invented
6215,recueillir,collect
6216,spécialité,speciality
6217,végétation,vegetation
6218,malin,clever
6219,apprêtait,was preparing
6220,intimes,intimate
6221,dépense,spent
6222,ressentait,felt
6225,inventer,invent
6226,ADN,DNA
6227,sanglots,sobs
6229,gain,gain
6231,classement,ranking
6232,spécialités,specialties
6233,chic,chic
6235,baptême,baptism
6236,projection,projection
6237,révolutionnaires,revolutionaries
6238,divinité,divinity
6239,animé,animated
6240,métropole,metropolis
6241,roux,ginger
6242,actionnaires,shareholders
6245,fraction,fraction
6246,injuste,unfair
6247,conformité,compliance
6248,pêcheurs,fishermen
6250,penchant; penché; penchée,leaning
6251,garage,garage
6252,casque,helmet
6253,contenta,satisfied
6255,brut,raw
6256,accueilli,welcomed
6257,merveilleuse,wonderful
6258,détendre,loosen
6259,fonctionnaire,official
6260,plumes,feathers
6261,négocier,to negotiate
6262,fermes,farms
6263,intégré; intègre; intégrée,integrated
6267,manager,manager
6268,utilisateur,user
6269,ballon,ball
6270,infra,below
6271,souple,soft
6272,approchait,was approaching
6273,préoccupation,concern
6274,amants,lovers
6276,quinzaine,fortnight
6277,tarder,delay
6278,robes,dresses
6280,roue,wheel
6281,logements,housing
6282,trésors,treasures
6284,ail,garlic
6285,invasion,invasion
6286,arrêtés,arrested
6287,migrants,immigrants
6288,arrêts,stops
6289,canons,cannons
6291,carbone,carbon
6292,grains,grains
6293,matrice,matrix
6295,successifs; successives,successive
6296,parlaient,were talking
6297,habit,dress
6298,chats,cats
6300,caresses,caresses
6301,éclairé; éclaire; éclairée,enlightened
6302,sire,sire
6305,âgés,aged
6306,ressent,feels
6307,Athènes,Athens
6310,boucles,loops
6313,cuisse,thigh
6314,précoce,early
6315,emprunter,to borrow
6316,caisses,crates
6317,municipal,municipal
6319,indifférent,indifferent
6320,commander; commandé,order
6321,âges,ages
6322,dégage; dégagé,clear
6323,dresse; dressé,trained
6324,tranquillité,tranquility
6325,gentiment,kindly
6326,collections,collections
6327,city,city
6328,battu,beaten
6330,assemblées,assemblies
6331,contentieux,litigation
6332,aires,areas
6334,endormir,fall asleep
6335,éclater,to burst
6336,séduire,seduce
6338,bombe,bomb
6339,tache,stain
6340,fédéral; fédérale,federal
6341,mousse,mousse
6344,disciplines,disciplines
6345,chasseur,hunter
6346,venger,revenge
6347,coutumes,customs
6348,élites,elites
6349,grandir,growing up
6350,taxes,taxes
6351,criminel; criminelle,criminal
6352,cavaliers,riders
6353,livraison,delivery
6354,contradictoire; contradictoires,contradictory
6355,berger,shepherd
6356,visiteur,visitor
6357,aigu; aiguë,acute
6358,ego,ego
6359,remords,remorse
6361,cabane,hut
6362,manuscrits,manuscripts
6363,recommencer,restart
6364,sonne,rings
6365,socialisme,socialism
6367,permit,permitted
6368,aveu,confession
6370,indépendamment,independently
6371,ouvertement,openly
6373,idem,same
6374,différemment,differently
6376,vache,cow
6377,initiation,initiation
6378,rétablir,to re-establish
6379,recommandé; recommande; recommandée,recommended
6380,statues,statues
6381,globalement,globally
6382,corriger,to correct
6384,répondant,answering
6385,rumeur,rumor
6386,comporter,include
6388,gage,pledge
6389,ignorant,ignorant
6390,soulever,raise
6391,drap,sheet
6392,afficher,to display
6396,brûlant; brûlante,burning
6397,intégrité,integrity
6398,partenariat,partnership
6401,gardiens,guardians
6402,initialement,initially
6403,fixant,laying down
6404,largeur,lenght
6405,tunnel,tunnel
6407,formel; formelle,formal
6408,rauque,hoarse
6409,tube,tube
6410,sentiers,trails
6411,hectares,hectares
6412,formant,forming
6414,vérités,truths
6415,marchant,walking
6416,affirmé; affirma; affirmait,affirmed
6418,nostalgie,nostalgia
6419,associer,associate
6420,parenté,kinship
6421,détenus,inmates
6423,rédigé,written
6424,extraits,extracts
6425,descendants,descendants
6426,perles,pearls
6427,obscur; obscure,obscure
6428,effroi,dread
6429,logiciel; logiciels,software
6430,adressant,addressing
6432,susciter,to stimulate
6434,délire,delirium
6435,assiettes,plates
6436,figurer; figurent,figure
6437,apparences,appearances
6438,contours,outlines
6439,sauvegarde,backup
6440,tonnerre,thunder
6441,planification,planning
6443,déterminant,determining
6444,créant,creating
6445,conduites,pipes
6446,collier,necklace
6447,renvoyer,send back
6448,convenu,agreed
6449,tombent,fall
6451,listes,lists
6452,irait,would go
6455,tutelle,guardianship
6456,incapables,incapable
6457,séminaire,seminar
6458,réflexe,reflex
6459,habitat,habitat
6460,mêle,mixes
6461,fantastique,fantastic
6463,hostile; hostiles,hostile
6464,rapidité,speed
6465,appréhender,apprehend
6466,cruel; cruelle,cruel
6467,suscite,arouses
6469,artillerie,artillery
6471,entrepreneur,entrepreneur
6472,cure,priest
6473,nettoyer,to clean
6475,licence,licence
6476,cavalier,rider
6479,força; forcée,forced
6480,soyons,let's be
6481,exceptions,exceptions
6482,bars,bars
6484,portugais,Portuguese
6485,jury,jury
6486,nullité,nullity
6488,oxygène,oxygen
6489,tentant,tempting
6490,nouveauté,novelty
6491,automatiquement,automatically
6492,couloirs,corridors
6493,préférait,preferred
6494,retentit,sounds
6495,notons; noté; notez,note
6497,attacher,to attach
6498,casser,to break
6499,appréhension,apprehension
6500,odeurs,smells
6501,chevet,bedside
6502,admet,admits
6504,foutre,fuck
6505,condamnés; condamnée,condemned
6506,magistrat,magistrate
6507,suites,sequels
6508,particules,particles
6509,matelas,mattress
6510,traîner,hang out
6511,fibres,fibers
6512,planté,plant
6514,mers,seas
6515,commode,convenient
6516,arrestation,arrest
6517,dégâts,damage
6518,breton,Breton
6519,directeurs,directors
6520,sommaire,summary
6521,situer,locate
6522,extrêmes,extremes
6523,cloche,bell
6524,gravement,seriously
6525,passif; passive,passive
