external_id,front_text,back_text
2157,refus,refusal
2158,écrivain,writer
2159,envoyer; envoie,send
2161,mardi,Tuesday
2162,télévision,television
2164,apparence,appearance
2165,scolaire; scolaires,school
2166,malheur,misfortune
2167,allais,was going
2170,proposer,to propose
2171,Noël,Christmas
2172,rarement,rarely
2173,jaune; jaunes,yellow
2174,spécifique; spécifiques,specific
2175,dépend,depends
2176,tranquille,calm
2177,artistes,artists
2179,poésie,poetry
2180,écrits,writings
2181,traces,tracks
2182,définir,define
2183,oiseaux,birds
2184,fixe; fixes,fixed
2185,choc,shock
2186,del,of the
2188,vigueur,vigor
2190,véhicule,vehicle
2191,chinois; chinoise,Chinese
2192,parlement,parliament
2193,allée,aisle
2194,autonomie,autonomy
2195,décrire; décrit,describe
2196,installer,install
2197,miroir,mirror
2198,maîtresse,mistress
2199,essence,essence
2200,douceur,candy
2201,maîtres,masters
2202,dépit,spite
2203,déterminer,determine
2204,distinction,distinction
2205,vallée,valley
2206,causes,causes
2207,resté,rest
2208,chemise,shirt
2209,ost,host
2210,attends,hold on
2211,inconnu; inconnue; inconnus; inconnues,unknown
2212,menu,menu
2213,radio,radio
2214,boutique,shop
2215,qualités,qualities
2216,mener,carry out
2217,sucre,sugar
2218,apparemment,apparently
2219,quasi,almost
2220,cabinet,cabinet
2221,tendre; tendres,tender
2223,satisfaction,satisfaction
2224,reconnu; reconnut; reconnue; reconnus; reconnaissait,recognized
2225,montagnes,mountains
2226,mélange,mixed
2227,travailleurs,workers
2229,atmosphère,atmosphere
2230,programmes,programs
2231,financier; financière; financiers; financières,financial
2232,nécessairement,necessarily
2233,diversité,diversity
2234,éthique,ethics
2235,frontière,border
2237,tendit,held out
2238,meilleurs; meilleures,best
2239,département,department
2240,obligations,obligations
2241,indispensable,essential
2242,retrouvé; retrouvée; retrouvés; retrouvait; retrouva,found
2243,désert,desert
2244,saisit,seizes
2245,descendre,to come down
2246,prière,pray
2247,entendit; entendait; entendue; entendis; entendus; entendais,heard
2248,constater,to certify
2249,extrêmement,extremely
2250,assure,ensures
2251,avion,plane
2252,convaincre,convince
2253,officier,officer
2254,distinguer; distinguent,distinguish
2256,aimerais,would like to
2257,chrétiens,Christians
2258,comportements,behaviours
2259,sortes,kinds
2260,séance,session
2261,ambiance,vibe
2262,évident; évidente,obvious
2263,sœurs,sisters
2264,officiers,officers
2265,commandant,commanding officer
2266,dangereux; dangereuse; dangereuses,dangerous
2267,acquis; acquise; acquises,acquired
2269,génie,genius
2271,province,province
2272,viande,meat
2273,tend,tends
2274,apparaître; apparaissent,appear
2275,charges,fillers
2276,tort,wrong
2277,description,description
2278,tantôt,sometimes
2279,disparaître,vanish
2280,entends; entendent; entendez,hear
2281,via,via
2282,urgence,emergency
2283,outil,tool
2284,médecins,doctors
2285,liée,bound
2286,sien; sienne; siens; siennes,his
2287,servi; servait; servit; servis,served
2288,représentations,representations
2289,inquiéter; inquiète,worry
2291,commissaire,commissioner
2292,prêtre,priest
2293,appui,support
2294,trait,trait
2295,tenant,holding
2296,maîtrise,mastery
2297,actuellement,currently
2298,ouvriers,workers
2299,actuel; actuelle; actuels; actuelles,current
2300,souhaite; souhaité; souhaitez; souhaitent,wish
2301,identifier,identify
2302,obligé,obligatory
2303,libération,release
2304,mystère,mystery
2305,plantes,plants
2306,folie,madness
2307,dollars,dollars
2308,tante,aunt
2310,ange,angel
2311,trouble,trouble
2312,perception,perception
2313,sachant,knowing
2314,journaux,newspapers
2315,alcool,alcohol
2317,sorti,got out
2318,arabe,Arab
2319,surveillance,surveillance
2320,pardon,sorry
2322,commençait,was beginning
2324,cellules,cells
2325,mises,wagers
2326,abri,shelter
2327,digne; dignes,worthy
2328,alliance,alliance
2329,établi; établie; établis; établies,established
2332,commande,ordered
2334,décret,decree
2335,scientifiques,scientists
2336,direct; directe; directs,direct
2337,doctrine,doctrine
2338,morceau,piece
2340,dedans,inside
2342,tournant,turning
2343,séparation,separation
2344,associations,associations
2345,inscrit; inscrits; inscrite,registered
2347,étoiles,stars
2348,fleuve,river
2349,initiative,initiative
2350,curiosité,curiosity
2352,monte; monté,mounted
2353,poussa; poussé,pushed
2354,remise,delivery
2355,concours,competition
2356,réduction,reduction
2358,culturel; culturelle; culturels; culturelles,cultural
2359,retard,delay
2360,signification,meaning
2361,suisse; suisses,Swiss
2363,mademoiselle,miss
2364,progressivement,gradually
2365,investissement,investment
2366,médias,media
2368,pareil; pareille,the same
2369,russe; russes,Russian
2370,coopération,cooperation
2373,refuse,denied
2374,sagesse,wisdom
2376,bonjour,hello
2377,sel,salt
2378,récemment,recently
2379,royal; royale,royal
2380,films,movies
2381,circulation,traffic
2382,promis; promit; promise,promised
2383,capacités,abilities
2384,adultes,adults
2385,Canada,Canada
2386,poisson,fish
2387,fins,purposes
2388,pousse; poussent,grow
2389,divin; divine,divine
2390,empêche; empêché,stop
2391,voies,lanes
2393,couvert; couverts; couverte; couvertes,covered
2394,immeuble,building
2395,fenêtres,windows
2396,réalisé; réalisée; réalise; réalisés; réalisées,realized
2397,accent,accent
2398,liées,linked
2399,commis,clerk
2400,quête,quest
2401,fruit,fruit
2402,moteur,engine
2404,améliorer,to improve
2405,longueur,length
2406,portrait,portrait
2407,ressemble,looks like
2408,familial; familiale; familiaux; familiales,family
2409,bouteille,bottle
2410,venaient,were coming
2412,distribution,distribution
2413,firent; fis,did
2414,reprend,resumes
2415,organiser,arrange
2416,modes,fashions
2417,disparition,disappearance
2418,quatrième,fourth
2419,implique; impliqué; impliqués,involved
2420,pape,pope
2421,conférence,conference
2422,voyons,let's see
2423,modalités,terms
2424,parut,appeared
2425,continua; continuait; continuaient,continued
2426,der,last
2427,extraordinaire; extraordinaires,extraordinary
2428,essayé; essaya,tried
2429,atteinte,achievement
2430,revint; revenait,came back
2432,van,van
2434,malheureux,unfortunate
2435,frontières,borders
2437,tours,towers
2439,placé,square
2441,révèle; révélé,revealed
2442,mettant,putting
2443,contient,contains
2444,coupable; coupables,guilty
2445,bain,bath
2446,cycle,cycle
2447,souriant,smiling
2448,suivantes,following
2449,voisins; voisines,neighbors
2450,contrats,contracts
2451,essai,test
2452,traiter,treat
2453,civilisation,civilization
2454,différences,differences
2456,curieux; curieuse,curious
2457,tourisme,tourism
2458,retourne; retourné,return
2459,ordinateur,computer
2460,princesse,princess
2461,maximum,maximum
2462,observe; observa; observé; observait; observée,observed
2464,cliquez,click
2465,témoin,witness
2466,tenté,tent
2467,accepte; accepté; accepta; acceptée; acceptés,accepted
2468,composé; compose,compound
2469,accompagner,to accompany
2470,avancer,to advance
2471,tire; tiré; tirés,drawn
2472,dispositif,device
2473,réception,reception
2474,dirigeants,leaders
2475,institut,institute
2476,avantages,advantages
2477,bains,baths
2478,trou,hole
2479,inspiration,inspiration
2481,collègues,colleagues
2482,agence,agency
2483,horreur,horror
2484,soutenir,sustain
2485,communautés,communities
2486,fondée; fondées,founded
2487,sacré; sacrée,sacred
2491,piste,track
2492,stade,stadium
2493,clinique,clinical
2494,solutions,solutions
2495,sage; sages,wise
2496,atelier,workshop
2497,richesse,wealth
2498,respecter; respecte,respect
2499,composition,composition
2501,termine; terminé,ended
2503,exercer; exercent,exercise
2504,relever,raise
2505,bilan,balance sheet
2506,transfert,transfer
2507,désigne,means
2508,agriculture,agriculture
2510,étendue,extent
2511,maladies,diseases
2512,domicile,residence
2515,former; forment; formé,form
2516,sport,sport
2517,publication,publication
2518,division,division
2519,abbé,abbe
2520,planète,planet
2521,parvenir,to arrive at
2522,centaines,hundreds
2523,clés; clefs,keys
2524,architecture,architecture
2525,participer,to participate
2526,nuits,nights
2527,figures,figures
2528,fidèle; fidèles,faithful
2529,Orient,east
2530,couche,layer
2532,résoudre,solve
2533,vif,vivid
2534,queue,tail
2535,quelconque,any
2536,symbolique; symboliques,symbolic
2537,calcul,calculation
2538,monnaie,change
2539,feuille,sheet
2540,affirme,affirms
2541,chrétien; chrétienne; chrétiennes,Christian
2542,duquel,from which
2543,phénomènes,phenomena
2544,présenté; présentent,present
2545,avenue,avenue
2546,chat; chatte,cat
2547,rendit; rendait; rendaient,returned
2548,cultures,cultures
2550,obscurité,darkness
2551,gardes,guards
2552,réputation,reputation
2553,température,temperature
2556,enjeux,challenges
2557,sauvage,savage
2558,conserver,keep
2559,répliqua,replied
2560,rois,kings
2562,culte,worship
2563,instrument,instrument
2564,prévenir,prevent
2565,employés,employees
2566,juger,judge
2567,plateau,plateau
2568,voitures,cars
2569,glisser,slide
2570,gérer,to manage
2571,imposer; imposent,impose
2572,destinée,destiny
2574,sec; secs,dry
2575,baisse,decrease
2576,visible; visibles,visible
2577,prêts,loans
2578,chiens,dogs
2579,lancer,throw
2581,imaginaire; imaginaires,imaginary
2582,fine; fines,fine
2583,marin; marine,marine
2585,obtenu; obtenue; obtenus,obtained
2586,lumières,lights
2587,étapes,steps
2588,océan,ocean
2590,critiques,reviews
2591,toile,cloth
2592,Bretagne,Brittany
2593,drôle,funny
2594,comparaison,comparison
2595,vierge,virgin
2596,résolution,resolution
2597,décider; décident,decide
2598,préfère,favorite
2599,paiement,payment
2600,flux,flow
2601,secrets,secrets
2602,rage,rage
2603,islam,Islam
2604,budget,budget
2605,approcha,approached
2606,secoua,shook
2607,épée,sword
2608,enceinte,pregnant
2609,noter,to note
2611,installe; installé; installée; installés; installa,installed
2612,solitude,solitude
2613,lieutenant,lieutenant
2614,réussite,success
2615,collège,middle School
2616,hélas,alas
2617,fournir; fournissent,provide
2618,pleurer; pleure; pleuré,cry
2621,net; nette,net
2622,vendre,sale
2624,entra; entrait; entrés; entrèrent,entered
2625,autrui,other
2626,quoique,though
2627,minimum,minimum
2628,intéresse; intéressé; intéressée; intéressés; intéressait,interested
2629,voisin,neighbour
2630,motif,pattern
2631,soupir,sigh
2632,intermédiaire,intermediate
2633,engager,engage
2634,prochain; prochaine; prochaines,next
2635,morceaux,parts
2637,durable,sustainable
2638,finance; finances,finance
2640,folle,crazy woman
2641,reçoit,receives
2642,lourd; lourde; lourds; lourdes,heavy
2643,autorisation,permission
2644,fatigue,fatigue
2645,instruments,instruments
2647,toit,roof
2648,précieux; précieuse; précieuses,precious
2649,possibilités,possibilities
2650,cuir,leather
2651,marches,steps
2652,précédent; précédents; précédentes,previous
2653,inquiétude,worry
2654,remarqué; remarqua,noticed
2655,cessé; cessa; cessait,ceased
2656,allant,going
2657,représentants,representatives
2658,appliquer,to apply
2661,légumes,vegetables
2663,îles,he is
2664,numérique; numériques,digital
2665,quartiers,neighborhoods
2666,possession,possession
2669,fameux; fameuse,famous
2670,discuter,discuss
2671,origines,origins
2672,procédures,procedures
2673,comporte,includes
2674,respiration,breathing
2675,maire,mayor
2676,financement,funding
2677,témoignage,testimony
2678,parlant,speaking
2679,villages,villages
2680,ignorer; ignore,ignore
2681,absolu; absolue,absolute
2682,pêche,sin
2684,territoires,territories
2685,actif,asset
2686,éclat,glow
2687,généraux,generals
2688,organisme,organization
2689,chiffres,figures
2692,tâches; taches,tasks
2693,tentative,attempt
2694,intensité,intensity
2695,pâle,pale
2696,distingue,distinct
2697,voile,sail
2699,élections,elections
2700,pitié,pity
2701,mettait,was putting
2702,quart,quarter
2703,foyer,foyer
2706,attendu; attendue,expected
2707,luxe,luxury
2710,soupe,soup
2714,religieuses,nuns
2715,mémoires,briefs
2716,cria; criait,shouted
2717,liquide,liquid
2719,tissu,tissue
2720,chanson,song
2721,tristesse,sadness
2722,colonel,colonel
2723,tableaux,paintings
2724,Bruxelles,Brussels
2725,associés,associates
2726,apporte; apporté; apportée; apportait; apporta,brought
2727,fondé; fonde,based
2728,orientation,orientation
2729,chevalier,knight
2731,portable,portable
2735,nu; nue; nues,naked
2736,décès,death
2737,conseiller; conseille,advise
2738,Algérie,Algeria
2739,compagnons,companions
2740,remis,handed over
2741,verbe,verb
2742,diffusion,diffusion
2743,renseignement; renseignements,information
2744,branches,branches
2745,abandonner,to abandon
2746,fleur,flower
2747,faculté,faculty
2748,vins,wines
2749,accompagne; accompagné; accompagnée; accompagnés; accompagnait,accompanied
2750,centres,centers
2751,accéder,to access
2753,dimensions,dimensions
2754,suprême,supreme
2755,crée,creates
2756,assistance,assistance
2757,exigences,requirements
2758,souffrir; souffrent,suffer
2759,chant,singing
2760,transformer; transforme,transform
2761,achat,purchase
2762,milliards,billion
2763,cellule,cell
2764,enseignants,teachers
2765,pousser,to push
2766,voyages,trips
2767,crâne,skull
2768,reprise,reprise
2769,solide; solides,solid
2770,tables,tables
2771,facteur,factor
2775,soldat,soldier
2776,coûts,costs
2777,allure,pace
2779,destination,destination
2781,venant,from
2782,intime,respondent
2783,couteau,knife
2784,poussière,dust
2785,intense; intenses,intense
2786,aperçut,caught sight
2787,visiter,to visit
2788,bière,beer
2789,climat,climate
2790,romain; romaine,Roman
2791,définitivement,definitively
2792,talent; talents,talent
2793,Inde,India
2794,volontiers,gladly
2795,papiers,papers
2796,étudier,to study
2798,merde,shit
2799,juges,judges
2800,enfer,hell
2802,désolé; désolée,sorry
2803,magasin,store
2804,erreurs,errors
2805,manteau,coat
2806,latin; latine,Latin
2807,muscles,muscles
2808,with,with
2809,plafond,ceiling
2810,quelquefois,sometimes
2811,fuite,leak
2812,bâtiments,buildings
2813,jette,throws
2814,excès,excess
2816,constitué; constitués; constituait,constituted
2817,chapeau,hat
2819,journaliste,journalist
2820,placer,to place
2821,marqué,mark
2822,chiffre,figure
2823,certitude,certainty
2825,solidarité,solidarity
2826,disponible; disponibles,available
2827,visiblement,visibly
2829,profondeur,depth
2830,vagues,waves
2831,herbe,grass
2832,stratégies,strategies
2833,difficiles,difficult
2834,final; finale,final
2835,levant,Levant
2836,impôt,tax
2837,poissons,Pisces
2838,hautes,tall
2839,particuliers,individuals
2840,associe; associé; associée; associées,associated
2841,station,station
2842,philosophe,philosopher
2843,diagnostic,diagnostic
2844,embrasser,embrace
2845,contribution,contribution
2846,innovation,innovation
2847,loup,wolf
2848,serra,tightened
2849,race,breed
2850,démocratique; démocratiques,democratic
2852,compagnon; compagne,companion
2853,intellectuel; intellectuelle; intellectuelles,intellectual
2854,propositions,proposals
2856,chaussures,shoes
2857,savons,soaps
2858,magie,magic
2859,guerres,wars
2860,supporter; supporte,support
2861,semblable; semblables,similar
2862,motifs,patterns
2863,phrases,sentences
2864,logement,lodging
2865,entraîne,leads
2867,transmission,transmission
2868,tas,heap
2869,illusion,illusion
2871,chemins,paths
2873,profession,occupation
2874,discipline,discipline
2875,endroits,locations
2876,admettre,admit
2877,désespoir,despair
2878,récits,stories
2879,garantie,guarantee
2880,armées,armies
2881,contente,satisfied
2883,vain,vain
2884,gars,guys
2885,intervenir,to intervene
2886,justifier,justify
2887,paradis,heaven
2888,symbole,symbol
2889,cherchait,was looking for
2890,affirmer,to affirm
2891,faiblesse,weakness
2892,expliqua; expliquait,explained
2893,attirer,to attract
2894,fumée,smoke
2895,décor,decor
2896,pantalon,trousers
2897,col,collar
2898,contraintes,constraints
2899,excellent; excellente; excellents,excellent
2901,gratuit; gratuite,free
2902,active,active
2903,messieurs,gentlemen
2904,écho,echo
2907,dette,debt
2908,succession,succession
2909,auto,car
2910,correspondance,correspondence
2911,performance; performances,performance
2912,crim,crime
2913,contrôler,control
2914,effectuer,perform
2916,cache; caché; cachée; cachés,hidden
2917,universel; universelle,universal
2918,dommage,shame
2919,préféré; préfèrent,prefer
2921,promesse,promise
2922,enthousiasme,enthusiasm
2923,camarades,comrades
2924,concentration,concentration
2925,têtes,heads
2926,salaire,salary
2927,hauts,tops
2928,détermination,determination
2929,totalité,totality
2930,souris,mouse
2931,résidence,residence
2932,débats,debates
2933,résulte,results
2934,employé; employée,employee
2935,traditionnel; traditionnelle; traditionnels; traditionnelles,traditional
2936,esthétique,aesthetic
2937,menton,chin
2938,chercheurs,researchers
2939,remplir,to fill
2940,restauration,restoration
2941,accueillir; accueille,welcome
2942,silhouette,silhouette
2945,jus,juice
2946,visites,visits
2947,remonter,go back up
2948,générations,generations
2949,propriétés,properties
2950,trajet,route
2951,crème,cream
2952,hein,eh
2953,chocolat,chocolate
2954,grec; grecque,Greek
2955,sélection,selection
2956,vice,vice
2957,jeudi,Thursday
2958,évoque; évoqué; évoquée,evoked
2960,terreur,terror
2962,lycée,high school
2963,dessin,drawing
2964,nettement,clearly
2965,dignité,dignity
2966,correspondant,corresponding
2967,renvoie,returns
2968,retirer,remove
2969,interroger,interrogate
2970,truc,thing
2971,pause,pause
2972,manières,manners
2973,Asie,Asia
2974,vivement,strongly
2975,ressemblait; ressemblaient,looked like
2976,affection,affection
2978,approcher,approach
2979,dizaine,ten
2981,occupé; occupée; occupés,busy
2982,réflexions,thoughts
2983,adaptation,adaptation
2984,potentiel; potentiels,potential
2985,meurtre,murder
2986,vise,aims
2987,poursuit,continues
2988,mœurs,manners
2989,lueur,glow
2990,héritage,legacy
2991,navire,vessel
2993,pauvreté,poverty
2994,tapis,carpet
2995,poursuivit,went on
2996,âmes,souls
2998,promotion,promotion
2999,noble,noble
3000,jurisprudence,jurisprudence
3001,accomplir,accomplish
3002,évêque,bishop
3003,congrès,Congress
3004,creux,hollow
3005,musulmans,Muslims
3006,préciser,to specify
3007,hâte,hurry
3008,confusion,confusion
3009,témoins,witnesses
3010,trésor,treasure
3011,manifestations,demonstrations
3012,rejoint; rejoignit,joined
3013,existait,existed
3014,gouverneur,governor
3015,canapé,sofa
3016,amant,lover
3017,esclaves,slaves
3018,chances,odds
3020,mécanismes,mechanisms
3022,canal,channel
3023,superbe,stunning
3024,vote; voter,vote
3025,aube,dawn
3026,Belgique,Belgium
3028,représenter; représentent,represent
3029,maintien,maintenance
3030,blesser; blessé,hurt
3031,situe,situates
3032,content,happy
3033,modifier,edit
3034,romans,novels
3035,soupira,sighed
3036,fuir,to run away
3037,liaison,connection
3038,pencha,bent over
3039,pères,fathers
3040,consacré; consacrée; consacrés; consacrées,consecrated
3041,conviction,conviction
3042,égal; égale; égaux; égales,equal
3043,super,great
3044,fiche,form
3045,ailes,wings
3047,précédente,former
3048,collaboration,collaboration
3049,prouver,prove
3050,constate,notice
3051,nuages,clouds
3052,refuser,to refuse
3053,tombée,fallen
3055,demandes,requests
3056,souverain; souveraine,sovereign
3057,missions,assignments
3058,fier; fière,proud
3059,synthèse,synthesis
3061,management,management
3062,invisible; invisibles,invisible
3063,partenaires,partners
3064,amélioration,improvement
3065,condamne; condamné,sentenced
3066,traverser,to cross
3068,Égypte,Egypt
3069,paru,published
3070,pleinement,fully
3072,poème,poem
3073,identification,identification
3074,con,con
3075,ministres,ministers
3077,britannique; britanniques,British
3078,cadres,frames
3079,juif; juive,Jewish
3080,automne,fall
3081,exclama,exclaimed
3083,récupérer,retrieve
3084,hocha,nodded
3085,parfum,scent
3086,immobile,motionless
3088,colonne,column
3089,arc,bow
3090,instance,instance
3091,classiques,classics
3092,acteur,actor
3093,souligne,highlighted
3094,acquisition,acquisition
3095,peintre,painter
3096,majeur; majeure,major
3097,italien; italienne; italiens,Italian
3099,parking,car park
3100,ménage,housework
3101,substance,substance
3102,destruction,destruction
3103,prisonniers,prisoners
3104,organes,organs
3105,marques,brands
3106,devenait,was becoming
3107,graves,serious
3108,comprenait; comprise,included
3109,susceptible; susceptibles,likely
3110,oiseau,bird
3112,post,post
3113,prétexte,pretext
3114,infini; infinie,infinite
3115,précision,precision
3116,prononcer; prononce,pronounce
3117,bouger,to move
3118,favorable; favorables,favorable
3119,occupation,occupation
3120,cérémonie,ceremony
3121,psychologie,psychology
3123,paysans,peasants
3124,considérable; considérables,considerable
3125,mène; mené; menait,led
3126,commercial; commerciale; commerciaux; commerciales,commercial
3127,stress,stress
3128,caractères,characters
3129,longuement,at length
3130,salarié,employee
3131,places,squares
3132,gré,willing
3133,oublie; oubliez,forget
3134,électrique; électriques,electric
3135,jambe,leg
3136,devra; devront,will have to
3137,prénom,first name
3138,web,website
3139,employeur,employer
3140,administrative,administration
3141,résister; résiste,resist
3143,joli,attractive
3144,global; globale,overall
3145,misère,misery
3147,visant; visée,aiming
3148,invités,guests
3149,défi,challenge
3150,éloigner,remove
3151,sentais,Smelt
3152,montée,climb
3153,proprement,properly
3154,bloc,block
3156,évaluer,assess
3158,fixer,to stare
3159,commentaire,comment
3161,extension,extension
3162,entraîner,train
3163,satisfaire; satisfait; satisfaite,satisfied
3164,jeté,thrown
3165,bassin,bowl
3166,ridicule,ridiculous
3167,remarquable,outstanding
3168,couper,to cut
3169,observations,comments
3170,gagne; gagné; gagna,won
3171,réactions,reactions
3172,routes,roads
3173,tira; tirée,pulled
3174,minuit,midnight
3175,biais,bias
3176,réussir,to succeed
3177,las,the ace
3178,tendresse,tenderness
3181,continent,continent
3183,assuré,insured
3184,incroyable,unbelievable
3185,légitime,legit
3186,désirs,desires
3187,salles,halls
3188,hall,lobby
3189,agricole; agricoles,agricultural
3190,domination,domination
3192,procédé,process
3193,mépris,contempt
3194,mécanisme,mechanism
3195,habitudes,habits
3196,inspecteur,inspector
3197,lancé,spear
3198,accorder,to agree
3199,transports,transport
3200,grandeur,greatness
3201,unités,units
3202,mandat,mandate
3204,naître,be born
3205,ordonnance,arrangement
3206,préalable,prior
3207,philosophique; philosophiques,philosophical
3208,individuel; individuelle; individuels; individuelles,individual
3209,fixé; fixés; fixée; fixées; fixa,fixed
3210,positif; positive; positifs; positives,positive
3211,masque,mask
3212,emplois,jobs
3213,permanence,permanence
3214,alimentation,feed
3215,due; dues,due
3216,arguments,arguments
3217,piscine,swimming pool
3218,chagrin,sorrow
3219,répartition,division
3220,branche,plugged
3222,espérance,hope
3223,drame,drama
3226,banques,banks
3228,élaboration,elaboration
3229,patience,patience
3230,confort,comfort
3231,positions,positions
3234,assiette,plate
3235,problématique,problem
3237,refusé; refusent,refuse
3238,traite,treaty
3239,dames,ladies
3240,fêtes,holidays
3241,jadis,once
3242,probable,likely
3243,administratif; administratifs; administratives,administrative
3244,apprécier,enjoy
3245,organismes,organisms
3246,églises,churches
3247,semblant,pretend
3248,cadeau,present
3249,conclut,concludes
3250,pratiquement,practically
3251,convaincu; convaincue; convaincus,convinced
3252,estomac,stomach
3254,sensibilité,sensitivity
3256,mont,mountain
3257,primaire; primaires,primary
3259,fondement,foundation
3260,bizarre,weird
3261,organise; organisé; organisée; organisés; organisées,organized
3262,manquait,lacked
3264,dizaines,tens
3265,chapelle,chapel
3266,contrainte,constraint
3267,académie,academy
3268,définit,defines
3269,lunettes,eyeglasses
3270,option,option
3271,cap,heading
3272,spécial; spéciale; spéciales,special
3273,abandonne; abandonné; abandonnée; abandonnés,abandoned
3275,africain; africaine; africains; africaines,African
3276,dirige; dirigea; dirigé; dirigée; dirigeait,directed
3277,libérer,release
3278,concepts,concepts
3279,répéter; répéta,repeat
3280,constamment,constantly
3281,assister,to assist
3282,secondaire; secondaires,secondary
3283,statue,statue
3285,visages,faces
3286,offert,free
3287,variable,variable
3289,sociologie,sociology
3290,recettes,receipts
3291,ultime,ultimate
3293,merveilleux,marvellous
3294,accords,chords
3295,rencontres,met
3296,bêtes,beasts
3298,perd; perds; perdent,lose
3299,élection,election
3300,songea; songeait,thought
3301,purement,purely
3302,subir,undergo
3303,index,index
3304,bases,basics
3305,définitive,definitive
3306,fol; fous; folles,crazy
3309,renforcer,to reinforce
3310,prévention,prevention
3311,ressort,spring
3312,écrite; écrites,written
3313,arabes,Arabs
3314,costume,suit
3315,exister,to exist
3316,citoyen,citizen
3317,appliqué; appliquée; applique,applied
3318,adoption,adoption
3319,schéma,plan
3320,harmonie,harmony
3321,considération,consideration
3322,examiner,examine
3323,régler,adjust
3324,secteurs,sectors
3325,frapper,to hit
3326,frappé; frappe,struck
3327,majesté,majesty
3328,légende,legend
3329,sale; sales,dirty
3330,références,references
3331,augmenter; augmente; augmenté,increase
3332,vocation,vocation
3333,sexuel; sexuelle; sexuels; sexuelles,sexual
3334,gras,bold
3335,affronter,confront
3336,artistique; artistiques,artistic
3339,traités,treaties
3340,trône,throne
3341,cible,target
3343,mythe,myth
3344,propriétaires,owners
3345,poing,fist
3347,côtes,ribs
3348,amoureuse,in love
3349,Occident,west
3350,seins,boobs
3351,espérer,to hope
3352,chômage,unemployment
3353,exercices,exercises
3354,remplacer,replace
3355,test,test
3356,œufs,eggs
3357,péché,fishing
3358,opposé; oppose; opposée; opposées,opposite
3359,mercredi,Wednesday
3360,voyageurs,travelers
3361,lutter,Wrestle
3362,plume,feather
3363,mondial,global
3365,publicité,advertising
3367,communiquer,communicate
3368,patrie,country
