id,cefr_level,word,wordpl
175,B1,department,"departament, wydział, ministerstwo"
176,A1,old,"stary, dawny, doświadczony, były, poprzedni"
177,A1,children,dzieci
178,A1,long,"długi, długo, długoterminowy"
179,A1,think,"myśleć, pomyśleć, zastanawiać się, sądzić, uważać, przypuszczać, wyobrażać sobie, mieć na myśli, zamierzać"
180,B1,public,"publiczny, nieprywatny, społeczeństwo, publiczność"
181,A1,important,"ważny, istotny"
182,A2,last,"ostatni, zeszły, poprzedni, ubiegły, ostatnio"
183,A2,fact,"fakt, okoliczność"
184,A2,value,"wartość, zaleta, cenić, szacować, oszacowywać, wyceniać"
185,A2,control,"władza, panowanie, nadzór, wpływ, kontrola, przełącznik, pokrętło, sterować, rządzić, kierować, regulować, kontrolować, opanowywać"
186,A1,table,"stół, tabela, tabliczka, stołowy, towarzystwo"
187,A2,education,"edukacja, oświata, szkolnictwo, kształcenie, nauczanie, wykształcenie, pedagogika, edukacyjny, oświatowy"
188,A1,come,"przychodzić, przybywać, pochodzić, pojawiać się, dochodzić, doświadczyć"
189,A1,period,"okres, epoka, lekcja, miesiączka, kropka"
190,A2,report,"raport, raportować, donosić, meldować"
191,A1,go,"iść, wyjść, podróżować, poruszać się, umierać, pasować, działać, powodzić się, ruch, zgoda"
192,A1,program,"program, programować, planować"
193,A1,office,"biuro, urząd"
194,A1,war,"wojna, konflikt, wojenka, toczyć, toczyć się"
195,A1,end,"koniec, zakończenie, kres, granica, skończyć, zakończyć się"
196,A2,interest,"zainteresowanie, zaciekawienie, troska, udział, odsetki, wzbudzać"
197,A1,second,"drugi, sekunda, chwila, po drugie"
198,A2,few,"mało, niewiele, kilku, niedużo"
199,A2,study,"nauka, badanie, czytelnia, studiować, uczyć się"
200,A1,health,"zdrowie, stan zdrowia, kondycja"
201,A1,never,"nigdy, wcale, w ogóle"
202,B1,thus,"zatem, tak więc, w ten sposób, stąd"
203,B2,means,"środek, zasób, możliwość, sposób"
204,A2,country,"kraj, państwo, wieś, kraina, region, wiejski"
205,A1,board,"tablica, deska, płyta, rada, pokład, wikt"
206,A1,form,"kształt, formularz, forma, figura, klasa, formatka, uformować, ustanowić, kształtować"
207,A2,possible,"możliwy, prawdopodobny, osiągalny, wykonalny"
208,B1,whether,czy
209,A2,following,"następujący, następny, po"
210,A1,until,"aż, dopóki"
211,A1,again,"ponownie, znowu, znów"
212,A2,local,"lokalny, miejscowy"
213,A1,action,"akcja, działanie, czynność, ruch, postępowanie"
214,A2,effect,"efekt, rezultat, skutek, oddziaływanie"
215,A1,four,"cztery, 4, czwórka, czterolatek, czterolatka"
216,B1,process,"proces, przebieg, postępowanie, analizować"
217,A2,based,"oparty, bazujący"
218,A1,example,"przykład, wzór"
219,A1,home,"dom, domowy, ojczyzna"
220,A2,certain,"pewny, określony, jakiś"
221,A2,members,członkowie
222,A2,among,"wśród, pomiędzy"
223,A2,down,"na dół, w dół, dół, przygnębiony, obniżyć"
224,A1,hand,"ręka, dłoń, strona, wskaźnik, pomoc, wpływ, kontrola, rozdanie, wręczyć"
225,A2,rate,"stawka, cena, tempo, prędkość, wskaźnik"
226,A2,several,"kilka, poszczególny, oddzielny"
227,A1,called,zwany
228,A1,course,"kurs, przebieg, tor, danie"
229,B1,county,"hrabstwo, powiat"
230,A1,line,"linia, kolejka, rząd, przewód, tor, trasa"
231,B1,present,"prezent, teraźniejszość, obecny, przedstawiać"
232,A1,change,"zmiana, drobne, zmieniać, rozmieniać"
233,A1,women,kobiety
234,A1,person,"osoba, człowiek"
235,B1,available,"dostępny, wolny"
236,A1,question,"pytanie, kwestia, wątpliwość, kwestionować, pytać"
237,A2,international,międzynarodowy
238,B1,president,"prezydent, prezydentka, prezes"
239,B1,amount,"suma, kwota, ilość, wynosić"
240,A2,figure,"liczba, cyfra, figura, sylwetka, wykres, postać, figurować, obliczyć"
241,B1,land,"ziemia, ląd, kraj, teren, lądować"
242,A1,family,rodzina
243,A2,although,"choć, chociaż"
244,A1,often,często
245,A2,cost,"kosztować, szacować, koszt"
246,A1,special,"specjalny, wyjątkowy, szczególny"
247,A2,conditions,warunki
248,B1,economic,"ekonomiczny, gospodarczy, rentowny"
249,B1,including,"w tym, wliczając w to"
250,A2,results,wyniki
251,A2,production,produkcja
252,B1,required,"nieodzowny, niezbędny"
253,A1,history,historia
254,A2,necessary,"niezbędny, konieczny"
255,A1,right,"właściwy, poprawny, prawo, mieć rację"
256,A2,air,"powietrze, aura, podmuch, lotniczy"
257,B2,federal,federalny
258,A2,south,"południe, południowy"
259,A1,subject,"podmiot, przedmiot, temat, podległy"
260,A2,therefore,"zatem, dlatego, więc"
261,A1,others,"inni, inne"
262,A1,best,"dobry, najlepszy, usilny, mistrz"
263,A2,rather,"raczej, dość"
264,B1,percent,procent
265,B2,god,"bóg, bóstwo, bożek"
266,A1,held,"trzymać, odbyć się"
267,B2,commission,"komisja, zlecenie, zarządzenie, zlecać"
268,B1,provided,"o ile, pod warunkiem, że"
269,B1,policy,"polityka, norma, polisa, podejście"
270,A2,chapter,"rozdział, oddział"
271,A1,set,"zestaw, zbiór, ustawić"
272,B1,property,"własność, mienie, nieruchomość, cecha"
273,A1,side,"strona, bok, drużyna, angażować się"
274,A1,left,"lewy, lewicowy, w lewo"
275,A1,always,"zawsze, stale"
276,A2,level,"poziom, piętro, wyrównywać"
277,A1,five,"pięć, 5, piątka, pięciolatek"
278,A1,field,"pole, teren, boisko, odpowiadać"
279,A1,book,"książka, rezerwować, księgować, meldować się"
280,A2,far,"daleko, daleki, znacznie"
281,A1,due,"należny, spodziewany"
282,A2,political,polityczny
283,A1,full,"pełny, napełniony"
284,A2,evidence,"dowód, świadectwo"
285,A2,society,"społeczeństwo, stowarzyszenie"
286,A2,off,"wyłączony, odłączyć"
287,A1,name,"imię, nazwisko, nazwa, nazywać"
288,A1,type,"typ, rodzaj, czcionka, pisać"
289,A1,head,"głowa, kierować, nagłówek"
290,B1,analysis,analiza
291,A1,put,"kłaść, wkładać, umieszczać, formułować"
292,A2,low,"niski, tani, mały, obniżyć"
293,B1,least,"najmniej, najmniejszy"
294,A1,why,"dlaczego, powód"
295,A1,body,"ciało, organizm, grupa, kadłub"
296,B1,various,"różnorodny, rozmaity"
297,B1,though,"choć, jednak, mimo wszystko"
298,A1,problem,"problem, zadanie, kwestia"
299,A2,common,"powszechny, pospolity, wspólny"
300,A2,next,"następny, kolejny, bliski"
301,A2,north,"północ, północny, na północ"
302,B1,management,"zarząd, zarządzanie"
303,A1,white,"biały, biel, jasny, białko, jajo, wino"
304,A1,above,"nad, ponad, powyżej, powyższy"
305,A1,let,"niech, pozwalać, wpuszczać, wypuszczać, przepuszczać"
306,A1,light,"światło, lampa, źródło światła, jasny, lekki, lekkostrawny, zapalać, rozpalać, oświetlać"
307,A1,become,"stać się, zostać, nadchodzić"
308,A1,age,"wiek, epoka, era, starość, starzeć się, postarzać"
309,A1,matter,"materia, substancja, materiał, sprawa, kwestia, temat, mieć znaczenie"
310,A2,position,"pozycja, posada, stanowisko, opinia, umieszczać, umiejscawiać, ulokować"
311,B1,tax,"podatek, opodatkowywać"
312,A1,class,"klasa, lekcja, kurs, gromada"
313,A1,things,"rzeczy, przedmioty, sprawy, drobiazgi"
314,A1,away,"z dala, daleko, precz, stąd, poza, oddalać się, wyjechać, wyruszyć"
315,A2,cent,cent
316,A1,want,"chcieć, pragnąć, pożądać, potrzeba"
317,A2,trade,"handel, wymiana, transakcja, branża, zawód, handlowy, gospodarczy, branżowy, handlować"
318,A2,bill,"rachunek, banknot, projekt, ustawa, dziób, wystawiać"
319,A1,shown,"pokazany, wyświetlony, ukazany"
320,A1,foreign,"obcy, zagraniczny"
321,A1,et,i
322,B2,energy,energia
323,A2,material,"materiał, tworzywo, materialny, rzeczowy, istotny, materiałowy"
324,A1,something,coś
325,B1,district,"okręg, region, dzielnica, dystrykt, rejon"
326,A2,association,"skojarzenie, asocjacja, związek, stowarzyszenie, kongregacja"
327,A2,himself,"sam, sobie, siebie"
328,A2,nature,"natura, przyroda"
329,A1,later,"późno, późny, później"
330,A2,method,"metoda, sposób"
331,A1,june,czerwiec
332,B1,industry,"przemysł, branża"
333,A1,party,"przyjęcie, impreza, partia, strona, uczestnik, imprezować"
334,A1,once,"kiedyś, raz, kiedy"
335,A1,money,"pieniądz, pieniądze"
336,B2,community,społeczność
337,A1,young,młody
338,B1,terms,"warunki, terminy"
339,B1,press,"prasa, drukarnia, wydawnictwo, naciskać, prasować"
340,A2,market,"rynek, targowisko, wprowadzać na rynek"
341,A2,west,"zachód, zachodni, na zachód"
342,B1,current,"aktualny, bieżący, współczesny, prąd, elektryczny, natężenie prądu, przepływ"
343,A1,words,"słowa, rozmowa, dyskusja, tekst"
344,A2,human,"człowiek, ludzki"
345,A1,open,"otwierać, otwarty, jawny, publiczny, otwarcie"
346,A1,free,"wolny, swobodny, darmowy, uwolnić, zwolnić, swobodnie, darmowo"
347,B1,income,"dochód, przychód"
348,A2,third,trzeci
349,A1,real,"realny, rzeczywisty, prawdziwy, autentyczny, naprawdę"
350,A1,together,"razem, wspólnie"
351,A1,paper,"papier, gazeta, dokument, referat, egzamin pisemny, papierowy, pakować"
352,B2,particular,"szczególny, specyficzny, określony, szczegółowy, poszczególny, indywidualny"
353,A2,view,"pogląd, opinia, widok, pole widzenia, oglądać, przeglądać"
354,A1,building,budynek
355,B1,application,"podanie, zastosowanie, aplikacja, zgłoszenie"
356,A1,yet,"jeszcze, wciąż, jednak, choć"
357,A2,similar,podobny
358,A1,almost,"prawie, o mało"
359,A2,secretary,"sekretarz, sekretarka"
360,A1,price,"cena, kurs, koszt, wyznaczać, oceniać, wyceniać"
361,A1,room,"pokój, pomieszczenie, miejsce, przestrzeń, możliwość"
362,A1,look,"patrzeć, spojrzeć, spoglądać, wyglądać, wydawać się, spojrzenie, wygląd"
363,A1,already,już
364,B1,union,"unia, związek, zjednoczenie, związek małżeński, suma"
365,A2,products,produkty
366,A1,around,"dookoła, wokół, w pobliżu, wokoło"
367,A2,need,"potrzeba, wymagać, potrzebować, musieć"
368,A1,date,"data, randka, termin, datować, datownik"
369,A1,bank,"bank, bankier, brzeg, skarpa, nasyp, ławica, wpłacać, bankowy"
370,A2,received,"odebrać, otrzymać, przyjęty"
371,B1,treatment,"traktowanie, leczenie, terapia, oczyszczanie, uzdatnianie"
372,A2,average,"średnia, przeciętny, średni, obliczać, wynosić, średnio"
373,B1,surface,"powierzchnia, strona, powierzchniowy, gładzić, polerować, wypłynąć"
374,A2,death,"śmierć, zgon, umieranie, koniec, kostucha, śmiertelny, pośmiertny, pozgonny"
375,A1,students,"studenci, uczniowie"
376,A2,purpose,"cel, zamiar, zastosowanie"
377,A2,considered,"uważać, uznawać, uznać, rozważany"
378,A2,model,"model, wzór, wzorzec, modelka, miniatura, modelować, wzorować się, naśladować"
379,B1,central,"centralny, środkowy, główny, zasadniczy"
380,B1,basis,podstawa
381,A1,asked,"pytać, zapytać, zapytany"
382,A1,food,"jedzenie, żywność, pożywienie, żywnościowy"
383,A1,nothing,"nic, zero"
384,A1,street,"ulica, droga, uliczny"
385,B1,able,"zdolny, umiejętny, zręczny, mogący, móc, być w stanie"
386,A1,plan,"plan, rozkład, planować, zaplanować"
387,A1,self,"jaźń, siebie, własny"
388,B1,council,"rada, komitet"
389,B1,growth,"rozwój, wzrost, przyrost, narośl"
390,B1,according,według
391,A1,july,lipiec
392,A2,early,"wczesny, dawny, wcześnie"
393,A2,force,"siła, moc, natężenie, potęga, przemoc, oddziaływanie, zmuszać, przymusić, forsować"
394,A1,note,"notatka, liścik, przypis, nuta, ton, nota, banknot, ogłoszenie, rachunek, zauważyć, notować"
395,A1,black,"czarny, czerń, murzyński, czernieć"
396,A2,itself,"sam, sama, samo, siebie, sobie"
397,B1,feet,"stopa, stopy"
398,B1,construction,"budowa, budowanie, budownictwo, konstrukcja"
399,A1,college,"szkoła wyższa, uniwersytet, wydział"
400,A2,major,"major, specjalizacja, przedmiot, kierunek, znaczący, główny, poważny, znaczny, durowy, specjalizować się"
401,A1,true,"prawdziwy, dokładny, ścisły, prawdziwie, dokładnie"
402,A1,short,"krótki, niski, krótkometrażowy, krótka sprzedaż, krótko, nagle"
403,A2,increased,"zwiększony, powiększony"
404,A2,support,"popierać, wspierać, podtrzymywać, utrzymywać, potwierdzać, kibicować, wsparcie, poparcie, podpora, pomoc techniczna"
405,A2,enough,"dość, dosyć, wystarczająco"
406,A2,specific,"specyficzny, wyraźny, charakterystyczny, właściwy, swoisty, specyfikacja, specyfik"
407,A2,oil,"olej, oliwa, ropa naftowa, nafta, olejny, smarować, oliwić"
408,A2,private,"prywatny, szeregowy, starszy szeregowy"
409,A1,pay,"zapłacić, płacić, zwracać, opłacać się, ponosić, płaca, wynagrodzenie, pensja, płatny"
410,A2,along,"wzdłuż, przy, po, na, naprzód, razem"
411,A1,non,"nie-, bez-"
412,A2,knowledge,"wiedza, znajomość"
413,B1,authority,"władza, autorytet, uprawnienie"
414,A1,read,"czytać, odczytać, studiować, interpretować, brzmieć"
415,A1,care,"opieka, troska, dbałość, ostrożność, troszczyć się, dbać, pielęgnować"
416,B2,project,"projekt, plan, planować, projektować, przewidywać, prognozować"
417,A2,ever,"kiedykolwiek, zawsze"
418,A2,whole,"całość, cały, pełny, całkowicie"
419,A2,natural,"naturalny, przyrodniczy, wrodzony, zwykły, normalny"
420,A2,million,milion
421,A2,training,"trening, szkolenie, ćwiczenie, tresura, tresować"
422,B1,series,"seria, cykl, szereg, łańcuch, serial"
423,A2,population,"populacja, ludność, mieszkańcy"
424,A1,test,"test, próba, sprawdzian, klasówka, kartkówka, badanie, testować, badać, egzaminować"
425,A2,march,"marsz, maszerować, demonstrować"
426,A1,river,rzeka
427,A1,reason,"powód, przyczyna, rozum, rozsądek, racja, uzasadniać, dowodzić, przekonywać"
428,A1,church,"Kościół, kościół, nabożeństwo"
429,A1,language,"język, mowa, styl, słownictwo"
430,A2,experience,"doświadczenie, przeżycie, doświadczać, przeżywać"
431,A2,account,"konto, rachunek, relacja, raport, rozliczać, wyjaśniać"
432,A2,structure,"struktura, konstrukcja, strukturyzować"
433,A1,practice,"praktyka, zwyczaj, ćwiczenie, praktykować, trenować"
434,A1,science,"nauka, dyscyplina, naukowy"
435,A1,months,"miesiąc, miesiące"
436,A2,labor,"praca, robocizna, poród"
437,A1,activities,"działania, czynności, aktywności"
438,A2,addition,"dodatek, dodanie, dopisek, dobudówka, członek"
439,A2,east,"wschód, wschodni, na wschód"
440,A1,whose,"czyj, czyja, czyje"
441,A2,single,"pojedynczy, wolny, niezamężny, pokój jednoosobowy, bilet, singiel"
442,B1,main,"główny, centralny, zasadniczy"
443,B1,equipment,"wyposażenie, ekwipunek, sprzęt, aparatura, urządzenie"
444,A2,capital,"stolica, kapitał, wielka litera"
445,A2,medical,"medyczny, lekarski"
446,A1,size,"rozmiar, wielkość"
447,A1,six,"sześć, 6, szóstka"
448,A2,continued,"kontynuowany, ciągły, dalszy"
449,A1,love,"miłość, kochać, uwielbiać, lubić"
450,A1,father,"ojciec, przodek, zrodzić, spłodzić, usynowić"
451,B2,related,"powiązany, spokrewniony"
452,A1,kind,"rodzaj, typ, uprzejmy, miły, życzliwy"
453,B1,operation,"operacja, działanie"
454,A2,plant,"roślina, zakład, fabryka, sadzonka, sadzić"
455,A1,british,"brytyjski, Brytyjczyk, Brytyjka"
456,A1,told,"powiedział, powiedziany"
457,A2,century,"wiek, stulecie"
458,A1,usually,zwykle
459,A2,center,"centrum, środek, centrować"
460,A2,especially,"szczególnie, zwłaszcza, wyjątkowo"
461,A2,except,"oprócz, z wyjątkiem, poza, chyba że"
462,B2,contract,"kontrakt, umowa, kurczyć, zaciskać"
463,A2,themselves,"sami, sam, siebie, sobie"
464,A1,design,"projekt, wzór, projektować, projektowanie"
465,A2,space,"przestrzeń, miejsce, spacja, kosmiczny"
466,A1,described,opisany
467,A1,eyes,"oko, oczy"
468,A2,perhaps,"może, być może"
469,A1,personal,"osobisty, prywatny, własny, indywidualny"
470,A2,statement,"oświadczenie, stwierdzenie, wypowiedź, komunikat"
471,A1,art,"sztuka, dzieło"
472,A1,below,"poniżej, niżej"
473,A2,quite,"całkiem, dosyć, zupełnie"
474,A1,hours,"godzina, godziny"
475,A1,america,Ameryka
476,A2,gas,"gaz, benzyna, gaz ziemny, zatruć gazem"
477,B1,obtained,"otrzymany, uzyskany"
478,B1,administration,"administracja, zarząd, rząd, kierownictwo"
479,A1,meeting,spotkanie
480,B1,theory,teoria
481,A1,fig,figa
482,A1,ground,"ziemia, grunt, teren, podstawa"
483,B1,annual,"rocznik, coroczny, roczny"
484,B1,decision,decyzja
485,B1,respect,"wzgląd, szacunek, poszanowanie, dotyczyć"
486,A1,page,"strona, karta"
487,A1,night,"noc, wieczór, zmrok, nocny"
488,A1,face,"twarz, oblicze, mina, stawiać czoło"
489,A2,established,"założony, ustalony, przyjęty"
490,A1,mind,"umysł, pamięć, rozum, myśleć"
491,B2,division,"podział, dywizja, oddział, dział"
492,A1,brought,"przyniósł, przywiózł"
493,B1,generally,"ogólnie, generalnie, zazwyczaj, zwykle"
494,A2,quality,"jakość, cecha, właściwość"
495,A2,pressure,"ciśnienie, nacisk, presja, zmuszać"
496,B1,agreement,"ugoda, porozumienie, zobowiązanie, zgoda, umowa, przyzwolenie, zgodność"
497,B1,financial,finansowy
498,A2,probably,"prawdopodobnie, zapewne"
499,A2,clear,"czysty, wyraźny, przejrzysty, zrozumiały, bezchmurny, jasno, wyraźnie, czyścić, opróżniać, sprzątać"
500,B2,corporation,korporacja
501,A2,road,"droga, ulica, szosa, jezdnia"
