id,cefr_level,word,wordpl
60,A1,some,"trochę, para, kilka, niektóry, parę, około, jeszcze"
67,A1,my,"mój, swój, o rany, ojej, jejku"
62,A1,about,"o, z, ze, przy, po, ku, około, dookoła, kolejno, w drugą stronę, wszędzie, niespełna, w trakcie, dokoła, wokół, tu i tam, podobnie, w, drugi, strona, pobliże, mieć, zamiar"
63,A1,only,"tylko, jedynie, aby, ale, pod warunkiem, że, jedyny"
61,A1,also,"też, także, również"
66,A1,two,"dwa, 2, dwójka, banknot, dwudolarowy, dwulatek, dwulatka"
64,A1,into,"do, w, na"
71,A1,first,"pierwszy, po pierwsze, najpierw"
69,A2,so,"tak, w, taki, sposób, także, bardzo, więc, zatem, aby, żeby, prawdziwy, sol"
65,A1,out,"na zewnątrz, z, ze, wyłączony, zgaszony, zewnętrzny, wypuścić, na, rynek, poza, dom, wyjście, ujawnić"
68,A1,them,"ich, nich, im, nim, je, nie, nimi, siebie, sobie, oni, one, swój"
70,A1,him,"jego, go, on, mu, nim, sobą, siebie, swój"
73,A1,see,"widzieć, zobaczyć, ujrzeć, ktoś, że, coś, robić, dopilnować, aby, zostać, zrobić, odprowadzić, zauważyć, spostrzec, odwiedzić, zwiedzać, pójść, do, specjalista, chodzić, z, randkować, rozumieć, orientować się, upewnić się, przypilnować, żeby, się, stać, zastanowić się, biskupstwo, archidiecezja"
74,A1,our,"nasz, swój"
81,A1,after,"po, za, potem, późno, z tyłu, późny, gdy, już, to, jak"
75,A1,under,"pod, poniżej, w, na, mniej, niż, u, w dół, pod spód, pod wodą"
76,A1,should,"powinien, należy, by, tak, się, złożyć, że, mieć"
82,B1,more,"więcej, bardzo, -szy, jeszcze"
77,A1,up,"do góry, w górę, wzwyż, do, koniec, kompletnie, na, północ, głośno, w, strona, wysoki, maleć, wartość, słupek, kilometrowy, rosnąć, współrzędna, bez, dodatkowy, lód, wyżyny, Oksford, wysoko, wzdłuż, przebudzić, nie, spać, zakończyć, dobry, chętny, gotowy, kolejny, następny, kolejność, nowy, skierować, góra, stać, dostępny, publicznie, wiadomy, poinformować, działać, wieźć, erekcja, wzwieźć, niebo, za dnia, pozytywny, zwiększyć, natężenie, awansować, zrobić, coś, nagle"
78,A2,state,"stan, państwo, pompa, przepych, ceremonia, stanowisko, twierdzić, ogłosić, przedstawić, ujawnić, oznajmić, oświadczyć, państwowy, stanowy"
80,A1,could,"móc, umieć, potrafić"
85,A1,your,"twój, swój, pani, pan, wasz, państwo"
86,A1,me,"ja, sobą, siebie, się, sobie, mój, swój"
84,A1,between,"między, pomiędzy, w trakcie"
87,A1,over,"nad, na, przez, po, za, z, w, o, co, do, ponad, przekraczać, drugi, strona, podczas, przy, ciąg, przestrzeń, porównanie, już, seria, over, skończyć, jeszcze, raz, znowu, pozycja, pionowy, poziomy, poziomie, noc, nadwyżka, pieniądz, towar, odbiór"
88,A1,work,"pracować, działać, funkcjonować, eksploatować, ukształtować, rozpracować, doprowadzać, zdziałać, sprawiać, że, ktoś, lub, coś, praca, wysiłek, miejsce, dzieło, fortyfikacja"
91,A1,year,rok
93,A1,now,"teraz, no, więc, gdy, dalej"
72,A2,said,"wyżej wymieniony, wzmiankować, wcześnie"
90,A1,each,"każdy, za, sztuka, indywidualny, najmniejszy, element"
89,A1,where,"gdzie, dokąd, w, jaki, miejsce, który, tam, podczas gdy, gdziekolwiek, dokądkolwiek, przypadek, gdy, wydarzenie"
98,A1,like,"podobny, analogiczny, typowy, jakby, tak jakby, jak gdyby, lubić, chcieć, mieć, ochota, podobać się, nawyk, robić, coś, regularnie, sprawiać, przyjemność, ktoś, lub, taki jak, jak, około, mniej więcej, jakieś, tak, na przykład, mówić, myśleć, czy ja wiem"
83,A1,then,"wtedy, wówczas, po czym, potem, następnie, dodatkowo, także, również, to, ówczesny"
92,A1,did,Brak tłumaczenia
79,A2,made,Brak tłumaczenia
96,A1,through,"przez, poprzez, z powodu, dzięki, w czasie, po, coś, na, drugi, strona, do, bezpośredni, przecinać, zakwalifikować, skończyć, bezpośrednio, prosto, duży, kamienny, płyta, wystawić, grobowiec"
102,A1,very,"bardzo, rzeczywiście, faktycznie, właśnie, ten, prawdziwy, absolutny"
94,A1,those,"tamci, tamte"
95,A1,many,"wiele, dużo, duży, liczba, coś, lub, ktoś"
99,A1,well,"dobrze, znacząco, daleko, bardzo, zdrów, słuszny, studnia, studzienka, szyb, źródło, więc, no, tryskać, napływać, tworzyć, kałuża"
103,A1,because,"ponieważ, bo, gdyż, z powodu, przez"
100,A1,same,"taki sam, bardzo, podobny, ten sam, to samo"
105,A1,before,"przed, przedtem, poprzednio, wcześniej, na przedzie, naprzód, zanim, nim, nie, wcześnie"
109,A2,part,"część, porcja, rola, obowiązek, partia, udział, strona, przedziałek, okres, czas, dzielić, podzielić, rozdzielić, rozchodzić się, robić, częściowy, częściowo"
101,A1,must,"musieć, nie, wolno, móc, konieczność, moszcz"
106,A1,people,"lud, zaludniać"
107,B1,general,"generał, powszechny, generalny, ogólny"
113,A1,number,"liczba, numer, pewien, ilość, zwykle, dużo, numerować, liczyć, sobie, mieć, ileś, element"
114,A2,system,system
108,A1,how,"jak, ile, jaki, dlaczego, jakkolwiek, w, dowolny, sposób, jakże, bardzo, kopiec, kurhan"
117,B1,per,"na, od, zgodnie, z"
104,A2,used,"używany, nie, być, nowy"
110,A2,during,"podczas, w trakcie"
111,A2,even,"równy, płaski, stały, niezmienny, sprawiedliwy, parzysty, okrągły, nawet, dokładnie, wyrównać, wieczór, liczba"
112,A1,both,oba
118,A1,way,"droga, szlak, kierunek, wolny, przejście, przejazd, podróż, odległość, sposób, postępowanie, zwyczaj, hen, tam, daleko, dawno temu, bardzo, o wiele, dalece, zdecydowanie"
119,A1,three,"trzy, 3, trójka, troje, trzylatek, trzylatka"
97,A2,shall,"być, musieć, móc, iść, jechać, podążać, gdzieś"
115,A1,much,"wiele, dużo, wielki, duży, bardzo, o wiele, głównie"
121,A1,make,"robić, wytwarzać, produkować, sporządzać, dokonywać, tworzyć, czynić, stanowić, sprawiać, popełnić, pojmować, rozumieć, zyskiwać, zarabiać, zdobywać, zmusić, skłonić, ktoś, do, zrobienie, coś, kazać, zrobić, przybyć, dojechać, wyrób, produkcja, marka"
116,A1,case,"pudełko, skrzynia, sprawa, wydarzenie, przypadek, wypadek, futerał, pokrowiec, walizka, teczka, wielkość, litera, pakować, w, pudło, dyskretnie, badać, miejsce, przyszły, włamanie"
128,A2,most,"much, dużo, many, bardzo, naj-"
126,A1,water,"woda, masa, podlewać, polewać, łzawić, wodny"
120,A2,upon,"za, po, i, blisko, przed, na, wysoko, w, związek, z"
124,A2,however,"ale, jednakże, mimo to, niezależnie, jak, od, to, nieważne, jakkolwiek"
131,A1,just,"tylko, właśnie, dopiero co, sprawiedliwy, rzetelny, właściwy, potyczka, rycerski, na, kopia, potykać się"
127,A1,day,"dzień, doba, dniówka, czasy, okres"
133,A1,man,"mężczyzna, osoba, człowiek, pionek, kumpel, obsadzać, obsługiwać, człowieku"
123,A1,life,"życie, trwałość, żywotność, pojedynczy, żyć, istota"
129,A1,high,"wysoki, na, haj, wysoko, rekord, poziom, wyż, podniecenie, uczucie, szczęście, doświadczać, w trakcie, wykonywanie, czynność, który, lubić się, robić"
125,A2,government,rząd
138,A1,us,"my, siebie, sobie, mnie, mi, mną, nasz, swój"
130,A2,law,"prawo, reguła"
135,A2,act,"proces, tok, akt, czyn, dekret, ustawa, część, opera, grać, udawać, ktoś, zachowywać się, jak, działać, przeprowadzać, działanie, reprezentować, przynosić, mieć, wpływ, na, służyć, jako"
134,A1,order,"zamówienie, rozkaz, porządek, rząd, zakon, klasa, order, uporządkowanie, kolejność, rycerski, zamawiać, rozkazywać, porządkować"
136,A2,without,"bez, na zewnątrz, w, niedostatek, na dworze"
141,A1,good,"dobro, pożytek, dobry, właściwy, korzystny, uczciwy, grzeczny, smaczny, dobrze"
137,A1,world,"świat, światowy"
132,B2,united,"zgodny, zjednoczony"
122,A1,section,"sekcja, część, dział, odcinek, fragment, paragraf, wycinek, cząstka, pomarańcz, przekrój, ciąć, pociąć, dzielić, podzielić, pobrać"
147,A1,information,"informacja, zawiadomienie"
146,A2,national,"narodowy, państwowy"
142,A2,while,"podczas gdy, w trakcie, dopóki, póki, chociaż, jakkolwiek, chwila, moment, spędzać, leniwie, i, przyjemnie, czas, byczyć się"
144,A1,great,"wielki, świetny, wspaniały, zagorzały, świetnie, wspaniale, człowiek"
149,A1,here,"tu, tutaj, oto, proszę"
151,A2,against,"przeciwko, wbrew, z, na wypadek, coś, pod, o, do, na, tło"
150,B2,found,"zakładać, miasto, ufundować, odlewać"
140,A2,court,"sąd, dwór, kort, zalecać się"
148,A2,company,"towarzystwo, goście, spółka, firma, kompania"
154,A1,know,"wiedzieć, znać, pamiętać, rozumieć, doświadczać, przespać się, z, ktoś, wiedza"
143,B1,service,"usługa, przysługa, obsługa, służba, serwis, praca, nabożeństwo, obsługiwać, usługiwać, konserwować, naprawiać, obsługowy, służbowy, przepisowy, regulaminowy"
145,A2,within,"w, ciąg, odległość, promień, zasięg, granica, zakres, w ramach, we, wnętrze, wewnątrz, w środku"
153,A1,own,"własny, posiadać, mieć, przyznać, racja, nie, zaprzeczać"
139,A1,does,Brak tłumaczenia
156,A1,another,"kolejny, następny, dodatkowy, inny, drugi, nowy"
160,B2,data,dane
161,A1,school,"szkoła, ławica, więzienie, szkolić, trenować, dawać szkołę, wykazywać, wyższość, kształtować, przez, trening, pływać, w"
157,A2,power,"władza, moc, zasilanie, potęga, możliwość, wpływ, mocarstwo, osoba, u, napędzać"
158,A2,since,"odkąd, ponieważ, skoro, od, odtąd, ten, czas"
163,A1,american,Brak tłumaczenia
162,A2,university,uniwersytet
155,B1,development,"rozwój, zagospodarowanie, wywoływanie, film"
159,A1,back,"plecy, tył, grzbiet, obrońca, oparcie, koniec, zawracać, wspierać, z powrotem, od-, tylny, przeszły, boczny"
165,A1,small,"mały, młody"
164,A1,take,"wziąć, coś, złapać, chwycić, do, ręka, schwytać, przejąć, kontrola, wybrać, używać, użyć, jeść, spożywać, wystawiać się, wystawiać, własny, ciało, na, działanie, wykonać, jakiś, czynność, zająć się, być, pod, wpływ, odejmować, zająć, zagarnąć, przygarnąć, przywłaszczyć, wymagać, potrzebować, zaczerpnąć, pobrać, wejść, w, posiadanie, droga, specjalny, procedura, przyjąć, wiadomość, zaakceptować, uważać, rozumieć, zaskoczyć, ktoś, zadowolony, uderzyć, zostać, usunąć, zmusić, stosunek seksualny, odbyć, nabierać, pokonać, znosić, tolerować, włamywać się, okradać, rosnąć, rozwijać się, przyjąć się, uzyskać, popularność, wzięcie, branie, ogół, dobro, zgromadzony, ujęcie, krótki, sekwencja, próba, podejście, interpretacja, opinia, oszacowanie, robić, mina, przekupstwo"
172,A1,york,Brak ID w indeksie
152,A2,given,"dany, zastać, brać pod uwagę, założenie"
169,A1,house,"dom, budynek, izba, firma, ród, gatunek, muzyka, charakteryzować, się, taneczny, zapewnić, mieszkanie, mieścić"
166,B1,total,"suma, całkowity, ogólny, kompletny, dodawać, sumować, obliczać, wynosić"
167,A1,different,"inny, odmienny, różny"
170,A2,research,"badanie, naukowy, praca, badawczy, śledztwo, badać, dociekać"
173,A1,city,"duży, miasto, który, król, lub, królowa, nadać, specjalny, tytuł, zwykle, mieć, katedra, finansowy, centrum, Londyn, miejski, grodzki"
168,A1,large,"duży, ogromny, obszerny, liczny"
174,A2,might,"móc, wolno, moc, siła, potęga, potężny, możliwy"
171,A2,less,"mało, zmniejszać, bez, pomniejszyć, o, chyba, że"
179,A1,get,Błąd przetwarzania
181,A1,social,"społeczny, socjalny, stadny, gromadny, towarzyski"
175,A1,little,"mały, młody, mało, niewiele"
183,A2,committee,"komitet, komisja"
178,A1,men,Brak tłumaczenia
182,A1,place,"miejsce, określony, miejscowość, dzielnica, dom, mieszkanie, lokal, obowiązek, umieszczać, kłaść, złożyć, określić, umiejscowić"
185,A2,area,"obszar, rejon, dziedzina, pole, powierzchnia"
177,A2,still,"wciąż, ciągle, nadal, jeszcze, mimo to, nieruchomy, stały, niezmienny, niegazowany, martwy, cichy, okres, spokój, cisza, fotografia, aparatura, do, destylacja, alkohol"
180,A1,every,"każdy, co"
191,A1,long,"długi, długo, tęsknić, głoska, sylaba, long, inwestycja, długoterminowy"
189,A1,old,"stary, doświadczony, były, poprzedni, starożytny, dawny, w, wiek, czas"
187,A1,point,"punkt, miejsce, sedno, sprawa, istota, rzecz, kropka, znak, ostry, zakończenie, stopień, wskazywać, celować"
192,A1,think,"myśleć, pomyśleć, zastanawiać się, sądzić, uważać, przypuszczać, wyobrażać sobie, mieć na myśli, nosić się z zamiarem, namysł"
184,A1,too,"za, zbyt, nadmiernie, strasznie, nad wyraz, bardzo, też"
195,A2,last,"ostatni, zeszły, poprzedni, ubiegły, mało, chcieć, ostatnio, jako, trwać, starczać, przetrwać, wytrzymać, przeprowadzać, kopyto szewskie, łaszt"
186,A1,group,"grupa, grupować"
190,A1,children,Brak tłumaczenia
193,B1,public,"publiczny, społeczny, nieprywatny, społeczeństwo, ludzie, publiczność, czytelnik, zwiedzać"
198,A2,control,"władza, panowanie, nadzór, wpływ, kontrola, przełącznik, pokrętło, sekwencja, sterować, terminal, znak, stery, rządzić, kierować, regulować, kontrolować, opanowywać"
199,A1,table,"stół, towarzystwo, siedzący, przy, tabela, tabliczka, stołowy, stabelaryzować"
194,A1,important,ważny
200,A2,education,"edukacja, oświata, szkolnictwo, kształcenie, nauczanie, wykształcenie, pedagogika, edukacyjny, oświatowy"
204,A1,go,"ruch, próba, go, zgoda, zbieg okoliczności, poruszać się, iść, wyjść, umrzeć, zostać, sprzedać, powodzić się, działać, prowadzić, znikać, pasować, podróżować, rozejść się, powiedzieć, stać się, zrobić się"
188,B1,department,"departament, wydział, ministerstwo"
205,A1,program,"program, programować, planować, nastawiać"
201,A1,come,"przychodzić, przybywać, nadchodzić, pochodzić, występować, pojawiać się, manifestować się, dochodzić, doznawać, orgazm, przybycie, sperma"
197,A2,value,"wartość, zaleta, cenić, szacować, oszacowywać, wyceniać"
176,A1,business,"biznes, interes, sprawa, kwestia, firma, przedsiębiorstwo, stado, fretka, biznesowy"
196,A2,fact,"fakt, okoliczność"
202,A1,period,"okres, epoka, lekcja, miesiączka, kropka"
208,A1,end,"koniec, zakończenie, skrajny, część, granica, kres, śmierć, zgon, cel, wynik, skończyć, zakończyć, skończyć się, zakończyć się"
210,A1,second,"drugi, sekunda, chwila, baza, dokładka, po drugie, popierać, delegować"
207,A1,war,"wojna, konflikt, wojenka, toczyć"
206,A1,office,"biuro, urząd"
214,A1,health,"zdrowie, stan, ciało, lub, duch, kondycja, jako, zwrot, używać, przy, toast"
215,A1,never,"nigdy, wcale, nie, w ogóle"
211,A2,few,"mało, niedużo"
212,A2,study,"nauka, badanie, myśl, troska, pokój, w, mieszkanie, przeznaczać, do, czytanie, pisanie, czytelnia, uczyć się, studiować"
213,A1,say,"mówić, powiedzieć, recytować, opowiedzieć, wskazywać, być, napisany, że, szansa, na, wypowiedzenie, się"
220,A1,form,"kształt, figura, formularz, rytuał, forma, klasa, formatka, ławka, utworzyć, założyć, uformować, ustanowić, kształtować"
209,A2,interest,"zainteresowanie, zaciekawienie, przedmiot, troska, lub, entuzjazm, odsetka, udział, grupa, mieć, wspólny, interes, wzbudzać, ciekawość, zaciekawić, zainteresować"
203,A2,report,"raport, huk, trzask, raportować, donosić, odpowiadać, być, bezpośredni, meldować"
218,A2,country,"kraj, wieś, kraina, region, country, wiejski"
221,A2,possible,"możliwy, prawdopodobny, osiągalny, wykonalny"
226,A2,local,"lokalny, miejscowy, tubylec, pub"
219,A1,board,"tablica, podkładka, rada, płyta, wikt, deska, pokład, rozdanie, wchodzić, na"
225,A1,again,"ponownie, znów, znowu, przypominać, ja, przeciw"
227,A1,action,"akcja, działanie, czyn, czynność, ruch, postępowanie, cywilny, walka, traktura"
224,A1,until,"aż, przed, do, dopóki, nie, czas"
230,B1,process,"proces, przebieg, postępowanie, uruchomiony, program, przetwarzać, analizować, rozpatrywać"
216,B1,thus,"zatem, tak więc, stąd, a, w, ten, sposób, tak"
229,A1,four,"cztery, 4, czwórka, czterolatek, czterolatka"
233,A1,home,"dom, rodzinny, mieszkanie, miejsce, zamieszkanie, ojczyzna, schronisko, przytułek, meta, domowy, miejscowy, krajowy, wewnętrzny, dobrze, wymierzyć, u, siebie, w, do, cel, stworzyć, ognisko"
235,A2,members,Brak ID w indeksie
222,B1,whether,czy
232,A1,example,"przykład, wzór"
234,A2,certain,"pewny, nie, wzbudzając, wysoce, prawdopodobny, nieuchronny, określony, wyspecyfikowany, pewien, jakiś, niejaki, taki"
238,A1,hand,"ręka, dłoń, strona, wskaźnik, wskazówka, podpis, styl, pismo, pomoc, pomocny, wpływ, kontrola, umiejętność, robotnik, rozdanie, partia, gracz, wręczyć, podać, pomóc, ręczny, do"
236,A2,among,"wśród, między, pomiędzy"
223,A2,following,"następujący, następny, wiać, z tyłu, bezpośrednio, po"
242,A1,called,Brak ID w indeksie
237,A2,down,"na, dół, w, południe, za, miasto, do, przód, trawiasty, pagórek, pole, puch, wydma, siad, zdołowany, niski, przegrywać, wykonać, unieruchomić, działać, bez, obalić, powalić, sprowadzić, ziemia, wypić"
239,A1,give,"dawać, oddawać, przekazywać, zaprezentować, publicznie, ustąpić, poddać się, być, elastyczny"
240,A2,rate,"stawka, cena, tempo, prędkość, wskaźnik, stopa, oszacować, ocenić, zaklasyfikować"
217,B2,means,"środek, zasób, możliwość"
228,A2,effect,"efekt, rezultat, skutek, działanie, oddziaływanie, obowiązywanie, spowodować"
241,A2,several,"kilka, poszczególny, każdy, swój, oddzielny"
243,A1,course,"kurs, tok, przebieg, tor, pole, leczenie, terapia, danie, warstwa, cegła, ganiać, gonić, ściekać, lać się, krążyć"
245,A1,line,"linia, kolejka, szereg, rząd, kabel, przewód, wiersz, linijka, specjalność, produkt, obrys, zmarszczka, lina, sznur, trasa, marszruta, tor, kolejowy, kreślić, ustawiać, w, liniować, wyścielić, wyłożyć, podszyć, stawać, rzędzie"
248,A1,women,Brak tłumaczenia
252,A1,person,"osoba, człowiek"
247,A1,change,"zmiana, reszta, drobne, zmieniać, przewijać, rozmieniać"
250,A1,am,Brak tłumaczenia
255,A2,international,międzynarodowy
246,B1,present,"prezent, teraźniejszość, czas, teraźniejszy, przedstawiać, prezentować, aktualny, bieżący, obecny"
244,B1,county,"hrabstwo, jednostka, administracyjny, odpowiednik, powiat, teren, podlegać, hrabia"
254,A1,question,"pytanie, kwestia, wątpliwość, wątpić, kwestionować, pytać, przesłuchiwać"
253,B1,available,"dostępny, wolny"
259,B1,land,"ziemia, stały, ląd, kraj, teren, lądować"
256,B1,president,"prezydent, prezydentka, prezes"
260,A1,family,rodzina
258,A2,figure,"liczba, cyfra, figura, sylwetka, rysunek, wykres, postać, wizerunek, osobistość, figurować, wywnioskować, uznać, obliczyć"
257,B1,amount,"suma, kwota, ilość, wynosić, sprowadzać, się"
265,A2,conditions,Brak ID w indeksie
249,A2,taken,Brak tłumaczenia
266,B1,economic,"ekonomiczny, gospodarczy, rentowny"
268,A2,results,Brak ID w indeksie
262,A1,often,często
264,A1,special,"specjalny, szczególny, wyjątkowy"
261,A2,although,chociaż
263,A2,cost,"kosztować, szacować, koszt"
269,A2,production,produkcja
271,A1,history,historia
273,A1,find,"znaleźć, odkryć, uważać, za, uznawać, odkrycie, znalezisko"
274,A1,right,"prawy, dobry, poprawny, odpowiedni, słuszny, mieć, racja, prosty, prostokątny, prawicowy, nie, zakrzywić, w porządku, zdrowy, po, strona, w, prawo, dokładnie, bezpośrednio, bardzo, faktycznie, rzeczywiście, poprawnie, dobrze, wielce, słusznie, zgadzać się, no, prawda, sprawiedliwość, prawica, naprawić, postawić, pionowo, wrócić, do, pion"
276,B2,federal,federalny
275,A2,air,"powietrze, aura, powiew, podmuch, posmak, ślad, pieśń, klima, powietrzny, lotniczy, wietrzyć, przewietrzyć, suszyć, na"
272,A2,necessary,"niezbędny, konieczny, nieunikniony"
280,A1,best,"dobry, dobrze, usilny, staranie, mistrz, pobić, przewyższyć, pokonać, we, współzawodnictwo"
267,B1,including,"w tym, wliczając w to"
277,A2,south,"południe, południowy, na"
282,B1,percent,procent
278,A1,subject,"podmiot, przedmiot, w, szkoła, motyw, temat, zawartość, subiekt, osoba, badać, poddany, podbity, podlegający, podległy, narażony, poddać, podporządkować"
285,A1,al,Brak tłumaczenia
279,A2,therefore,"zatem, dlatego, więc, z, tego, powód"
283,B2,god,"bóg, bóstwo, bożek, bożyszcze"
286,B2,commission,"komisja, popełnienie, zlecenie, zamówienie, zarządzenie, zlecać, zamawiać, zarządzać, mianować, oficer"
270,B1,required,"nieodzowny, niezbędny"
281,A2,rather,"raczej, dość, całkiem, stosunkowo"
251,A1,john,"klient, prostytutka, kibel, ubikacja"
290,A1,set,"zestaw, zbiór, odbiornik, aparat, odbiorczy, plan, zdjęcie, set, dekoracja, tendencja, kierunek, koteria, nora, borsuk, agregat, krąg, ludzie, grupa, o, podobny, lęg, permanentny, odkształcenie, gotowy, stały, ustalony, nieruchomy, postanowić, określony, kłaść, ustawiać, nastawiać, prostować, przygotowywać, powodować, zachodzić, ustalać, zrastać się, zaschnąć"
231,A2,based,"z, siedziba, główny, oparty, wzorowany, pokazywać, podziw, i, uznanie, dla, czyj, pogląd"
288,B1,policy,"polityka, linia, polityczny, taktyka, podejście, do, coś, polisa, ubezpieczeniowy, zbiór, zasada, norma, roztropny, rząd"
289,A2,chapter,"rozdział, oddział, okres, kapituła"
291,B1,property,"własność, mienie, nieruchomość, posiadłość, majątek, właściwość, cecha, intelektualny"
292,A1,side,"strona, bok, drużyna, sportowy, połówka, brzeg, boczny, uboczny, poboczny, angażować się, po, któryś, ze, stanąć, jakiś, wykończyć, siding"
296,A1,always,"zawsze, stale"
284,A1,held,Brak tłumaczenia
287,B1,provided,"o ile, pod warunkiem, że"
301,A2,far,"daleki, daleko, znacznie"
294,A2,thought,"myśl, pomysł, myślenie, namysł, zdanie, opinia"
298,A1,five,"pięć, 5, piątka, banknot, pięciodolarowy, pięciolatek, pięciolatka, piąty"
295,A1,left,"lewy, lewicowy, lewostronny, w lewo, na lewo, strona, lewica"
300,A1,book,"książka, księga, zamówić, rezerwować, rejestrować, księgować, meldować się"
303,A1,due,"winien, należny, właściwy, spodziewać się, oczekiwać, prosto, opłata, członkowski"
299,A1,field,"pole, ciało, teren, boisko, wystawić, odpowiadać, polowy, polny"
305,A1,full,"pełny, napełniony, zapełniony, pyzaty, szeroki, maksymalny, najedzony, w pełni, pełnia, księżyc"
302,B2,known,znany
297,A2,level,"poziom, piętro, wysokość, poziomnica, poziomy, równy, płaski, spokojny, opanowany, wyrównywać, niwelować, poziomować, kierować, nakierowywać, ukierunkować"
304,A2,political,polityczny
293,A1,came,Brak tłumaczenia
313,A1,put,"kłaść, wkładać, umieszczać, sformułować, pakować się, w, uporządkować, stawiać, kres, opcja sprzedaży"
306,A2,evidence,"dowód, świadectwo"
307,A2,society,"społeczeństwo, towarzystwo, stowarzyszenie"
308,A2,off,"z, od, wyłączyć, odwołać, wolny, nieodpowiedni, niedopasowany, zabić"
311,A1,head,"głowa, mięsień, umysł, intelekt, ból głowy, awers, osoba, jednostka, górny, część, czubek, czoło, główka, ciśnienie, ciecz, kingston, żagiel, miara, długość, na czele, nagłówek, maszyna, podtrzymujący, napęd, głowica, magnetyczny, obuch, zdolności, wolność, wybór, portret, czyjś, kryzys, pianka, narkoman, seks, oralny, robić loda, przewodzić, coś, uderzyć, piłka, zarządzać, wyposażyć, w, usunąć, ściąć, iść, podążać, odnoszący, się, do, pierwszy, główny, znajdujący, na, sam, narkotyki, lub"
