id,cefr_level,word,wordpl
72,A1,first,pierwszy; najpierw; po pierwsze; po raz pierwszy; wygrana; zdobycz; osiągnięcie; punkt; po raz pierwszy; słyszę o tym po raz pierwszy; najpierw; z pierwszej ręki; przede wszystkim; na początku; zrobię to jutro rano; zrobię to zaraz z rana; trzeba zaczynać od początku; nie mieć o czymś najmniejszego pojęcia; nie mieć o czymś zielonego pojęcia; od samego początku; od początku; pierwsza pomoc; parter; pierwsze piętro; imię chrzestne; imię; premiera
73,A2,said,
74,A1,see,"widzieć; zobaczyć; odwiedzać; odprowadzać; rozumieć; dopatrzeć; dopilnować; wyobrażać sobie; zobaczę; może; chwileczkę; zaraz, zaraz; do jutra; jako że; zająć się; odprowadzać; rozszyfrowywać; przejrzeć; doglądać; dopilnowywać"
75,A1,our,nasz
76,A1,under,
77,A1,should,powinien; powinna; powinni to mieć; mieć; czy mam to włączyć?; -by; nie martwiłbym się tym; chciałbym coś zrobić; chciałbym
78,A1,up,
79,A2,state,stan; państwo; państwowy; określać; stwierdzać; strasznie się przejmować; Stany Zjednoczone; Stany
80,A2,made,zrobiony; of; z
81,A1,could,
82,A1,after,
83,B1,more,
84,A1,then,wtedy; później; więc; wtedy; wówczas; jednak; ówczesny sekretarz; ówczesny; do tej pory; do tamtej pory; dotąd; od tej pory; od tamtej pory
85,A1,between,pomiędzy; między
86,A1,your,twój; wasz; pana; pani; swój; własny
87,A1,me,mnie; mi; ja; Kto tam? -- Ja.
88,A1,over,nad; ponad; na; po; przez; po drugiej stronie; przy; prze-; przewrócić coś; co do; o; przez; podczas; cały; tam; tutaj; tu; zakończyć się całkowicie; zakończyć się; jeszcze raz; od nowa; znowu i znowu
89,A1,work,
90,A1,where,
91,A1,each,każdy; of; z; sztuka; kosztują po 5 dolarów sztuka; siebie; się; siebie wzajemnie; się wzajemnie
92,A1,more,
93,A1,year,rok; siedemdziesięciolatek; siedemdziesięcioletni mężczyzna; okrągły rok
94,A1,did,
95,A1,s,południe; południowy
96,A1,now,
97,A1,years,
98,A1,those,
99,A1,many,"wiele; dużo; bardzo wiele; bardzo dużo; ile; tyle ..., ile"
100,A1,through,
101,A2,shall,będzie; zrobię to; nie będę długo siedział; ma być; na pewno będzie; tak ma być; ma być; ma; co mam robić?; może; może byśmy tam poszli?
102,A1,like,
103,A1,well,
104,A1,same,"taki sam; ten sam; tak samo; mimo wszystko; komuś jest wszystko jedno; ,,Nawzajem!''"
105,A1,must,musieć; coś nieodzownego; nie wolno
106,A1,very,bardzo; sam; do samego końca; właśnie ten; tego właśnie wyrażenia użyto; bardzo; bardzo dobrze; świetnie; ktoś nie za bardzo może coś zrobić
107,A1,because,ponieważ; bo; z powodu
108,A2,used,
109,A1,before,przed; zanim; zeszłego; zeszłej nocy; kiedyś; już; przed; przede mną
110,A1,people,ludzie; lud; naród; zaludniać
111,B1,general,
112,A1,how,jak; jak ktoś się ma; jak się masz; dzień dobry; ile; ile to kosztuje; może by; może byśmy poszli do kina; a co z tobą; jak to się stało; bardzo mi przyjemnie
113,A1,being,istota; istniejący; powstać
114,B1,states,
115,A2,part,
116,A2,during,podczas; w czasie
117,A2,even,nawet; jeszcze; stały; równy; równomierny; wyrównany; równie prawdopodobny; pięćdziesięcioprocentowy; parzysty; jeżeli nawet; choćby; a jednak; w każdym razie; porachować się; with; z; wyrównywać
118,A1,both,obaj; of; z; zarówno ... jak i ...; tak ... jak ...; zarówno ty jak i ja
119,A1,number,"numer; liczba; ilość; liczyć; grupa liczyła 5 osób; numerować; zaliczać się; among; między; wiele; wielu; ,,Pomyłka''; tablica rejestracyjna"
120,A2,system,system; ustrój; sieć; układ
121,A1,much,dużo; bardzo; w większości; dużo; wiele; ile?; tyle; ile; za dużo
122,A1,case,przypadek; sprawa; argumenty; for; za; against; przeciw; futerał; etui; skrzynia; walizka; kaszta; w tym przypadku; tak jest; jak jest; coś sprowadza się do; znakomity przykład; zależnie od sytuacji; w każdym razie; w przypadku czegoś; w przypadku
123,B1,per,
124,A1,way,
125,A1,three,trzy
126,A2,upon,na; po; za; rząd za rzędem
127,A1,make,
128,A1,section,część; sekcja
129,A1,life,życie; żywotność; ożywiać się; do końca życia; długość życia; dożywotnie więzienie; kamizelka ratunkowa
130,A2,however,jednak; jakkolwiek; czy ile tam
131,A1,p,
132,A2,government,rząd; rządzenie; rządowy
133,A1,water,woda; podlewać; łzawić; ciec; ślinić się; oddawać mocz; rozwadniać; nenufar; lilia wodna
134,A1,day,dzień; doba; cały dzień; dzień; za dnia; codziennie; przerywać; kończyć; coś budzi czyjąś radość; co do dnia; pewnego dnia; pewnego dnia; spędzić miło dzień
135,A2,most,
136,A1,high,"wysoki; wysoki na; wysoki; o wysokości; wysokości; ściana wysoka na 10 m; ściana wysokości 10 m; wyższy; wyższe sfery; doskonały; pełny; w kulminacji; w środku lata; wysoko; wysokość; najwyższy czas, aby coś było zrobione; najwyższy czas; w granicach 85--89; być naćpanym; być na haju; szkoła średnia; główna ulica; podwieczorek; kolacja; wysoka fala; przypływ"
137,A2,law,prawo; ustawa; władza; policja; prawniczy; osoba naruszająca prawo; sąd
138,A1,just,
139,B2,united,
140,A1,man,
141,A1,order,
142,A2,act,działać; postępować; towards; wobec; funkcjonować; as; jako; like; jak; grać; akt; postępek; gra; ustawa; akt; akt; wstawka; w trakcie robienia czegoś; w trakcie; nawalać; on sb; komuś; popisywać się złym zachowaniem; popisywać się
143,A2,without,bez
144,A1,world,świat; ogólnoświatowy; światowy; na świecie
145,A1,us,
146,A1,does,
147,A2,court,
148,A1,good,"dobry; niezły; grzeczny; porządny; dobro; artykuły; towary; Dobrze!; jak dobrze, że; jak dobrze; coś dobrze komuś robi; całkiem dużo; całkiem dużo; nie ma co płakać; być dobrym w czymś; być dobrym w; znakomicie; na dobre; prawie; wyrównywać stratę; wyrównywać; dzień dobry; dobry wieczór; Wielki Piątek; dzień dobry; pociąg towarowy"
149,A2,use,
150,A2,while,podczas gdy; w czasie gdy; chwila; na chwilę; spędzać czas
151,B1,service,służba; usługa; siły zbrojne; obsługa; nabożeństwo; serwis; serw; obsługiwać; konserwować; w użyciu; użyteczny; dodatek za obsługę; stacja obsługi; stacja benzynowa
152,A1,great,wielki; duży; znakomity; znakomicie; wspaniale; cudownie!
153,A2,within,wewnątrz; w ramach; w ramach budżetu; w odległości; w; w odległości 40 km od Oksfordu; w zasięgu; w zasięgu wzroku; w przeciągu; za; za 5 minut
154,A2,national,narodowy; państwowy; krajowy; hymn państwowy; obywatel; człowiek określonej narodowości; służba wojskowa
155,A1,c,
156,A1,information,informacja; wiadomości
157,A2,company,spółka; firma; zespół; towarzystwo; kompania; dotrzymywać towarzystwa komuś
158,A1,here,"tutaj; tu; oto ...; tu i tam; ,,Proszę''; ,,Za twoje małżeństwo''; ,,Za''"
159,B2,found,fundować; zakładać; opierać; on; na; upon; na
160,A2,against,o; przeciw; wbrew; pod; na
161,A2,given,dany; oddawać się; to sth; czemuś; biorąc pod uwagę; that; że; imię
162,A1,own,posiadać; mieć; własny
163,A1,know,"znać; wiedzieć; słyszeć; of; o; about; o; odróżniać; A from B; A od B; dać komuś znać; about sth; o czymś; poznać; dobrze zdawać sobie sprawę; ,,Wiesz''; ,,Wiecie''; nigdy nic nie wiadomo; być wtajemniczonym"
164,B1,development,rozwój; osiągnięcie; wypadek; wydarzenie
165,A1,another,następny; inny; się; siebie; się wzajemnie; siebie wzajemnie; patrzeć na siebie; patrzeć po sobie; jedno za drugim
166,A2,power,władza; zdolność; siła; energia; potęga; zasilać; w czyjejś mocy; dochodzić do władzy; być u władzy; elektrownia
167,A2,since,odtąd; od czasu; od; od tego czasu; ponieważ; jako że; od tego czasu; od tego czasu
168,A1,back,w tył; do tyłu; z tyłu; z powrotem; od-; oddzwonić; z dala; do; do XV w.; plecy; grzbiet; tył; oparcie; tylny; wychodzić tyłem; onto; na; cofać się; cofać; popierać; tam i z powrotem; wycofywać się; wycofywać się; wycofywać się; wycofywać się; zaległa zapłata; zaułek; popierać
169,A1,b,
170,B2,data,dane; bank danych; przetwarzanie danych
171,A1,school,szkoła; wydział; instytut; uniwersytet; wyższa szkoła; ławica; szkolić
172,A2,university,uniwersytet
173,A1,american,amerykański; Amerykanin
174,A1,take,
175,A1,small,mały; drobne; rozmowy towarzyskie; pogaduszki
176,B1,total,ogólna liczba; ogólny; całkowity; totalny; podliczać ogółem; wynosić ogółem; ogółem
177,A1,different,różny; from; od; to; od; than; od; różniący się
178,A1,large,
179,A1,house,budynek; dom; wydawnictwo; pracownia; bank; izba; widownia; dynastia; mieścić; mieszkać
180,A2,research,badania; praca naukowa; badać; prowadzić badania naukowe; prowadzić badania
181,A2,less,mniejszy; mniej; odjąwszy; coraz mniej; co najmniej nie; co najmniej; ni mniej ni więcej; nie mniej; niż
182,A1,york,
183,A1,city,miasto; centrum Londynu
184,A2,might,
185,A1,little,
186,A1,business,"interes; biznes; firma; problem; zadanie; sprawa; rzecz; przestawać działać; nie mieć prawa; ,,To nie twoja sprawa''; ktoś mówi poważnie; w interesach"
187,A2,still,dalej; nadal; wciąż; jednak; jeszcze; more; bardziej; better; lepiej; spokojny; nieruchomy
188,A1,men,
189,A1,get,
190,A1,every,każdy; co; co dwa miesiące; wszelki; co drugi dzień; co drugi
191,A1,social,społeczny; towarzyski; życie towarzyskie; nauka społeczna; ubezpieczenia społeczne; ubezpieczenia socjalne; pomoc społeczna; pomoc społeczna
192,A1,so,"tak; taki; tak samo; też; i ja też; ja tak samo; tak więc; więc; dlatego; tak więc; tak, aby; no to co?; no i co z tego?; jak z ... tak i z ...; do tej pory; i tak dalej; nie tyle ... co ..."
193,A1,place,miejsce; dom; mieszkanie; umieszczać; nakładać; wywierać; kłaść; składać; zamawiać; kojarzyć; umiejscawiać; mieć miejsce; we właściwym miejscu; na swoim miejscu; nie na swoim miejscu; wszędzie; przede wszystkim; pierwotnie; w miejsce czegoś
194,A2,committee,komitet
195,A1,too,też; także; zbyt; za; aż zbyt; aż nazbyt
196,A2,area,obszar; region; miejsce; dziedzina; na obszarze
197,A1,group,grupa; grupować; together; się
198,A1,point,
199,B1,department,instytut; wydział; departament; dom towarowy
200,A1,old,stary; dawny; mieć 20 lat; mieć lat; ile lat pan ma?; ile lat pani ma?; ile lat masz?; jakikolwiek; stara panna
201,A1,children,
202,A1,long,
203,A1,think,"myśleć; of sth; o czymś; about sth; o czymś; przypomnieć sobie; of sth; o czymś; sądzić; wymyślić; of sth; coś; mieć opinię; of sth; o czymś; about sth; o czymś; ,,Tak sądzę''; przemyśleć; wynajdywać; wymyślać"
204,B1,public,ogół; publiczność; powszechny; państwowy; budżetowy; publiczny; oficjalny; otwarty dla wszystkich; otwarty; ogół społeczeństwa; publicznie; spółka akcyjna; toaleta publiczna; oprogramowanie dostępne bezpłatnie; święto państwowe; bar; pab; służba informacyjna; odbiór społeczny; rzecznik prasowy; szkoła prywatna; szkoła powszechna podstawowa; szkoła powszechna
205,A1,important,ważny; znaczący
206,A2,last,
207,A2,fact,fakt; sprawa; zdarzenie; faktycznie; w rzeczywistości; tak naprawdę; po prawdzie; pozostaje faktem; na pewno
208,A2,value,wartość; zaleta; cenić; wyceniać
209,A2,control,
210,A1,table,stół; tabela; tablica; stołowy; wnosić; przedkładać; spis treści
211,A2,education,szkolnictwo; wykształcenie
212,A1,come,
213,A1,period,okres; godzina zajęć; okres; kropka; stylowy; historyczny
214,A2,report,donosić; zgłaszać; składać raport; składać sprawozdanie; on sth to sb; w sprawie czegoś komuś; skarżyć się; składać doniesienie; to; na; do; zgłaszać się; to; do; for; do; raport; sprawozdanie; świadectwo; odgłos; huk; pogłoski; wieści
215,A1,go,
216,A1,program,
217,A1,office,biuro; urząd; być przy władzy; być u władzy; obejmować urząd
218,A1,war,wojna; wojować; zaczynać wojnę
219,A1,end,koniec; zakończenie; kres; to sth; czegoś; of sth; czegoś; cel; kończyć się; kończyć; with sth; czymś; in sth; czymś; on sth; czymś; przy końcu; kończyć się; na samym końcu; w końcu; wiązać koniec z końcem; bez końca; bez przerwy; kończyć
220,A2,interest,zainteresowanie; hobby; interes; in; przy; w; udziały; oprocentowanie; odsetki; interesować; zainteresowywać; coś interesującego; interesującego; na korzyść; w interesie
221,A1,second,drugi; po drugie; sekunda; towar drugiej jakości; towar niepełnowartościowy; sekundant; popierać; w ciągu sekund; w kilka chwil; z drugiej ręki; zastanowienie się; namysł; po zastanowieniu się
222,A2,few,
223,A2,study,studiować; badać; nauka; uczenie się; studium; rozprawa; studia; pokój do pracy; pracownia
224,A1,say,"mówić; powiedzieć; głosić; pokazywać; zegar pokazuje, że jest 2 godz; prawo głosu; coś do powiedzenia; na przykład; powiedzmy; ktoś wygłasza swoją opinię; coś się rozumie samo przez się; to znaczy; ujmując to delikatnie; ,,Nie mów!''"
225,A1,health,zdrowie; powodzenie; dobry stan; pić za czyjeś zdrowie; pić czyjeś zdrowie; być słabego zdrowia
226,A1,never,nigdy; w ogóle nie; w ogóle nie przyszedł
227,B1,thus,toteż; dlatego; tak; w taki sposób
228,B2,means,sposób; środki finansowe; pieniądze; przy pomocy; dzięki; ależ oczywiście; żadnym sposobem
229,A2,country,
230,B1,services,
231,A1,board,deska; tablica; zarząd; komisja; w zarządzie; jedzenie; utrzymanie; wsiadać; na pokładzie; wewnątrz; uczciwy; w całości; bez wyjątku; zgarnąć wszystkie stawki; zabijać
232,A1,form,forma; postać; kształt; formularz; druk; klasa; formować się; formować; tworzyć; stanowić; wytwarzać; ustanawiać; w formie; nie w formie; typowo; przesunięcie o arkusz
233,A2,possible,możliwy; jak najszybciej
234,B1,whether,"czy; nie wie, czy przyjąć ofertę, czy nie"
235,A2,following,następny; następujący; sb; po kimś; poparcie; zwolennicy; co następuje; poniższe; dalszy ciąg
236,A1,until,aż do; do; dopóki
237,A1,most,
238,A1,again,znów; jeszcze raz; wciąż; ciągle; jednak
239,A2,local,lokalny; miejscowy
240,A1,action,działanie; postępek; akcja; wprowadzać coś w działanie; wprowadzać coś do akcji; zepsuty
241,A2,effect,"skutek; rezultat; efekt; wpływ; on sth; na coś; wpływać; powodować; dla efektu; w rezultacie; w tym sensie, że; w tym sensie; wchodzić w życie; zostać wprowadzonym w życie"
242,A1,four,cztery; na czworakach
243,B1,process,
244,A2,based,
245,A1,example,przykład; na przykład; stanowić wzór; iść za czyimś przykładem; ukarać kogoś dla przykładu
246,A1,home,
247,A2,certain,pewny; pewien; pewien; niejaki; z pewnością; coś na pewno się zdarzy; coś na pewno; upewniać się; w pewnym stopniu; w pewnej mierze
248,A2,members,
249,A2,among,pomiędzy
250,A2,down,"w dole; w dół; na południu; na południe; do końca; niech ogień się dopali; zwalić na ziemię; zwalić; wychylać; przygnębiony; puch; aż do; spadać; siadać; być ściętym czymś; podle się czuć; ,,Precz z X''"
251,A1,hand,
252,A1,give,
253,A2,rate,tempo; stopa; wysokość; podatek lokalowy; mieć opinię; oceniać; as; jako; zasługiwać; sth; na coś; w każdym bądź razie; pierwszej klasy; kurs wymiany
254,A2,several,kilka; różny
255,A1,having,
256,A1,called,
257,A1,course,
258,A1,cases,
259,B1,county,
260,A1,line,
261,B1,present,
262,A1,change,
263,A1,women,
264,A2,taken,
265,A1,am,
266,A1,john,
267,A1,person,osoba; miłośnik; osobiście
268,B1,available,dostępny; osiągalny
269,A1,days,
270,A1,question,pytanie; wątpliwość; problem; zagadnienie; pytać; about sth; o coś; kwestionować; bez żadnej wątpliwości; wykluczone; wspomniany; znak zapytania; pytanie obcięte
271,A2,international,międzynarodowy; spotkanie międzynarodowe
272,B1,president,prezydent; przewodniczący; prezes
273,B1,amount,ilość; dochodzić; to; do; sprowadzać się; to; do; sprowadzać się; to; do; być równoznacznym; to; z
274,A2,figure,cyfra; suma; dane; postać; osobowość; symbol; typ; symbol macierzyństwa; figura; rycina; rysunek; dochodzić do przekonania; oceniać; pojawiać się; in; w; uważać; dwucyfrowy; cyfrowy; podawać sumę wzrostu; podawać sumę; figura retoryczna; przemyśliwać; wymyślać; kombinować
275,B1,land,
276,A1,family,rodzina; rodzinny; drzewo genealogiczne
277,A2,although,chociaż
278,A1,often,często; zwykle; dość często
279,A2,cost,
280,A1,special,szczególny; specjalny; nadzwyczajny; dodatek specjalny; program specjalny; wyrób specjalny
281,A2,conditions,
282,B1,economic,ekonomiczny; gospodarczy; zyskowny; ekonomia
283,B1,including,włączając; włącznie; sth; z czymś
284,A2,results,
285,A2,production,produkcja; inscenizacja; przedstawienie
286,B1,required,
287,A1,history,historia; dzieje; tworzyć historię; przechodzić do historii
288,A2,necessary,potrzebny; niezbędny; konieczny
289,A1,find,znajdować; zauważać; stwierdzać; znalezisko; zdobycz; uznać; że coś jest smutne; że coś jest; coś wydaje się być smutne; coś wydaje się być; stwierdzić; że się śmieje; że; występować w Polsce; występować w; znalazł drogę do miejsca; znalazł drogę; list dotarł do niej; być uznanym za winnego; być uznanym za niewinnego; znajdować; stwierdzać; zdemaskować
290,A1,right,prawy; właściwy; poprawny; prawa strona; prawo; dobro; prawica; w prawo; na prawo; właśnie; poprawnie; niezły; zaraz; od razu; wyprostować; oneself; się; naprawiać; mieć rację; about sth; co do czegoś; to do sth; robiąc coś; mieć słuszność; po sprawiedliwości; nie być w porządku; aż do; poprawiać coś; sam; z prawej; od razu; kąt prosty; pod kątem prostym; prostopadle; pierwszeństwo przejazdu; pierwszeństwo; prawo przejazdu; możliwość przejazdu
291,A1,using,
292,A2,air,powietrze; charakter; wygłaszać; wietrzyć; nadmuchiwany; lotem; bez śladu; nie wiadomo skąd; na wizji; na fonii; siły powietrzne; stewardesa; nalot; budynek lotów; terminal lotniczy
293,B2,federal,federalny; dotyczący całości USA
294,A2,south,południe; na południe; południowy
295,A1,subject,temat; przedmiot; podmiot; poddany; podległy; podlegać czemuś; stosownie do; uciskać; poddawać; to sth; czemuś
296,A2,therefore,dlatego
297,A1,others,
298,A1,best,najlepszy; najlepiej; co najwyżej; robić co się da; robić coś najlepiej; jak się potrafi; wszystkiego najlepszego; serdeczne pozdrowienia
299,A2,rather,raczej; dość; całkiem; ktoś wolałby zrobić coś innego; ktoś wolałby; a nie; raczej niż
300,B1,percent,
301,B2,god,
302,A1,held,
303,A1,al,
304,B2,commission,zlecać; zamawiać; zamówienie; zlecenie; prowizja; komisja
305,B1,provided,"pod warunkiem, że; pod warunkiem"
306,B1,policy,polityka; polisa
307,A2,chapter,rozdział
308,A1,set,stawiać; nadawać; sprawiać; uwalniać kogoś; wpuszczać; zachodzić; nakrywać; nastawiać; stawiać; ustalać; ustanawiać; zadawać; stawiać; zastygać; pisać; sth to music; muzykę do czegoś; mieć miejsce; zbiór; zestaw; komplet; set; scenografia; odbiornik; ustalony; stały; obowiązkowy; zdecydowany; on sth; na coś; gotowy; for sth; na coś; umiejscowiony; osadzony; zabierać się; doing sth; do zrobienia czegoś; kontrastować; porównywać; różnić; kłócić; odkładać; odkładać na bok; pozbywać się; wstrzymywać; hamować; kosztować; opisywać; spisywać; zaczynać się; wdawać się; wyruszać; inicjować; wyruszać; zamierzać; przygotowywać; przedstawiać; ekierka; przygotowywać; zakładać; wystawiać; wznosić; urządzać się; wywoływać; urządzać; załatwiać
309,B1,property,własność; posiadłość; właściwość
310,A1,side,strona; bok; zbocze; aspekt; boczny; uboczny; dodatkowy; u czyjegoś boku; ze wszystkich stron; ramię w ramię; jeden obok drugiego; brać czyjąś stronę; trzymać stronę
311,A1,came,
312,A2,thought,myśl; myślenie; zamyślenie; pogląd
313,A1,left,lewa strona; lewy; lewo
314,A1,always,zawsze
315,A2,level,
316,A1,five,pięć
317,A1,field,pole; boisko; pokład; dziedzina; teren badań; teren; naturalne środowisko; terenowy; lornetka; marszałek polny
318,A1,book,książka; bloczek; księgi rachunkowe; księgi; rezerwować; for; dla; na; mieć u kogoś wysokie notowania; mieć u kogoś niskie notowania; zameldować się; at; w; zameldować się; zająć całkowicie; zająć
319,A2,far,
320,B2,known,
321,A2,going,
322,A1,due,
323,B2,times,
324,A2,political,polityczny; upolityczniony
325,A1,full,pełny; wypełniony; prosto; prosto w twarz; całkowicie; w pełni; w pełni; w pełni; być całkiem otwartym; pełnia; nabity; zapchany
326,A2,evidence,dowód; dowody; świadczyć; in; przed; być na widoku; być jasno widocznym
327,A2,society,społeczeństwo; towarzystwo; stowarzyszenie
328,A2,off,
329,A1,name,
330,A1,type,rodzaj; typ; druk; czcionka; pisać na maszynie; pisać; drukować; wpisywać
331,A2,provide,zaopatrywać; dostarczać; sth for sb; coś komuś; sb with sth; komuś coś; troszczyć się; dbać; sb; o kogoś; przewidywać
332,A2,making,wytwarzanie; produkcja; w zalążku; rozwijający się; mieć zadatki na coś; mieć zadatki czegoś
333,A1,head,głowa; szczyt; zwierzchnik; dyrektor; kierownik; reszka; reszka czy orzeł?; zarządzać; kierować; otwierać; być na pierwszym miejscu; tytułować; zmierzać; for; do; w stronę; odbijać główką; główkować; na głowę; prosto z mostu; bez namysłu; krzyczeć na całe gardło; na całe gardło; zmyć komuś głowę; dochodzić do szczytu; wbijać sobie do głowy; wbijać sobie jakiś fakt do głowy; wbijać komuś do głowy; wbijać komuś jakiś fakt do głowy; uderzać do głowy; nie tracić głowy; tracić głowę; naradzać się; upaść na głowę; przewaga
334,B1,analysis,analiza; psychoanaliza; w ostatecznym rozrachunku
335,A1,put,
336,A2,low,
337,A1,use,
338,B1,least,najmniej; najmniejszy; przynajmniej; w ogóle; co najmniej
339,A1,why,"dlaczego; czemu; ,,Ależ!''; ,,O!''"
340,A1,body,ciało; instytucja; kadłub; karoseria
341,B1,various,różnorodny; rozmaity
342,B1,though,chociaż; jednak; jak gdyby
343,A1,problem,problem; trudny; nie ma problemu
344,A2,common,
345,A2,next,
346,A1,ii,
347,A2,north,północ; na północ; północny
348,B1,management,kierownictwo; zarządzanie; kontrola; władza
349,A1,white,
350,A1,above,ponad; wyżej; powyżej; nad; powyższe; uczciwy
351,A1,let,
352,A1,light,zapalać; oświetlać; światło; ogień; jasny; lekki; jasno; dzień; jasno; z punktu widzenia; żarówka; światłowód; kabel światłowodowy; pióro świetlne; rozświetlać się; rozświetlać; zapalać
353,A1,become,stawać się
354,A1,m,
355,A1,age,wiek; at the age of; w wieku; 10 years of age; w wieku 10 lat; zaawansowany wiek; starość; wiek; okres; wiek; lata; starzeć się; nieletni; dojść do pełnoletności
356,A1,matter,sprawa; materia; substancja; ropa; mieć znaczenie; liczyć się; to sb; dla kogoś; literatura; piśmiennictwo; druk; czy coś się dzieje?; nieważne; w sprawie; jeśli chodzi o; jeśli o to chodzi
357,A2,position,pozycja; położenie; miejsce; posada; podejście; ustawiać; lokować; oneself; się; na właściwym miejscu; na miejscu; nie mieć możliwości zrobienia czegoś
358,B1,tax,podatek; opodatkowywać; poborca podatkowy; deklaracja podatkowa
