external_id,front_text,back_text
0351,survey,"badanie, sondaż, ankieta, oględziny, ekspertyza, przegląd, geodezyjny, ankietowy, przeglądać, oceniać, przeprowadzać, lustrować"
0352,music,muzyka
0353,culture,"kultura, uprawa, hodowla, produkcja, kultura bakterii"
0354,earlier,"wcześniej, wcześniejszy"
0355,february,luty
0356,station,"stacja, posterunek, stacjonować"
0357,alone,"sam, samotny, w pojedynkę, wyłącznie, tylko"
0358,europe,Europa
0359,future,"przyszłość, przyszły"
0360,key,"klucz, klawisz, przycisk, legenda"
0361,farm,"farma, gospodarstwo, uprawiać, gospodarować"
0362,computer,"komputer, rachmistrz, komputerowy"
0363,past,"przeszły, miniony, poprzedni, ostatni, przeszłość"
0364,china,Chiny
0365,morning,"ranek, poranek, poranny, rano"
0366,france,Francja
0367,news,"wiadomość, wiadomości, nius, wieść, aktualności"
0368,wall,"ściana, mur"
0369,ago,"temu, wcześniej"
0370,born,urodzony
0371,peace,"pokój, spokój, zgoda, rozejm"
0372,senate,"senat, izba wyższa"
0373,built,"zbudowany, wybudowany"
0374,amendment,"poprawka, zmiana, nowelizacja"
0375,everything,wszystko
0376,teachers,nauczyciele
0377,seven,"siedem, siódemka, siedmiolatek, siedmiolatka, siódmy"
0378,island,wyspa
0379,discussed,"omawiany, dyskutowany, omówiono"
0380,mr,pan
0381,sec,sekunda
0382,start,"początek, start, rozpoczęcie, zaczynać, uruchamiać, ruszać"
0383,friends,przyjaciele
0384,machine,"maszyna, mechanizm"
0385,live,"żyć, mieszkać, prowadzić, żywy, na żywo"
0386,plaintiff,"powód, powódka"
0387,collection,"kolekcjonowanie, zbieranie, kolekcja, zbiór"
0388,eight,"osiem, ósemka, ośmiolatek, ośmiolatka"
0389,fine,"grzywna, mandat, przystojny, ładny, karać, dobrze"
0390,smith,kowal
0391,parents,rodzice
0392,germany,Niemcy
0393,red,"czerwony, czerwień, komunistyczny"
0394,covered,"pokryty, zakryty"
0395,else,"inaczej, poza tym, jeszcze"
0396,events,wydarzenia
0397,becomes,"stawać się, zostaje, staje się"
0398,heavy,"ciężki, masywny, syty"
0399,housing,"mieszkalnictwo, budownictwo mieszkaniowe"
0400,moved,"poruszony, wzruszony, przeniesiony"
0401,park,"park, parkować"
0402,fish,"ryba, ryby, łowić"
0403,summer,"lato, letni"
0404,dark,"ciemny, mroczny"
0405,japan,Japonia
0406,floor,"podłoga, piętro"
0407,spring,"wiosna, sprężyna, skakać"
0408,cold,"zimny, przeziębienie, zimno"
0409,address,"adres, zwracać się, przemawiać"
0410,color,"kolor, barwa, kolorować"
0411,bad,"zły, niedobry"
0412,africa,Afryka
0413,hall,"hala, sala, aula, przedpokój, hol"
0414,ready,"gotowy, przygotowany"
0415,animals,zwierzęta
0416,items,przedmioty
0417,bed,"łóżko, posłanie, dno, złoże, pokład, warstwa, grządka, iść spać, iść do łóżka, uprawiać seks z kimś"
0418,easy,"łatwy, prosty, lekki, na luzie, wyluzowany, łatwo, swobodnie, łatwe"
0419,paragraph,"akapit, ustęp, dzielić na akapity"
0420,blue,"niebieski, błękitny, błękit, smutny, sprośny, ubierać się na niebiesko, ufarbować na niebiesko"
0421,agreed,"uzgodniony, umówiony, uzgodnione"
0422,glass,"szkło, szklanka, kieliszek, szyba"
0423,successful,"udany, skuteczny, efektywny, powodzenie, odnosić sukces"
0424,top,"szczyt, wierzchołek, góra, powierzchnia, bąk, kwark, górny, szczytowy, przykrywać, pobić rekord, przewyższyć, popełnić samobójstwo"
0425,dollars,dolary
0426,cut,"ciąć, wycinać, rąbać, kroić, krój, obcięcie, cięcie"
0427,stop,"przerwa, zatrzymaj, przystanek, zatrzymanie, znak stop, zatrzymać, zatrzymać się, przerwać, zakończyć"
0428,sold,"sprzedany, sprzedał, sprzedane"
0429,miss,"panna, tęsknić za, chybić, nie trafić, minąć się, przeoczyć, opuścić, spóźnić się"
0430,introduced,"przedstawiony, wprowadzony, zaprezentowany"
0431,picture,"obraz, obrazek, zdjęcie, uosobienie, przykład, przedstawiać"
0432,standing,"pozycja, reputacja, znaczenie, okres trwania, stojący"
0433,remember,"pamiętać, zapamiętać, nie zapominać, pamiętaj"
0434,someone,ktoś
0435,sum,"suma, kwota, dodawać"
0436,ratio,"stosunek, proporcja, relacja"
0437,trees,drzewa
0438,bar,"belka, pręt, drążek, listwa, sztacheta, sztabka, przeszkoda, bariera, szlaban, krata, ruszt, batonik, baton, adwokatura, bar, pub, lada, takt, bar, kostka mydła, zaryglować, tarasować, blokować, uniemożliwiać, zabronić"
0439,hill,"wzgórze, pagórek"
0440,experimental,"eksperymentalny, doświadczalny, badawczy, próbny, awangardowy"
0441,thereof,"z tego, z nich"
0442,sun,słońce
0443,speak,"mówić, rozmawiać, konwersować, przemawiać, wygłaszać, wypowiadać, powiedzieć, wyrażać, świadczyć o, posługiwać się"
0444,european,"europejski, Europejczyk, Europejka"
0445,telephone,"telefon, telefonować, dzwonić"
0446,girl,"dziewczyna, dziewczynka, panna"
0447,uses,"zastosowania, użycia, używać"
0448,milk,"mleko, doić, wykorzystywać"
0449,interested,"zainteresowany, zafrapowany"
0450,fourth,czwarty
0451,boy,"chłopiec, chłopak"
0452,husband,"mąż, oszczędnie gospodarować"
0453,german,"niemiecki, Niemiec, Niemka"
0454,copy,"kopia, egzemplarz, kopiować, powielać, rozumieć, naśladować"
0455,speech,"przemówienie, przemowa, mowa, zdolność mówienia"
0456,dry,"suchy, wytrawny, suszyć"
0457,quickly,szybko
0458,hot,"gorący, pikantny, atrakcyjny, seksualny, gorąco"
0459,winter,"zima, zimowy, zimować, przezimować"
0460,game,"gra, zabawa, zwierzyna"
0461,stone,"kamień, kamyk, kostka, pestka, ukamienować"
0462,brother,brat
0463,owner,"właściciel, właścicielka"
0464,wrong,"błąd, pomyłka, zły, błędny, niewłaściwy, niesłusznie, niepoprawnie, źle"
0465,radio,"radio, stacja radiowa, medium radiowe, radiowy, nadawać, odbierać, komunikować się"
0466,thirty,"trzydzieści, 30"
0467,team,"drużyna, zespół, zaprzęg, połączyć siły, utworzyć zespół"
0468,memory,"pamięć, wspomnienie"
0469,clinical,kliniczny
0470,spent,"zużyć, wyczerpać, wydać, spędzić, wyczerpany, wydany"
0471,hair,"włos, włosy"
0472,accordance,"zgodność, zgodnie, w zgodzie"
0473,fair,"targi, jarmark, sprawiedliwy, słuszny, sprawiedliwie, jasny"
0474,jurisdiction,jurysdykcja
0475,britain,Wielka Brytania
0476,bottom,"dno, spód, dół, podnóże, sedno, pupa"
0477,attorney,"adwokat, radca prawny"
0478,hence,"stąd, w związku z tym, z tego powodu"
0479,medicine,"lekarstwo, medycyna"
0480,drawn,narysowany
0481,marriage,"małżeństwo, ślub"
0482,indian,"Indianin, Indianka, indyjski"
0483,mouth,"usta, pysk, gęba, ujście, wylot"
0484,ship,"statek, wysyłać"
0485,visit,"wizyta, odwiedziny, pobyt, odwiedzać, wizytować, składać wizytę"
0486,statute,"ustawa, statut"
0487,nine,"dziewięć, 9"
0488,subsequent,"kolejny, następny"
0489,leaders,"liderzy, przywódcy, kierownicy"
0490,piece,"kawałek, sztuka, moneta, bierka, utwór"
0491,club,"klub, lokal, pałka, maczuga, kij, golfowy"
0492,happened,"zdarzyć się, wydarzyć się, wydarzyło się"
0493,thank,"dziękować, podziękować, podziękowanie, dziękuję"
0494,anyone,"ktoś, ktokolwiek, każdy"
0495,everyone,"każdy, wszyscy"
0496,rich,"bogaty, żyzny, zasobny, pożywny"
0497,daughter,córka
0498,filled,"wypełniony, napełniony"
0499,counsel,"rada, porada, adwokat, obrońca, doradca, radzić, poradzić"
0500,correct,"poprawny, właściwy, poprawiać"
0501,collected,"zebrany, zgromadzony, zebrane"
0502,phone,"telefon, dzwonić, telefonować"
0503,liability,"zobowiązanie, dług, odpowiedzialność, ciężar"
0504,applicable,"odpowiedni, stosowany, mające zastosowanie"
0505,mail,"poczta, korespondencja, wysyłać"
0506,fast,"szybki, szybko, post, pościć"
0507,map,"mapa, kreślić"
0508,bridge,"most, wiadukt, mostek, brydż, łączyć"
0509,brain,"mózg, umysł"
0510,beautiful,"piękny, wspaniały, świetny"
0511,australia,Australia
0512,window,"okno, okienko, witryna, wystawa"
0513,lady,"dama, pani, kobieta"
0514,green,"zielony, ekologiczny, przyjazny środowisku"
0515,supreme,"najwyższy, naczelny, wzniosły"
0516,talk,"rozmowa, pogadanka, wykład, rozmawiać, mówić"
0517,protein,"białko, proteina, białkowy"
0518,density,gęstość
0519,skills,"umiejętność, umiejętności"
0520,message,"wiadomość, wieść, przesłanie, przekaz"
0521,maybe,"może, zapewne"
0522,ice,lód
0523,farmers,rolnicy
0524,sugar,cukier
0525,hope,"nadzieja, mieć nadzieję, spodziewać się"
0526,excellent,"doskonały, wspaniały"
0527,happy,"szczęśliwy, radosny"
0528,grade,"ocena, stopień, klasa, gatunek, oceniać, klasyfikować"
0529,quarter,"ćwierć, jedna czwarta, kwartał, ćwierćdolarówka, dzielić na cztery, czwarty, kwartalnie"
0530,wind,"wiatr, nawijać, wić się, nakręcać"
0531,birth,"narodziny, poród"
0532,band,"taśma, opaska, bandaż, banda, zespół muzyczny, pasmo, bandażować, zespół"
0533,fruit,"owoc, owocowy, owocować"
0534,doctor,"lekarz, lekarka, dr, doktor"
0535,buy,"kupować, nabywać, przekupywać, kupić"
0536,carefully,"starannie, dokładnie, uważnie, ostrożnie"
0537,stay,"pobyt, zatrzymać, pozostać"
0538,horse,"koń, kozioł"
0539,block,"blok, kloc, blokować, przeszkoda"
0540,save,"ratować, oszczędzać, zapisywać, z wyjątkiem, zapisać"
0541,mountain,"góra, górski, na zewnątrz, w górę"
0542,weather,"pogoda, przetrwać, wietrzeć, erodować"
0543,tools,"narzędzia, przyrządy"
0544,arrived,"przybył, przyjechał, dotarł"
0545,yellow,"żółty, tchórzliwy, zazdrosny, żółknąć"
0546,engineers,"inżynierowie, konstruktorzy, inżynierowie"
0547,broken,"złamany, zepsuty, uszkodzony"
