external_id,front_text,back_text
0084,soviet,"sowiecki, radziecki"
0085,potential,"potencjał, potencjalny"
0086,evaluation,"ewaluacja, ocena, badanie"
0087,compensation,"kompensacja, wyrównanie, rekompensata, kompensata, rozliczenie, odszkodowanie"
0088,purchase,"zakup, kupować"
0089,rural,"wiejski, sielski"
0090,remains,"pozostałość, resztki, szczątki, pozostałości"
0091,publication,"publikacja, wydawnictwo"
0092,relief,"ulga, odciążenie, pomoc, relief, płaskorzeźba, ukojenie"
0093,faith,"wiara, zaufanie, ufność, lojalność, oddanie, wyznanie"
0094,secondary,"drugorzędny, wtórny, poboczny"
0095,statistics,"statystyka, statystyki"
0096,previously,"wcześniej, poprzednio"
0097,living,"życie, żywy, koszty utrzymania, środki do życia, utrzymanie"
0098,somewhat,"trochę, nieco, w pewnym stopniu, poniekąd"
0099,resistance,"opór, sprzeciw, odporność, rezystancja, ruch oporu, organizacja konspiracyjna"
0100,authorized,"upoważniony, autoryzowany, pełnomocny"
0101,whereas,"podczas gdy, natomiast, mając na uwadze,"
0102,media,"media, środki masowego przekazu, mass media"
0103,percentage,"procent, odsetek"
0104,convention,"konwencja, zjazd, zgromadzenie, konwenans, obrządek"
0105,circuit,"obwód, cykl, tor wyścigowy, obwód elektryczny"
0106,latter,"późniejszy, drugi , ten drugi,"
0107,loan,"pożyczka, zapożyczenie, pożyczać, pożyczyć"
0108,tons,tony
0109,components,"komponent, składnik, element, część składowa, elementy"
0110,manufacturing,"produkcja, wytwarzanie, produkcyjny"
0111,sector,"sektor, strefa, wycinek, obszar"
0112,yield,"dać, dostarczyć, przynosić, ustąpić, ustępować, poddać się, odstąpić, plon, urobek, wydajność, zwrot, osiadanie gruntu"
0113,employer,pracodawca
0114,identified,"zidentyfikowany, rozpoznany"
0115,specified,"określony, wyspecyfikowany"
0116,equation,równanie
0117,welfare,"opieka społeczna, pomoc społeczna, dobrobyt, zasiłek"
0118,submitted,"złożony, przedłożony, przesłane"
0119,extension,"przedłużenie, rozszerzenie, wydłużenie, przedłużacz, prolongata, dobudówka, przybudówka, numer wewnętrzny"
0120,commissioner,komisarz
0121,detailed,szczegółowy
0122,external,zewnętrzny
0123,multiple,"wielokrotny, wieloraki, złożony, zbiorowy, wielokrotność"
0124,adequate,"adekwatny, trafny, odpowiedni, stosowny"
0125,scheme,"schemat, ustalenie, plan, projekt"
0126,moral,"morał, moralność, moralny"
0127,corresponding,"odpowiedni, zgodny, właściwy"
0128,overall,"ogólny, całkowity, ogólnie, generalnie"
0129,interpretation,interpretacja
0130,grand,"okazały, wielki, ogromny, wspaniały, majestatyczny, tysiąc"
0131,profit,"zysk, profit, odsetek"
0132,relevant,"istotny, odpowiedni, właściwy, związany"
0133,concrete,"beton, konkret, betonowy, konkretny"
0134,gross,"obrzydliwy, ordynarny, grubiański, skandaliczny, odrażający, brutto, całkowity, sumaryczny"
0135,territory,terytorium
0136,testimony,"zeznanie, świadectwo"
0137,aircraft,"statek powietrzny, samolot, lotnictwo"
0138,finance,"finanse, fundusze, finansować, sfinansować"
0139,marketing,marketing
0140,divided,"podzielony, dzielony, dzielić, podzielić, rozdzielony"
0141,carbon,"węgiel, węglowy"
0142,jury,"jury, ława przysięgłych"
0143,cooperation,"współpraca, kooperacja"
0144,discharge,"zwalniać, wypuszczać, wyładować, wydzielać, zwolnienie, wyładunek, wydzielina, wyładowanie"
0145,participation,"udział, uczestnictwo"
0146,wages,"zarobki, płace, pobory, wynagrodzenia"
0147,classification,klasyfikacja
0148,reform,"reforma, poprawa, usprawnienie, reformować"
0149,fundamental,"podstawowy, zasadniczy, fundamentalny, podstawa"
0150,expansion,"ekspansja, rozwój, rozbudowa, rozszerzenie"
0151,legislative,"legislacyjny, ustawodawczy"
0152,corporate,"korporacyjny, firmowy, zbiorowy"
0153,revolution,"rewolucja, przewrót"
0154,grain,"ziarno, zboże, drobinka, szum"
0155,export,"eksport, wywóz, eksportować"
0156,elected,"wybrany, wybierać"
0157,billion,"miliard, bilion"
0158,sexual,"seksualny, płciowy"
0159,bearing,"łożysko, namiar, postawa, manier"
0160,clause,"klauzula, warunek, zdanie składowe"
0161,therapy,"terapia, leczenie"
0162,specifically,"szczególnie, zwłaszcza"
0163,extensive,"obszerny, rozległy, szeroki, znaczny, okazały, ekstensywny"
0164,attached,"przywiązany, załączony, dołączony, przyczepiony"
0165,copper,"miedź, miedziany, gliniarz"
0166,criminal,"przestępca, przestępczyni, przestępczy, kryminalny"
0167,user,"użytkownik, użytkowniczka, abonent"
0168,recognition,"uznanie, rozpoznanie, rozpoznawalność"
0169,treaty,"traktat, układ, umowa"
0170,consistent,"spójny, konsekwentny, logiczny"
0171,certificate,"świadectwo, certyfikat"
0172,input,"wejście, dane wejściowe, wkład, wprowadzać, wejściowy"
0173,necessarily,"koniecznie, z konieczności"
0174,core,"rdzeń, sedno, jądro, ogryzek, szpik, centrum, wydrążyć, rdzeniować"
0175,version,"wersja, odmiana, wydanie, przekład"
0176,consent,"zgoda, pozwolenie, przyzwolenie, zgodzić się, pozwolić"
0177,interior,"wnętrze, wewnętrzny"
0178,extra,"dodatkowy, zapasowy, ekstra, nadzwyczajny, specjalny, dodatkowo, nadzwyczajnie, specjalnie"
0179,creation,"stworzenie, tworzenie, kreacja, dzieło, wytwór"
0180,mine,"moja ,mój, swój, kopalnia, mina, złoże, górniczy, kopać, wydobywać, eksploatować, minować,"
0181,variation,"zmiana, odmiana, zmienienie, wariacja, zmienność"
0182,campaign,"kampania, prowadzić kampanię"
0183,exception,wyjątek
0184,navy,"granatowy, marynarka wojenna"
0185,advance,"awans, zaliczka, postęp, wyprzedzenie, wysunąć, awansować, wyprzedzać, posuwać się naprzód, wpłacać zaliczkę, zgłaszać"
0186,fluid,"ciecz, płyn, płynny, ciekły"
0187,savings,oszczędności
0188,cast,"obsada, odlew, gips, odlewany, odlewać, rzucać, zrzucać"
0189,significantly,"znacząco, znacznie"
0190,route,"trasa, szlak, droga, marszruta"
0191,identification,identyfikacja
0192,necessity,konieczność
0193,prime,"najważniejszy, rozkwit, liczba pierwsza, prym, najlepszy"
0194,substance,substancja
0195,parliament,"parlament, stado gawronów"
0196,recommendations,"zalecenie, rekomendacja, wskazówki, zalecenia"
0197,earnings,"zarobek, zarobki, dochód, zysk"
0198,transition,"przejście, transformacja, zmiana, przechodzenie"
0199,psychology,psychologia
0200,creek,"strumień, ciek, zatoczka"
0201,comprehensive,"wszechstronny, kompleksowy, pełny, całościowy"
0202,transmission,"transmisja, przekazywanie, skrzynia biegów, zakażenie, przenoszenie choroby"
0203,perspective,"perspektywa, punkt widzenia, perspektywiczny"
0204,contemporary,współczesny
0205,preliminary,"wstępny, początkowy, wstęp, przygotowanie, eliminacje"
0206,mill,"młyn, młynek, fabryka, frez, mielić"
0207,illustrated,"ilustrowany, zilustrować"
0208,preceding,"poprzedni, poprzedzający"
0209,client,"klient, klientka"
0210,wheat,pszenica
0211,stability,"stałość, stateczność, stabilność"
0212,manufacturers,producenci
0213,applicant,"kandydat, kandydatka, petent, wnioskodawca"
0214,witness,"świadek, świadczyć, poświadczać"
0215,satisfactory,"zadowalający, satysfakcjonujący, dostateczny, wystarczający"
0216,biological,biologiczny
0217,imports,"importy, importować, import"
0218,mixture,"mieszanina, mieszanka, mikstura"
0219,willing,"skłonny, chętny, skwapliwy"
0220,universal,"powszechnie, uniwersalny"
0221,cited,cytowany
0222,province,"prowincja, gubernatorstwo, województwo, dzielnica, dziedzina, zakres, resort, kompetencja"
0223,imposed,"narzucony, nałożony, wymuszony"
0224,practically,"praktycznie, w zasadzie"
0225,operator,"operator, telefonista"
0226,troops,"oddziały, żołnierze"
0227,adjustment,"skorygowanie, wyregulowanie, przystosowanie, adaptacja, uzgodnienie, dostosowanie"
0228,focus,"ognisko, centrum, skupienie, koncentracja, ostrość, skupić, skoncentrować, wyregulować, zogniskować"
0229,retirement,"emerytura, przejście na emeryturę, stan spoczynku"
0230,legislature,"legislatura, ciało ustawodawcze, ustawodawstwo, organ ustawodawczy"
0231,evolution,"ewolucja, rozwój, ewolucyjny"
0232,mortgage,"hipoteka, kredyt hipoteczny"
0233,salary,"pensja, płaca, wynagrodzenie"
0234,readily,"chętnie, ochoczo, z łatwością"
0235,naval,"morski, marynarski, okrętowy"
0236,acquisition,"nabycie, zakup, akwizycja, przejęcie, przyswajanie, pozyskiwanie, gromadzenie, nabór"
0237,oral,"ustny, doustny, oralny"
0238,peak,"szczyt, osiągać szczyt, osiągać apogeum, osiągnąć szczyt"
0239,draft,"szkic, projekt, wersja robocza, pobór, sporządzać, szkicować"
0240,originally,"początkowo, pierwotnie"
0241,exceed,"przekraczać, wykraczać"
0242,particles,"cząstki, cząsteczki, partykuły"
0243,obligations,"zobowiązania, obowiązki"
0244,faculty,"wydział, zdolność, umiejętność"
0245,prescribed,"przepisany, zalecany, przepisać, zalecać"
0246,enterprise,"przedsiębiorstwo, przedsięwzięcie, inicjatywa, przedsiębiorczość"
0247,manufacture,"manufaktura, produkcja, wytwarzać, produkować"
0248,accordingly,"odpowiednio, stosownie, w konsekwencji"
0249,binding,"okładka, oprawa, obwoluta, oprawianie, wiązanie, mocowanie, obowiązywać, wiążący"
0250,panel,"panel, płyta, tafla, płat, pas, tkanina, wstawka, obłożenie, panel dyskusyjny, komitet, zespół, ława przysięgłych, pulpit, konsola"
0251,evil,"zło, zły"
0252,abuse,"nadużycie, wykorzystywanie, maltretowanie, lżenie, nadużywać, wykorzystywać, maltretować, znęcać się"
0253,intellectual,"intelektualista, intelektualistka, inteligent, inteligentka, intelektualny"
0254,utility,"użyteczność, program narzędziowy, narzędzie, zakład użyteczności publicznej"
0255,essentially,"w istocie, w gruncie rzeczy, zasadniczo"
0256,manual,"podręcznik, instrukcja obsługi, manuał, ręczny"
0257,deputy,"zastępca, zastępczy, deputowany, poseł"
0258,spread,"rozprzestrzenianie, ekspansja, zasięg, obszar, rozkładówka, smarowidło, substancja do smarowania, różnica między ceną kupna a sprzedaży, rozprzestrzeniać, szerzyć, rozkładać, smarować, rozprzestrzeniać się"
0259,founded,"założyć, założony, ustanowić, ustanowiony"
0260,acute,"ostry, przeszywający, przenikliwy, bystry, dotkliwy, gwałtowny"
0261,desirable,"wskazany, pożądany, pożądliwy, atrakcyjny"
0262,distinguished,"wyróżniony, wyróżniać się, wybitny, dystyngowany, uhonorowany"
0263,exhibit,"wystawiać, eksponować, pokazywać, eksponat, wystawa, dowód rzeczowy, pokaz"
0264,functional,"funkcjonalny, czynnościowy, sprawny"
0265,conventional,"konwencjonalny, typowy, umowny, tradycyjny"
0266,effectively,"skutecznie, efektywnie, faktycznie"
0267,criticism,krytyka
0268,translation,"tłumaczenie, przekład, translacja, przesunięcie"
0269,prevention,"zapobieganie, profilaktyka, prewencja"
0270,dynamic,"dynamiczny, dynamika, siła napędowa, napędowy"
0271,residence,"miejsce zamieszkania, rezydencja, pobyt, siedziba"
0272,superintendent,"nadzorca, kierownik, inspektor, komisarz, kurator"
0273,lease,"najem, dzierżawa, oddać w najem, wydzierżawić"
0274,sensitive,"wrażliwy, drażliwy, wyczulony, tkliwy, delikatny, emocjonalny, czuły"
0275,conversion,"konwersja, zamiana, nawrócenie, przemiana, przywłaszczenie"
0276,beam,"snop, wiązka, dźwigar, belka, rozpromieniać się, przesyłać, nadawać"
0277,equity,"sprawiedliwość, słuszność, kapitał własny, akcje zwykłe"
0278,assumption,"założenie, przypuszczenie, hipoteza"
0279,vital,"istotny, ważny, niezbędny, kluczowy, życiowy, witalny"
0280,axis,oś
0281,valid,"uzasadniony, poprawny, ważny, prawomocny, legalny"
0282,liberal,"liberał, liberalny"
0283,partnership,"partnerstwo, spółka, współudział"
0284,slight,"niewielki, lekki, drobny, słaby, nieznaczny, delikatny, obraza, lekceważenie, obrażać, lekceważyć"
0285,integrated,"zintegrowany, scalony"
0286,width,szerokość
0287,thickness,"grubość, grubość warstwy"
0288,colonial,kolonialny
0289,cable,"kabel, przewód, lina, depesza, okablować"
0290,dose,"dawka, porcja"
0291,devoted,"oddany, poświęcony, dedykowany"
0292,pension,"emerytura, renta, pensjonat"
0293,shift,"zmiana, przesunięcie, zmieniać, przesunąć, bieg, klawisz Shift"
0294,formerly,"dawno, niegdyś, przedtem, poprzednio, dawniej"
0295,physician,"lekarz, lekarka"
0296,cooperative,"spółdzielnia, spółdzielczy, kooperatywny, pomocny"
0297,fighting,"walka, bić się, bojowy, walczący"
0298,execution,"egzekucja, wykonanie, realizacja, wersja, odmiana"
0299,implications,"implikacje, konsekwencje, następstwa"
0300,identical,"identyczny, jednakowy, identycznie"
0301,considerably,"znacznie, zdecydowanie, w znacznym stopniu"
0302,jews,Żydzi
0303,consciousness,"świadomość, przytomność"
0304,supervision,"nadzór, kontrola, doglądanie, kierownictwo"
0305,striking,"uderzający, godny uwagi, efektowny, niesamowity"
0306,priority,"priorytet, pierwszeństwo"
0307,completion,"zakończenie, ukończenie, zrealizowanie"
0308,edited,"edytowany, zredagowany, edytować, zredagować, edytowane"
0309,adoption,"adopcja, przyjęcie, akceptacja"
0310,quoted,"cytowany, cytować, zacytować"
0311,commonwealth,"wspólnota, federacja, Wspólnota Narodów"
0312,effectiveness,"skuteczność, efektywność"
0313,intent,"intencja, zamiar"
0314,deemed,"uznany, uważany za"
0315,suffering,"cierpienie, ból"
0316,restrictions,"ograniczenia, restrykcje"
0317,dimensions,"wymiar, wymiary, rozmiar, zakres"
0318,sufficiently,"wystarczająco, dostatecznie"
0319,unlike,"w przeciwieństwie do, wbrew, niepodobny"
0320,solar,słoneczny
0321,spite,"złośliwość, robić komuś na złość"
0322,disposal,"usuwanie, likwidacja, pozbywanie się, wywóz, utylizacja"
0323,shipping,"transport morski, przesyłka, wysyłka, wysyłać"
0324,ultimate,"ostateczny, końcowy, krańcowy"
0325,ultimately,"ostatecznie, wreszcie, w końcu"
0326,guidelines,"wytyczne, wskazówki"
0327,contractor,"zleceniobiorca, wykonawca, kontrahent, podwykonawca"
0328,availability,"dostępność, osiągalność, dyspozycyjność"
0329,varied,"różnorodny, zróżnicowany"
0330,correspondence,"zgodność, podobieństwo, korespondencja, odpowiedniość"
0331,premises,"nieruchomość, posesja, siedziba, teren, lokal, pomieszczenie, obiekt, lokale"
0332,dispute,"spór, kłótnia, dysputa, spierać się, kłócić się, dyskutować, kwestionować, zaprzeczać"
0333,profile,"profil, zarys, charakterystyka, reputacja, profilować"
0334,virtue,"cnota, zaleta, dobro, zaletność"
0335,thereafter,"następnie, potem, odtąd"
0336,eligible,"kwalifikujący się, uprawniony, spełniać warunki"
0337,probable,"prawdopodobny, możliwy"
0338,headquarters,"siedziba, centrala, kwatera główna, siedziba główna"
0339,noble,"szlachetny, arystokratyczny, szlachcic, arystokrata, stan szlachecki"
0340,sustained,"podtrzymany, trwały, utrzymywany, podtrzymywać, wspierać"
0341,outcome,"wynik, rezultat, rezultat końcowy"
0342,involvement,"zajęcie, zaangażowanie"
0343,clothing,"odzież, ubranie, strój"
0344,decade,"dekada, dziesięciolecie"
0345,commander,"dowódca, jednostka, oddział, komandor, wysoki rangą oficer, marynarka, wódz"
0346,radical,"radykał, pierwiastek, rodnik, radykalny, pierwiastkowy, rodnikowy"
0347,reasonably,"wystarczająco, dość, rozsądnie, rozważnie, sensownie"
0348,veterans,"weterani, byli żołnierze"
0349,candidates,"kandydaci, kandydatki"
0350,margin,"margines, marża, brzeg"
0351,discipline,"dyscyplina, karność, posłuszeństwo, dziedzina, dyscyplinować"
0352,regime,"reżim, ustrój, system"
0353,precisely,"dokładnie, precyzyjnie, ściśle, właśnie"
0354,excessive,"nadmierny, przesadny, nadmiarowy, nieumiarkowany"
0355,regardless,"bez względu na, niezależnie od, mimo wszystko"
0356,thoroughly,"dokładnie, gruntownie, całkowicie"
0357,penalty,"kara, grzywna, penalizacja, rzut karny, ukarać"
0358,ethnic,"etniczny, narodowościowy"
0359,rear,"tylny, tył, część tylna, zaplecze, hodować, wychowywać, wznosić, stawać dęba"
0360,nerve,"nerw, odwaga, odważność"
0361,theme,"temat, motyw, motyw artystyczny, motyw graficzny"
0362,plot,"działka, parcela, fabuła, spisek, plan, planować, knuć, wykreślać, nanosić"
0363,mathematical,"matematyczny, matematycznie"
0364,adverse,"niekorzystny, niepomyślny, przeciwny, wrogi"
0365,disorders,"zaburzenia, schorzenia, nieprawidłowości"
0366,virtually,"praktycznie, w praktyce, niemal, wirtualnie"
0367,colleagues,"współpracownicy, koledzy z pracy"
0368,validity,"ważność, poprawność, ważność prawna, wiarygodność"
0369,inflation,inflacja
0370,tender,"delikatny, wrażliwy, czuły, soczysty, łagodny, przetarg"
0371,perception,"percepcja, postrzeganie, odbiór"
0372,likewise,"podobnie, również, tak samo"
0373,pine,"sosna, tęsknić, usychać"
0374,governmental,"rządowy, administracyjny"
0375,enacted,"uchwalony, wprowadzony w życie, ustanowiony, uchwalać, wdrażać"
0376,replacement,"zamiennik, zastępczy, zamiana, podstawienie"
0377,migration,"migracja, przemieszczenie, zasiedlanie"
0378,abandoned,"opuszczony, porzucony, porzucać"
0379,investigated,"badany, zbadany, badać, prowadzić dochodzenie, zbadane"
0380,undertaken,"podjęty, podjąć się, przedsięwziąć, rozpocząć"
0381,confined,"ograniczony, ciasny, wąski, zamknięty, przykuty, ograniczać"
0382,executed,"wykonany, egzekucjonowany, wykonywać, dokonać egzekucji"
0383,friendly,"przyjazny, życzliwy, sojuszniczy, mecz towarzyski, przyjacielsko"
0384,equipped,"wyposażony, uzbrojony, zaopatrzyć, wyposażyć"
0385,recreation,"rekreacja, wypoczynek, rekreacyjny"
0386,modification,"modyfikacja, zmiana, przeróbka, modyfikować"
0387,dental,"zębowy, dentystyczny, stomatologiczny"
0388,database,baza danych
0389,reverse,"odwrotność, rewers, bieg wsteczny, odwrócić, jechać wstecz, unieważniać"
0390,revolutionary,"rewolucyjny, rewolucjonista, rewolucjonistka"
0391,editorial,"redakcyjny, redaktorski, artykuł wstępny, edytorial"
0392,privilege,"przywilej, upoważniać, nadać przywilej"
0393,memorial,"pomnik, miejsce pamięci, tablica pamiątkowa, pamiątkowy"
0394,evaluate,"oceniać, ocenić, szacować, określać wartość"
0395,segment,"segment, odcinek, sekcja, fragment, segmentować, dzielić"
0396,fleet,"flota, tabor, szybki, zwinny"
0397,separately,"osobno, oddzielnie"
0398,certified,"certyfikowany, poświadczony, certyfikować"
0399,laser,"laser, laserowy"
0400,hell,"piekło, potępienie, piekielny, do diabła"
0401,suspended,"zawieszony, zawieszać, przerywać"
0402,excluded,"wykluczony, wyłączać, wykluczać"
0403,disposition,"dispozycja, predyspozycja, usposobienie, rozporządzanie, rozmieszczenie, skłonność"
0404,cabinet,"szafka, kredens, gabinete, rada ministrów, ministerstwo"
0405,attendance,"obecność, uczestnictwo, frekwencja, audytorium, widownia, opieka, obsługa, usługa, posługa, uwaga, baczenie"
0406,unto,"do, ku, aż do, po, dla, według, wobec"
0407,administered,"administrować, zarządzać, podawać, administrowany, zarządzany, podawany"
0408,convinced,przekonany
0409,pulse,"puls, tętno, impuls"
0410,injection,"zastrzyk, iniekcja, wtrysk, wstrzyknięcie"
0411,conception,"koncepcja, zamysł, zapłodnienie"
0412,incurred,"poniesiony, ponosić, narazić się na"
0413,perceived,"postrzegany, postrzegać, dostrzegać, pojmować"
0414,supplement,"uzupełnienie, suplement, uzupełniać, dopełniać"
0415,assessed,"oceniony, oceniany, wyceniony, oceniać, ocenić, oszacować, szacować"
0416,initiative,"inicjatywa, przedsiębiorczość, rzutkość, początkowy"
0417,infant,"niemowlę, początkujący, niepełnoletni"
0418,crew,"załoga, ekipa, obsada filmowa, banda"
0419,seal,"foka, pieczęć, uszczelka, pieczętować, uszczelniać"
0420,versus,"kontra, przeciw, a, w przeciwieństwie do, w porównaniu z"
0421,expectations,oczekiwania
0422,allied,"sprzymierzony, pokrewny, sojuszniczy"
0423,comprising,"obejmujący, składający się z"
0424,computed,"obliczony, wyliczony"
0425,injured,"ranny, kontuzjowany, poszkodowany"
0426,fiber,włókno
0427,inspector,"inspektor, inspektorka, kontroler"
0428,thesis,"teza, rozprawa, praca dyplomowa"
0429,interpreted,"interpretowany, zinterpretowany"
0430,attributed,"przypisywać, przypisany, przypisywany"
0431,competent,"kompetentny, fachowy, właściwy, znać się na rzeczy"
0432,ease,"łagodzić, uspokajać się, uprościć, słabnąć, złagodnieć, zelżeć, działać z łatwością, beztroska, relaks, łatwość"
0433,exclusively,wyłącznie
0434,inadequate,"nieodpowiedni, niedostateczny, niewystarczający, nieadekwatny, niewłaściwy"
0435,implement,"wdrożyć wprowadzić w życie, zastosować, zaimplementować, narzędzie, przyrząd, sprzęt"
0436,aluminum,"aluminium, glin"
0437,serial,"seryjny, serial"
0438,flexible,"giętki, elastyczny"
0439,ridge,"grzbiet, wał, pasmo górskie, grzbiet oceaniczny"
0440,numerical,numeryczny
0441,crucial,"krytyczny, istotny, decydujący, kluczowy"
0442,undoubtedly,"niewątpliwie, bez wątpienia"
0443,alliance,"sojusz, przymierze, alians"
0444,dismissed,"zwolniony, oddalony, odrzucony"
0445,fisheries,"rybołówstwo, gospodarka rybna, przemysł rybny"
0446,converted,"przekształcony, nawrócony, zmodyfikowany, przekonwertowany"
0447,educated,wykształcony
0448,servant,"służący, sługa"
0449,tail,"ogon, śledzić"
0450,strictly,"tylko, wyłącznie, ściśle, dokładnie, surowo"
0451,subdivision,"podział, pododdział, podpodział"
0452,walker,"piechur, spacerowicz, chodzik"
0453,hunting,"polowanie, łowiectwo"
0454,dear,"drogi, kochany, kosztowny, szanowny, ukochany, kochanie"
0455,fate,"przeznaczenie, los, zguba"
0456,tumor,"nowotwór, guz, nowotworowy"
0457,fraud,"oszustwo, oszust, oszustka"
0458,transmitted,"przesyłać, przekazywać, nadawać, transmitować, przenosić, przekazany"
0459,implies,"oznaczać, zakładać, sugerować, pociągać za sobą, oznacza"
0460,altered,"zmieniony, zmodyfikowany, przerobiony"
0461,complexity,złożoność
0462,flesh,"ciało, mięso, miąższ, tusza"
0463,throat,gardło
0464,facilitate,"torować, ułatwiać, upraszczać"
0465,threatened,"zastraszać, grozić, zagrażać, zagrożony"
0466,capability,"zdolność, możliwość"
0467,worship,"cześć, kult, czcić, uwielbiać, ubóstwiać"
0468,illustrations,"ilustracja, ilustracje, obrazek, rysunek"
0469,assured,"zapewnić, zagwarantować, upewnić, zapewniony, pewny siebie, pewny"
0470,audit,audyt
0471,label,"metka, etykieta, nalepka, etykietować, nalepiać, znakować, określać"
0472,initiated,"inicjować, zapoczątkować, rozpoczynać, zainicjować, inicjowany, zainicjowany"
0473,navigation,"nawigacja, żegluga, żeglowanie"
0474,anticipated,"przewidywać, oczekiwać, spodziewać się, oczekiwany, przewidziany, przewidywany"
0475,justify,"usprawiedliwiać, uzasadniać"
0476,gear,"bieg, przerzutka, układ, mechanizm, sprzęt, przybór, ubranie, narkotyk"
0477,philosophical,filozoficzny
0478,assurance,"przekonanie, zapewnienie, ubezpieczenie, asekuracja, pewność"
0479,certification,"poświadczenie, zaświadczenie, atest, certyfikacja"
0480,genuine,"prawdziwy, oryginalny, szczery"
0481,arch,"łuk, sklepienie, przęsło, łukowy, wyginać, wygiąć"
0482,verse,"poezja, wiersz, zwrotka, wers, werset"
0483,constraints,"ograniczenia, warunki"
0484,detected,"wykryty, zauważony, odkryty"
0485,testified,"zeznawać, zeznać, zeznał"
0486,hardware,"sprzęt, osprzęt komputerowy, sprzęt komputerowy"
0487,innovation,innowacja
0488,polish,"polerować, szlifować, wygładzać, pasta polerska, połysk"
0489,purchasing,"zakup, nabywanie"
0490,controversy,"dysputa, spór, dyskusja, polemika, kontrowersja"
0491,supervisor,"kierownik, kierowniczka, nadzorca, nadzorczyni, inspektor"
0492,presumably,"przypuszczalnie, prawdopodobnie"
0493,fox,"lis, podstępny, oszukać, zmieszać, zbijać z tropu"
0494,deficit,"niedobór, deficyt"
0495,divorce,"rozwód, rozwodzić"
0496,enhanced,"ulepszony, wzmocniony, podwyższony"
0497,justified,"usprawiedliwiony, uzasadniony"
