external_id,type,front_text,back_text,tf_answer,explanation
js_basic_048_find_number,traditional,"Co zwróci `[1, 2, 3, 4].find(n => n > 2)`?",3,,`find()` zwraca pierwszy element spełniający warunek.
js_basic_049_some_true,traditional,"Co zwróci `[1, 2, 3].some(n => n > 2)`?",true,,"`some()` sprawdza, czy przynajmniej jeden element spełnia warunek."
js_basic_050_every_false,traditional,"Co zwróci `[1, 2, 3].every(n => n > 1)`?",false,,"`every()` wymaga, żeby wszystkie elementy spełniały warunek."
js_basic_051_reduce_sum,traditional,"Co zwróci `[1, 2, 3].reduce((sum, n) => sum + n, 0)`?",6,,"`reduce()` akumuluje wynik, tutaj sumuje liczby."
js_basic_052_object_property,traditional,"Co zwróci `const user = { name: ""Ala"", age: 20 }; user.name`?","""Ala""",,Kropka pozwala odczytać właściwość obiektu.
js_basic_053_object_bracket,traditional,"Co zwróci `const user = { name: ""Ala"" }; user[""name""]`?","""Ala""",,Nawiasy kwadratowe pozwalają odczytać właściwość po nazwie jako stringu.
js_basic_054_array_of_objects,traditional,"Co zwróci `[{ id: 1 }, { id: 2 }][1].id`?",2,,"Najpierw pobierany jest drugi obiekt z tablicy, potem jego właściwość `id`."
js_basic_055_typeof_string,traditional,"Co zwróci `typeof ""hello""`?","""string""",,`typeof` zwraca nazwę typu jako string.
js_basic_056_typeof_number,traditional,Co zwróci `typeof 123`?,"""number""",,Liczby w JavaScript mają typ `number`.
js_basic_057_typeof_boolean,traditional,Co zwróci `typeof true`?,"""boolean""",,Wartości `true` i `false` mają typ `boolean`.
js_basic_058_typeof_undefined,traditional,Co zwróci `typeof undefined`?,"""undefined""",,`undefined` oznacza brak przypisanej wartości.
js_basic_059_typeof_null,traditional,Co zwróci `typeof null`?,"""object""",,To historyczna osobliwość JavaScript.
js_basic_060_function_return,traditional,"Co zwróci `function add(a, b) { return a + b; } add(2, 3);`?",5,,`return` zwraca wynik funkcji.
js_basic_061_arrow_return,traditional,"Co zwróci `const add = (a, b) => a + b; add(2, 3);`?",5,,Arrow function bez klamr zwraca wyrażenie automatycznie.
js_basic_062_no_return,traditional,Co zwróci `function test() { const x = 5; } test();`?,undefined,,Funkcja bez `return` zwraca `undefined`.
js_basic_063_template_literal,traditional,"Co zwróci `` `Cześć ${""Ala""}` ``?","""Cześć Ala""",,Template literal wstawia wartość wyrażenia w miejscu `${...}`.
js_basic_064_math_floor,traditional,Co zwróci `Math.floor(3.9)`?,3,,`Math.floor()` zaokrągla w dół.
js_basic_065_math_ceil,traditional,Co zwróci `Math.ceil(3.1)`?,4,,`Math.ceil()` zaokrągla w górę.
js_basic_066_math_round,traditional,Co zwróci `Math.round(3.5)`?,4,,`Math.round()` zaokrągla do najbliższej liczby całkowitej.
js_basic_067_json_parse,traditional,"Co zwróci `JSON.parse(""{\""name\"":\""Ala\""}"").name`?","""Ala""",,`JSON.parse()` zamienia tekst JSON na obiekt JavaScript.
js_basic_068_json_stringify,traditional,"Co zwróci `JSON.stringify({ name: ""Ala"" })`?","""{""name"":""Ala""}""",,`JSON.stringify()` zamienia obiekt na tekst JSON.
js_basic_069_method_slice,traditional,Jaka metoda zwraca fragment tablicy bez zmiany oryginału?,slice(),,`slice()` tworzy kopię fragmentu tablicy.
js_basic_070_method_splice,traditional,Jaka metoda może usuwać albo wstawiać elementy i zmienia oryginalną tablicę?,splice(),,"`splice()` modyfikuje tablicę, dlatego trzeba używać jej ostrożnie."
js_basic_071_method_push,traditional,Jaka metoda dodaje element na końcu tablicy?,push(),,`push()` zmienia oryginalną tablicę.
js_basic_072_method_pop,traditional,Jaka metoda usuwa ostatni element tablicy?,pop(),,`pop()` usuwa i zwraca ostatni element.
js_basic_073_method_shift,traditional,Jaka metoda usuwa pierwszy element tablicy?,shift(),,`shift()` usuwa i zwraca pierwszy element.
js_basic_074_method_unshift,traditional,Jaka metoda dodaje element na początku tablicy?,unshift(),,`unshift()` zmienia oryginalną tablicę i zwraca nową długość.
js_basic_075_method_map,traditional,Jaka metoda tworzy nową tablicę po przekształceniu każdego elementu?,map(),,"`map()` jest używane, gdy chcesz zamienić każdy element na inną wartość."
js_basic_076_tf_const_reassign,true_false,Zmienna zadeklarowana przez `const` może zostać ponownie przypisana do innej wartości.,,false,`const` blokuje ponowne przypisanie zmiennej.
js_basic_077_tf_let_reassign,true_false,Zmienna zadeklarowana przez `let` może zostać ponownie przypisana.,,true,`let` pozwala zmienić wartość zmiennej.
js_basic_078_tf_array_index_zero,true_false,Pierwszy element tablicy ma indeks `0`.,,true,Indeksy tablic w JavaScript zaczynają się od `0`.
js_basic_079_tf_slice_mutates,true_false,Metoda `slice()` modyfikuje oryginalną tablicę.,,false,`slice()` zwraca nową tablicę i nie zmienia oryginału.
js_basic_080_tf_splice_mutates,true_false,Metoda `splice()` modyfikuje oryginalną tablicę.,,true,"`splice()` działa bezpośrednio na tablicy, na której została wywołana."
js_basic_081_tf_map_mutates,true_false,Metoda `map()` zwykle tworzy nową tablicę zamiast zmieniać oryginalną.,,true,`map()` zwraca nową tablicę z przekształconymi elementami.
js_basic_082_tf_strict_equal,true_false,Operator `===` porównuje wartość i typ.,,true,`===` nie wykonuje luźnej konwersji typu tak jak `==`.
js_basic_083_tf_null_typeof,true_false,"`typeof null` zwraca `""null""`.",,false,"W JavaScript `typeof null` zwraca `""object""`."
js_basic_084_tf_nan_equal,true_false,`NaN === NaN` zwraca `true`.,,false,`NaN` nie jest równe samemu sobie; do sprawdzania używa się np. `Number.isNaN()`.
js_basic_085_tf_queryselector,true_false,"`document.querySelector("".box"")` wybiera pierwszy element pasujący do selektora `.box`.",,true,`querySelector()` zwraca pierwszy pasujący element albo `null`.
js_basic_086_tf_dom_textcontent,true_false,Właściwość `textContent` pozwala odczytać lub ustawić tekst elementu DOM.,,true,`textContent` dotyczy tekstowej zawartości elementu.
js_basic_087_tf_event_click,true_false,Zdarzenie `click` uruchamia się po kliknięciu elementu.,,true,`click` jest jednym z podstawowych zdarzeń w DOM.
js_basic_088_tf_localstorage_string,true_false,`localStorage` przechowuje wartości jako stringi.,,true,Obiekty i tablice trzeba zwykle zapisać przez `JSON.stringify()`.
js_basic_089_tf_foreach_returns,true_false,Metoda `forEach()` zwraca nową tablicę.,,false,`forEach()` służy do wykonania funkcji dla elementów i zwraca `undefined`.
js_basic_090_tf_filter_all,true_false,"Metoda `filter()` zwraca elementy, które spełniają warunek.",,true,`filter()` tworzy nową tablicę tylko z pasujących elementów.
js_basic_091_self_var_let_const,self_assess,"Wyjaśnij własnymi słowami różnicę między `var`, `let` i `const`.",,,"`var` ma starsze zasady zakresu funkcyjnego, `let` i `const` mają zakres blokowy, a `const` dodatkowo blokuje ponowne przypisanie."
js_basic_092_self_array_methods,self_assess,Wyjaśnij różnicę między `slice()` i `splice()`.,,,"`slice()` zwraca fragment bez zmiany oryginału, a `splice()` modyfikuje oryginalną tablicę."
js_basic_093_self_map_filter,self_assess,Wyjaśnij różnicę między `map()` i `filter()`.,,,"`map()` przekształca każdy element, a `filter()` wybiera tylko elementy spełniające warunek."
js_basic_094_self_truthy_falsy,self_assess,"Wyjaśnij, czym są wartości truthy i falsy.",,,"Truthy zachowują się jak `true` w warunku, a falsy jak `false`, np. `0`, `""""`, `null`, `undefined`, `NaN`."
js_basic_095_self_function_return,self_assess,"Wyjaśnij, po co w funkcji używa się `return`.",,,`return` kończy funkcję i przekazuje wynik w miejsce jej wywołania.
js_basic_096_self_dom_selector,self_assess,"Wyjaśnij, do czego służy `document.querySelector()`.",,,Służy do pobrania pierwszego elementu DOM pasującego do selektora CSS.
js_basic_097_self_event_listener,self_assess,"Wyjaśnij, do czego służy `addEventListener()`.",,,"Pozwala przypisać funkcję, która uruchomi się po wystąpieniu zdarzenia, np. kliknięcia."
js_basic_098_self_json,self_assess,"Wyjaśnij, po co używa się `JSON.parse()` i `JSON.stringify()`.",,,"`JSON.parse()` zamienia tekst JSON na dane JavaScript, a `JSON.stringify()` zamienia dane JavaScript na tekst JSON."
js_basic_099_self_async_basic,self_assess,"Wyjaśnij bardzo krótko, do czego służy `async/await`.",,,"`async/await` ułatwia pisanie kodu asynchronicznego, np. przy pobieraniu danych z API."
js_basic_100_self_trycatch,self_assess,"Wyjaśnij, do czego służy `try...catch`.",,,`try...catch` pozwala obsłużyć błąd bez natychmiastowego przerwania całego programu.
js_basic_101_array_at_negative,traditional,"Co zwróci `[""a"", ""b"", ""c""].at(-1)`?","""c""",,Metoda `at(-1)` pobiera ostatni element tablicy. Ujemny indeks liczy od końca.
js_basic_102_array_concat,traditional,"Co zwróci `[1, 2].concat([3, 4])`?","[1, 2, 3, 4]",,`concat()` tworzy nową tablicę z połączonych elementów i nie zmienia oryginałów.
js_basic_103_array_reverse_mutated,traditional,"Co będzie wartością `arr` po kodzie `const arr = [1, 2, 3]; arr.reverse();`?","[3, 2, 1]",,`reverse()` odwraca kolejność elementów w tej samej tablicy.
js_basic_104_array_sort_strings,traditional,"Co zwróci `[""b"", ""a"", ""c""].sort()`?","[""a"", ""b"", ""c""]",,Bez funkcji porównującej `sort()` sortuje elementy według ich reprezentacji tekstowej.
js_basic_105_array_sort_numbers_default,traditional,"Co zwróci `[10, 2, 1].sort()`?","[1, 10, 2]",,"Domyślne `sort()` porównuje wartości jako stringi, dlatego `10` trafia przed `2`."
js_basic_106_array_sort_numbers_compare,traditional,"Co zwróci `[10, 2, 1].sort((a, b) => a - b)`?","[1, 2, 10]",,"Funkcja `(a, b) => a - b` sortuje liczby rosnąco według wartości liczbowej."
js_basic_107_array_flat_one,traditional,"Co zwróci `[1, [2, 3], [4]].flat()`?","[1, 2, 3, 4]",,Domyślne `flat()` spłaszcza tablicę o jeden poziom.
js_basic_108_array_flat_two,traditional,"Co zwróci `[1, [2, [3]]].flat(2)`?","[1, 2, 3]",,Argument `2` oznacza spłaszczenie tablicy o dwa poziomy zagnieżdżenia.
js_basic_109_array_fill_range,traditional,"Co zwróci `[0, 0, 0].fill(9, 1)`?","[0, 9, 9]",,"`fill(9, 1)` wstawia `9` od indeksu `1` do końca tablicy."
js_basic_110_array_from_string,traditional,"Co zwróci `Array.from(""abc"")`?","[""a"", ""b"", ""c""]",,"`Array.from()` tworzy tablicę z obiektu iterowalnego, tutaj ze stringa."
js_basic_111_array_isarray,traditional,Co zwróci `Array.isArray([])`?,true,,"`Array.isArray()` sprawdza, czy przekazana wartość jest tablicą."
js_basic_112_set_size_unique,traditional,"Co zwróci `new Set([1, 1, 2]).size`?",2,,"`Set` przechowuje unikalne wartości, więc powtórzona `1` jest liczona tylko raz."
js_basic_113_set_to_array_spread,traditional,"Co zwróci `[...new Set([""a"", ""a"", ""b""])]`?","[""a"", ""b""]",,Rozwinięcie `Set` operatorem spread tworzy tablicę z unikalnych wartości.
js_basic_114_map_get_value,traditional,"Co zwróci `const m = new Map(); m.set(""a"", 1); m.get(""a"")`?",1,,`Map#get()` zwraca wartość zapisaną pod podanym kluczem.
js_basic_115_map_has_key,traditional,"Co zwróci `const m = new Map([[""x"", 0]]); m.has(""x"")`?",true,,"`Map#has()` sprawdza obecność klucza, niezależnie od tego, czy jego wartość jest truthy czy falsy."
js_basic_116_object_keys,traditional,"Co zwróci `Object.keys({ a: 1, b: 2 })`?","[""a"", ""b""]",,"`Object.keys()` zwraca tablicę nazw własnych, wyliczalnych właściwości obiektu."
js_basic_117_object_values,traditional,"Co zwróci `Object.values({ a: 1, b: 2 })`?","[1, 2]",,`Object.values()` zwraca tablicę wartości właściwości obiektu.
js_basic_118_object_entries,traditional,Co zwróci `Object.entries({ a: 1 })`?,"[[""a"", 1]]",,"`Object.entries()` zwraca tablicę par `[klucz, wartość]`."
js_basic_119_object_hasownproperty,traditional,"Co zwróci `({ a: 1 }).hasOwnProperty(""a"")`?",true,,"`hasOwnProperty()` sprawdza, czy obiekt ma daną własną właściwość."
js_basic_120_delete_object_prop,traditional,"Co zwróci `const user = { name: ""Ala"", age: 20 }; delete user.age; user.age`?",undefined,,Po usunięciu właściwości odczyt `user.age` daje `undefined`.
js_basic_121_object_spread_overwrite,traditional,"Co zwróci `const obj = { a: 1, ...{ a: 2, b: 3 } }; obj.a`?",2,,Przy spreadzie w obiekcie późniejsza właściwość o tej samej nazwie nadpisuje wcześniejszą.
js_basic_122_array_spread_insert,traditional,"Co zwróci `[0, ...[1, 2], 3]`?","[0, 1, 2, 3]",,Operator spread rozwija elementy tablicy wewnątrz nowej tablicy.
js_basic_123_rest_params_length,traditional,"Co zwróci `function count(...items) { return items.length; } count(1, 2, 3)`?",3,,Parametr rest zbiera przekazane argumenty do tablicy.
js_basic_124_array_destructuring_second,traditional,"Co zwróci `const [a, b] = [10, 20]; b`?",20,,Destrukturyzacja tablicy przypisuje elementy według pozycji.
js_basic_125_array_destructuring_skip,traditional,"Co zwróci `const [, second] = [""a"", ""b""]; second`?","""b""",,Puste miejsce przed przecinkiem pomija pierwszy element tablicy.
js_basic_126_object_destructuring_name,traditional,"Co zwróci `const { name } = { name: ""Ala"", age: 20 }; name`?","""Ala""",,Destrukturyzacja obiektu wyciąga wartość właściwości o podanej nazwie.
js_basic_127_destructuring_default,traditional,"Co zwróci `const { role = ""user"" } = {}; role`?","""user""",,"Wartość domyślna działa, gdy właściwość jest `undefined`."
js_basic_128_default_parameter,traditional,"Co zwróci `function greet(name = ""gość"") { return name; } greet()`?","""gość""",,"Parametr domyślny jest używany, gdy argument nie został przekazany."
js_basic_129_optional_chaining_missing,traditional,Co zwróci `const user = {}; user.address?.city`?,undefined,,"Optional chaining zatrzymuje odczyt, gdy `address` jest `null` albo `undefined`."
js_basic_130_optional_chaining_existing,traditional,"Co zwróci `const user = { address: { city: ""Kraków"" } }; user.address?.city`?","""Kraków""",,"Gdy pośrednia właściwość istnieje, optional chaining normalnie odczytuje dalszą wartość."
js_basic_131_nullish_undefined,traditional,"Co zwróci `undefined ?? ""x""`?","""x""",,Operator `??` wybiera prawą stronę tylko dla `null` albo `undefined`.
js_basic_132_logical_and_value,traditional,"Co zwróci `""Ala"" && ""Ola""`?","""Ola""",,"Operator `&&` zwraca ostatni operand, jeśli wszystkie wcześniejsze są truthy."
js_basic_133_logical_or_value,traditional,"Co zwróci `""Ala"" || ""Ola""`?","""Ala""",,Operator `||` zwraca pierwszy truthy operand.
js_basic_134_logical_or_empty,traditional,"Co zwróci `"""" || ""brak""`?","""brak""",,"Pusty string jest falsy, więc `||` zwraca prawą stronę."
js_basic_135_number_isnan_nan,traditional,Co zwróci `Number.isNaN(NaN)`?,true,,`Number.isNaN()` zwraca `true` tylko dla rzeczywistej wartości `NaN`.
js_basic_136_number_isnan_string,traditional,"Co zwróci `Number.isNaN(""abc"")`?",false,,`Number.isNaN()` nie wykonuje konwersji typu przed sprawdzeniem.
js_basic_137_global_isnan_string,traditional,"Co zwróci `isNaN(""abc"")`?",true,,Globalne `isNaN()` najpierw próbuje przekonwertować argument na liczbę.
js_basic_138_number_isfinite_infinity,traditional,Co zwróci `Number.isFinite(Infinity)`?,false,,`Infinity` nie jest skończoną liczbą.
js_basic_139_number_tofixed,traditional,Co zwróci `(3.14159).toFixed(2)`?,"""3.14""",,`toFixed(2)` zwraca string z liczbą zapisaną do dwóch miejsc po przecinku.
js_basic_140_math_max_spread,traditional,"Co zwróci `Math.max(...[1, 5, 3])`?",5,,Spread przekazuje elementy tablicy jako osobne argumenty do `Math.max()`.
js_basic_141_math_min,traditional,"Co zwróci `Math.min(1, 5, 3)`?",1,,`Math.min()` zwraca najmniejszą z przekazanych liczb.
js_basic_142_exponentiation,traditional,Co zwróci `2 ** 3`?,8,,Operator `**` oznacza potęgowanie.
js_basic_143_modulo,traditional,Co zwróci `5 % 2`?,1,,Operator `%` zwraca resztę z dzielenia.
js_basic_144_string_slice_from_1,traditional,"Co zwróci `""abc"".slice(1)`?","""bc""",,`slice(1)` zwraca fragment stringa od indeksu `1` do końca.
js_basic_145_string_slice_range,traditional,"Co zwróci `""JavaScript"".slice(0, 4)`?","""Java""",,Drugi argument `slice()` wskazuje koniec zakresu i nie jest wliczany.
js_basic_146_string_replace_first,traditional,"Co zwróci `""hello"".replace(""l"", ""x"")`?","""hexlo""",,`replace()` z tekstowym wzorcem zamienia tylko pierwsze dopasowanie.
js_basic_147_string_replace_all,traditional,"Co zwróci `""hello"".replaceAll(""l"", ""x"")`?","""hexxo""",,`replaceAll()` zamienia wszystkie dopasowania podanego fragmentu.
js_basic_148_string_padstart,traditional,"Co zwróci `""5"".padStart(3, ""0"")`?","""005""",,"`padStart(3, ""0"")` dopełnia string od lewej do długości `3`."
js_basic_149_string_charat,traditional,"Co zwróci `""abc"".charAt(1)`?","""b""",,`charAt(1)` zwraca znak na indeksie `1`.
js_basic_150_string_includes_false,traditional,"Co zwróci `""abc"".includes(""z"")`?",false,,"Metoda `includes()` zwraca `false`, jeśli fragment nie występuje w stringu."
js_basic_151_split_dash_length,traditional,"Co zwróci `""a-b-c"".split(""-"").length`?",3,,"`split(""-"")` tworzy trzy elementy: `""a""`, `""b""`, `""c""`."
js_basic_152_slice_join_chain,traditional,"Co zwróci `[""a"", ""b"", ""c""].slice(1).join("""")`?","""bc""",,"Najpierw `slice(1)` daje `[""b"", ""c""]`, a potem `join("""")` łączy elementy bez separatora."
js_basic_153_findindex_found,traditional,"Co zwróci `[5, 10, 15].findIndex(n => n > 8)`?",1,,"Pierwszy element większy od `8` to `10`, który ma indeks `1`."
js_basic_154_findindex_not_found,traditional,"Co zwróci `[5, 10, 15].findIndex(n => n > 20)`?",-1,,"`findIndex()` zwraca `-1`, gdy nie znajdzie pasującego elementu."
js_basic_155_some_false,traditional,"Co zwróci `[1, 2, 3].some(n => n > 5)`?",false,,"`some()` zwraca `true` tylko wtedy, gdy przynajmniej jeden element spełnia warunek."
js_basic_156_every_true,traditional,"Co zwróci `[2, 4, 6].every(n => n % 2 === 0)`?",true,,"Wszystkie elementy są parzyste, więc `every()` zwraca `true`."
js_basic_157_filter_length,traditional,"Co zwróci `[1, 2, 3, 4].filter(n => n % 2 === 0).length`?",2,,"Po filtrowaniu zostają `2` i `4`, więc długość wynosi `2`."
js_basic_158_reduce_no_initial,traditional,"Co zwróci `[1, 2, 3].reduce((a, b) => a + b)`?",6,,Bez wartości początkowej `reduce()` bierze pierwszy element jako początkowy akumulator.
js_basic_159_for_loop_sum,traditional,Co zwróci `let x = 0; for (let i = 0; i < 3; i++) { x += i; } x`?,3,,"Pętla dodaje `0 + 1 + 2`, co daje `3`."
js_basic_160_forof_sum,traditional,"Co zwróci `let sum = 0; for (const n of [1, 2, 3]) { sum += n; } sum`?",6,,`for...of` przechodzi po wartościach tablicy.
js_basic_161_break_loop_sum,traditional,Co zwróci `let x = 0; for (let i = 0; i < 5; i++) { if (i === 2) break; x += i; } x`?,1,,"Pętla zatrzymuje się przy `i === 2`, więc dodane zostają tylko `0` i `1`."
js_basic_162_continue_loop_sum,traditional,Co zwróci `let x = 0; for (let i = 0; i < 4; i++) { if (i === 2) continue; x += i; } x`?,4,,"`continue` pomija dodanie `2`, więc wynik to `0 + 1 + 3`."
js_basic_163_block_scope_let,traditional,Co zwróci `let x = 1; { let x = 2; } x`?,1,,"`let` ma zakres blokowy, więc wewnętrzne `x` nie nadpisuje zewnętrznego."
js_basic_164_block_scope_var,traditional,Co zwróci `var x = 1; { var x = 2; } x`?,2,,"`var` nie ma zakresu blokowego, więc przypisanie w bloku dotyczy tej samej zmiennej."
js_basic_165_var_hoisting,traditional,Co zwróci `function test() { return x; var x = 5; } test()`?,undefined,,"Deklaracja `var x` jest hoistowana, ale przypisanie `5` zostaje w swoim miejscu."
js_basic_166_function_declaration_hoisting,traditional,"Co zwróci `hello(); function hello() { return ""hi""; }`?","""hi""",,"Deklaracje funkcji są hoistowane, dlatego można je wywołać przed miejscem deklaracji."
js_basic_167_closure_result,traditional,Co zwróci `function make() { let x = 1; return () => x + 1; } make()()`?,2,,"Zwrócona funkcja pamięta zmienną `x` z zakresu, w którym została utworzona."
js_basic_168_iife_result,traditional,Co zwróci `(() => 5)()`?,5,,"To natychmiast wywołana funkcja strzałkowa, która zwraca `5`."
js_basic_169_promise_instance,traditional,Co zwróci `Promise.resolve(5) instanceof Promise`?,true,,`Promise.resolve()` zwraca obiekt typu `Promise`.
js_basic_170_async_returns_promise,traditional,Co zwróci `async function f() { return 1; } f() instanceof Promise`?,true,,"Każda funkcja `async` zwraca `Promise`, nawet jeśli w środku zwraca zwykłą wartość."
js_basic_171_try_catch_message,traditional,"Co zwróci `(() => { try { throw new Error(""x""); } catch (e) { return e.message; } })()`?","""x""",,"Blok `catch` przechwytuje błąd, a `message` zawiera tekst przekazany do `Error`."
